,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Emissions Rolling,Supply Rolling
0,998885,10000000,59903,39824,49789,500000,500000,500000,3.8262102100305193,,
1,1005970,10071300,60286,40169,50225,503200,504300,504400,9.107566499341237,,
2,1012249,10135729,60325,40567,50647,503622,509343,508636,15.981661361677414,,
3,1018492,10200737,60030,40892,51063,501234,513418,512810,20.531799022889032,,
4,1011588,10132439,59431,40727,50695,496222,511360,509117,21.086026102740714,,
5,1008234,10100817,58832,40618,50614,491260,510009,508294,21.331408011037112,,
6,1006378,10084451,58247,40618,50633,486348,510009,508490,21.415471431163407,,
7,1004513,10067995,57663,40618,50633,481486,510009,508490,21.4349834337913,,
8,1002666,10051765,57088,40618,50633,476674,510009,508490,21.3711755918724,,
9,1000832,10035665,56520,40618,50633,471912,510009,508490,21.273569130581098,,
10,999033,10019868,55953,40618,50633,467200,510009,508490,21.163510181269157,,
11,997238,10004151,55398,40618,50633,462538,510009,508490,21.080379114825107,,
12,995421,9988270,54841,40618,50633,457917,510009,508490,24.613304640006763,,
13,1001811,10056917,54296,41027,51138,453346,515109,513575,29.342324789141728,,
14,1000834,10049703,53751,41106,51180,448812,516143,513989,27.203729598314855,,
15,998151,10024709,53216,41026,51138,444328,515099,513571,25.580478672192264,,
16,996373,10009105,52684,41026,51138,439878,515099,513571,24.36025396212739,,
17,994618,9993732,52156,41026,51138,435478,515099,513571,29.060118826389736,,
18,1001018,10062469,51635,41436,51653,431116,520249,518706,33.877562851287585,,
19,1000005,10054848,51115,41513,51683,426804,521188,519019,30.581652801449113,,
20,997369,10030367,50604,41436,51653,422533,520240,518703,28.105092060103228,,
21,995605,10014906,50099,41436,51653,418312,520240,518703,26.233580949839325,,
22,993832,9999224,49601,41436,51653,414128,520240,518703,24.820996376144457,,
23,1000199,10068051,49104,41847,52170,409994,525440,523888,29.530135785467316,,
24,999221,10060828,48609,41924,52212,405894,526388,524310,27.25708661661805,,
25,996542,10035891,48122,41847,52170,401835,525431,523884,25.60317130990229,,
26,994789,10020394,47648,41847,52170,397814,525431,523884,24.325732301566312,,
27,992983,10004618,47167,41847,52170,393830,525431,523884,23.376092704435603,,
28,991230,9989063,46695,41847,52170,389896,525431,523884,26.359896647426023,,
29,997639,10058103,46225,42270,52690,385996,530681,529119,31.090644064306257,,
30,996694,10051099,45766,42345,52733,382137,531638,529545,28.437701358088848,,
31,994012,10026076,45308,42268,52689,378316,530672,529115,26.469735093299732,,
32,992242,10010425,44857,42268,52689,374532,530672,529115,24.99295467750656,,
33,990474,9994800,44410,42268,52689,370789,530672,529115,23.89289782631174,,
34,996866,10063935,43965,42684,53216,367080,535972,534400,28.585082570942916,,
35,995941,10057098,43525,42764,53258,363421,536938,534830,26.578557844722614,,
36,993258,10032000,43090,42684,53215,359787,535963,534396,25.089837111457154,,
37,991507,10016496,42658,42684,53215,356194,535963,534396,23.964792575067012,,
38,989754,10001080,42231,42684,53215,352635,535963,534396,23.132295964212794,,
39,988032,9985782,41812,42684,53215,349113,535963,534396,23.125358629258553,,
40,994492,10055225,41393,43117,53749,345620,541313,539731,27.835653181655015,,
41,993629,10049103,40976,43203,53792,342161,542397,540165,26.021318199494274,,
42,990915,10023495,40568,43117,53749,338739,541303,539727,24.67754731862246,,
43,989164,10007984,40164,43117,53749,335346,541303,539727,23.671252535436906,,
44,987469,9992935,39762,43117,53749,331987,541303,539727,27.606738226237916,,
45,993917,10062527,39361,43543,54282,328665,546703,545112,32.44348147354084,,
46,992989,10055506,38967,43622,54313,325372,547687,545440,29.494375811037983,,
47,990342,10030724,38576,43542,54281,322113,546694,545109,27.292014734990815,,
48,988593,10015156,38192,43542,54281,318891,546694,545109,25.634655223022254,,
49,986876,9999878,37812,43542,54281,315698,546694,545109,24.39988090805759,,
50,993316,10069413,37434,43975,54821,312539,552144,550544,29.223576136885274,,
51,992425,10062990,37057,44062,54865,309417,553249,550986,27.0841967012041,,
52,989750,10037666,36687,43972,54821,306324,552128,550537,25.48612515068793,,
53,988018,10022289,36318,43972,54821,303265,552128,550537,24.29024603692899,,
54,986316,10007174,35959,43972,54821,300234,552128,550537,23.391032306678326,,
55,984650,9992309,35598,43972,54821,297241,552128,550537,22.940175300627086,,
56,991129,10062094,35244,44413,55366,294260,557633,556024,27.623077087157178,,
57,990315,10056304,34887,44503,55411,291329,558754,556473,25.89011388254015,,
58,987617,10030812,34538,44412,55366,288407,557623,556020,24.60074954050071,,
59,985899,10015524,34197,44412,55366,285526,557623,556020,23.632339534190614,,
60,984234,10000608,33855,44412,55366,282667,557623,556020,22.90694695833527,,
61,982552,9985599,33514,44412,55366,279836,557623,556020,27.07856000455532,,
62,989082,10056100,33179,44858,55920,277043,563214,561595,31.89753634079122,,
63,988214,10049515,32844,44940,55966,274262,564231,562048,29.10299239768933,,
64,985642,10025228,32522,44855,55920,271531,563202,561590,27.018445651904898,,
65,983928,10009923,32193,44855,55920,268800,563202,561590,25.45144107653551,,
66,982303,9995448,31871,44855,55920,266119,563202,561590,28.81283739981946,,
67,988803,10065771,31549,45307,56486,263438,568847,567216,33.78474660699494,,
68,987891,10058838,31236,45390,56519,260807,569876,567559,30.523859251020856,,
69,985317,10034529,30922,45306,56485,258185,568838,567213,28.092139404708597,,
70,983635,10019356,30615,45306,56485,255604,568838,567213,26.262734058979895,,
71,981971,10004541,30307,45306,56485,253045,568838,567213,24.90024114037262,,
72,980335,9989899,30001,45306,56485,250514,568838,567213,28.21700263415989,,
73,986900,10060562,29703,45760,57052,248033,574538,572897,33.07951388380536,,
74,986014,10053826,29406,45842,57087,245552,575576,573243,29.999532512947567,,
75,983467,10029640,29118,45760,57052,243112,574529,572894,27.702475652374847,,
76,981830,10014981,28826,45760,57052,240681,574529,572894,25.980047335418835,,
77,980155,9999971,28540,45760,57052,238278,574529,572894,24.690802852492766,,
78,986679,10070789,28251,46215,57619,235897,580279,578628,29.488688220087532,,
79,985787,10063996,27969,46300,57655,233528,581326,578977,27.313666900359767,,
80,983259,10039977,27687,46215,57619,231197,580270,578625,25.6963242801824,,
81,981589,10024978,27409,46215,57619,228866,580270,578625,24.487659876803466,,
82,979933,10010065,27134,46215,57619,226585,580270,578625,23.57726719523927,,
83,978327,9995607,26867,46215,57619,224304,580270,578625,27.788648519854398,,
84,984895,10066548,26597,46680,58197,222073,586070,584410,32.61347340615337,,
85,984019,10059784,26332,46765,58232,219842,587126,584762,29.66748053354223,,
86,981512,10036026,26065,46680,58197,217652,586061,584407,27.4787021282484,,
87,979843,10020911,25808,46680,58197,215471,586061,584407,25.827751044264794,,
88,978202,10006168,25547,46680,58197,213318,586061,584407,24.607633366880606,,
89,976590,9991592,25292,46680,58197,211187,586061,584407,26.060794639677297,,
90,983150,10062523,25036,47144,58780,209068,591911,590242,30.849774728101245,,
91,982339,10056548,24786,47229,58827,206987,592976,590716,28.352736950134975,,
92,979788,10032129,24540,47142,58778,204906,591896,590235,26.50387583911211,,
93,978140,10017337,24296,47142,58778,202866,591896,590235,25.113893881771126,,
94,976517,10002560,24052,47142,58778,200835,591896,590235,24.081019740749973,,
95,974936,9988279,23811,47142,58778,198832,591896,590235,27.512143069367493,,
96,981498,10059486,23577,47612,59362,196851,597801,596122,32.371107303026704,,
97,980662,10053092,23343,47700,59398,194882,598881,596482,29.513220587160138,,
98,978227,10029830,23110,47612,59362,192942,597792,596119,27.38753852350166,,
99,976609,10015191,22875,47612,59362,191011,597792,596119,25.787803729759794,990350.93,10034717.65
100,975000,10000606,22648,47612,59362,189108,597792,596119,24.597785913143664,990112.08,10034723.71
101,973419,9986277,22422,47612,59362,187218,597792,596119,25.47921641506136,989786.57,10033873.48
102,980058,10057891,22201,48090,59957,185349,603783,602094,30.28938034544423,989464.66,10033095.1
103,979330,10052801,21973,48187,60005,183496,604994,602579,27.96406412156195,989073.04,10031615.74
104,976817,10028520,21757,48090,59956,181656,603770,602089,26.242312927309637,988725.33,10030576.55
105,975220,10013938,21538,48090,59956,179837,603770,602089,24.954540203227495,988395.19,10029707.76
106,973605,9999380,21319,48090,59956,178034,603770,602089,23.98573344350811,988067.46,10028857.05
107,980209,10070884,21110,48572,60559,176253,609815,608115,28.907174087107514,987824.42,10028885.94
108,979400,10064828,20897,48661,60608,174484,610916,608605,26.940164079069184,987591.76,10029016.57
109,976886,10040634,20689,48571,60559,172744,609806,608111,25.49493197649934,987352.3,10029066.26
110,975296,10026177,20478,48571,60559,171013,609806,608111,24.408578403596373,987114.93,10029129.35
111,973686,10011524,20276,48571,60559,169310,609806,608111,23.597897217331425,986879.41,10029203.08
112,972130,9997381,20072,48571,60559,167620,609806,608111,23.620460532446497,986646.5,10029294.19
113,978741,10069175,19871,49054,61161,165951,615906,614195,28.413911174016924,986415.8,10029416.77
114,978050,10064203,19674,49154,61212,164298,617140,614689,26.58807051131438,986187.96,10029561.77
115,975504,10039471,19479,49054,61161,162658,615895,614190,25.235843728000386,985961.49,10029709.39
116,973878,10024712,19283,49054,61161,161039,615895,614190,24.22167364051489,985736.54,10029865.46
117,972294,10010107,19096,49054,61161,159436,615895,614190,23.462782389780646,985513.3,10030029.21
118,970728,9995999,18907,49054,61161,157846,615895,614190,27.662904923354024,985210.4,10029364.51
119,977372,10067909,18719,49542,61774,156268,622045,620324,32.53609508363631,984984.07,10029495.12
120,976589,10062058,18529,49631,61824,154715,623164,620823,29.69628484165959,984776.27,10029812.03
121,974144,10038413,18343,49541,61773,153162,622030,620318,27.57348481768537,984561.66,10030047.1
122,972558,10023906,18163,49541,61773,151634,622030,620318,25.980113613264027,984348.92,10030293.92
123,970982,10009414,17977,49541,61773,150115,622030,620318,24.79099575307901,984056.75,10029707.55
124,969438,9995402,17798,49541,61773,148612,622030,620318,26.393140597145234,983758.92,10029053.29
125,976055,10067205,17622,50038,62389,147122,628235,626506,31.24433281645132,983554.05,10029366.43
126,975306,10061592,17444,50127,62439,145653,629369,627011,28.731907330459293,983359.22,10029778.41
127,972831,10037650,17270,50037,62389,144200,628226,626502,26.860654100328944,983157.7,10030108.73
128,971252,10023230,17099,50037,62389,142760,628226,626502,25.454659854243573,982957.92,10030450.4
129,969699,10009081,16926,50037,62389,141332,628226,626502,24.40663954477073,982678.52,10029960.18
130,968185,9995099,16760,50037,62389,139929,628226,626502,24.186376127400365,982393.43,10029400.18
131,974858,10067387,16591,50536,63011,138526,634517,632777,29.094410805156812,982201.89,10029813.29
132,974193,10062732,16425,50638,63061,137148,635788,633286,27.125863802239504,982021.4,10030336.36
133,971678,10038163,16260,50536,63010,135770,634504,632772,25.664794218318768,981833.44,10030769.99
134,970116,10023839,16101,50536,63010,134417,634504,632772,24.5653146590295,981565.94,10030369.03
135,968618,10010148,15935,50536,63010,133064,634504,632772,23.745384477844155,981292.71,10029899.53
136,967119,9996354,15775,50536,63010,131736,634504,632772,27.76775753167096,981031.32,10029543.07
137,973786,10068740,15617,51040,63645,130408,640849,639098,32.7122305424085,980854.11,10030065.51
138,973032,10062956,15461,51133,63684,129105,642004,639483,29.848941883704065,980686.89,10030684.27
139,970588,10039238,15306,51040,63645,127802,640834,639093,27.720167069768117,980512.45,10031218.83
140,969017,10024774,15154,51040,63645,126524,640834,639093,26.119132935913875,980257.7,10030914.32
141,967477,10010486,15003,51040,63645,125271,640834,639093,24.920604573330575,979996.18,10030528.15
142,965972,9996667,14854,51040,63645,124018,640834,639093,28.38596900476339,979746.75,10030259.87
143,972637,10069043,14708,51551,64278,122790,647238,645479,33.33140755292333,979581.48,10030870.46
144,971915,10063572,14560,51647,64330,121562,648402,645998,30.321489214125236,979425.94,10031576.83
145,969487,10040019,14415,51550,64277,120350,647223,645473,28.086086880563897,979181.64,10031351.75
146,967935,10025639,14266,51550,64277,119147,647223,645473,26.409523462166668,978931.1,10031053.08
147,966415,10011656,14129,51550,64277,117956,647223,645473,25.1493591786893,978691.83,10030862.4
148,964927,9997949,13986,51550,64277,116778,647223,645473,27.8558824120334,978455.17,10030690.33
149,971619,10070658,13845,52063,64925,115600,653708,651945,32.796970121804385,978302.6,10031398.13
150,970944,10065607,13705,52157,64977,114447,654887,652470,29.93219858111438,978078.88,10031360.07
151,968494,10041768,13569,52062,64924,113294,653699,651941,27.818151220679656,977839.57,10031147.85
152,966948,10027472,13433,52062,64924,112166,653699,651941,26.217602571203003,977611.55,10031045.91
153,965412,10013288,13299,52062,64924,111038,653699,651941,25.03733587759394,977385.49,10030955.9
154,963914,9999399,13167,52062,64924,109935,653699,651941,24.14613377632732,977161.47,10030878.15
155,970625,10072156,13034,52583,65571,108832,660244,658466,29.016431359339137,977021.22,10031676.62
156,969943,10067142,12906,52678,65624,107754,661432,658995,27.111576011198704,976809.36,10031727.1
157,967531,10043665,12774,52581,65571,106676,660232,658460,25.713697744040253,976581.52,10031600.71
158,966019,10029561,12649,52581,65571,105614,660232,658460,24.66722879292685,976365.54,10031588.2
159,964498,10015476,12523,52581,65571,104561,660232,658460,23.877540238762933,976151.53,10031587.72
160,963014,10001635,12400,52581,65571,103520,660232,658460,23.29356388801032,975939.33,10031597.99
161,961530,9988084,12274,52581,65571,102492,660232,658460,24.915545184875917,975729.11,10031622.84
162,968252,10061004,12152,53107,66226,101464,666828,665036,29.800550203589488,975520.81,10031671.88
163,967631,10056496,12031,53205,66279,100452,668028,665571,27.72969418986839,975314.98,10031741.69
164,965234,10032958,11912,53107,66225,99449,666813,665030,26.18673651777221,975110.9,10031818.99
165,963753,10019168,11790,53107,66225,98458,666813,665030,25.02910455585304,974909.15,10031911.44
166,962267,10005516,11674,53107,66225,97480,666813,665030,24.16140370646507,974708.79,10032012.12
167,960832,9991986,11562,53107,66225,96502,666813,665030,25.10096453731063,974429.08,10031274.27
168,967526,10064958,11441,53638,66882,95540,673468,671666,29.993708278691003,974225.43,10031335.47
169,966949,10060629,11326,53736,66937,94587,674683,672207,27.881916053886986,974041.75,10031596.47
170,964527,10036947,11215,53638,66882,93646,673459,671662,26.303790418292003,973850.67,10031772.38
171,963035,10022931,11107,53638,66882,92718,673459,671662,25.120857519601355,973661.31,10031956.28
172,961576,10009439,10994,53638,66882,91790,673459,671662,24.241968618346082,973473.72,10032151.68
173,960123,9995946,10882,53638,66882,90878,673459,671662,25.336703445888066,973205.95,10031505.52
174,966857,10069212,10773,54177,67556,89966,680200,678386,30.294749555280138,973014.38,10031659.38
175,966272,10064846,10669,54276,67611,89075,681424,678931,28.112870512673396,972842.43,10032011.44
176,963861,10041062,10566,54177,67556,88184,680188,678380,26.48140462464426,972662.74,10032272.25
177,962376,10027206,10461,54177,67556,87306,680188,678380,25.265578008360496,972484.95,10032544.6
178,960907,10013459,10353,54177,67556,86428,680188,678380,24.352829339603705,972227.23,10031971.3
179,959466,9999977,10250,54177,67556,85566,680188,678380,23.665095938352067,971964.02,10031331.11
180,966185,10073174,10147,54719,68228,84704,686983,685156,28.568860710421998,971793.28,10031663.08
181,965581,10068640,10046,54819,68283,83863,688219,685707,26.82126266700907,971633.2,10032099.7
182,963171,10044907,9944,54718,68228,83022,686968,685150,25.527732972780303,971465.58,10032448.12
183,961675,10030901,9845,54718,68228,82194,686968,685150,24.55455885367282,971299.06,10032801.06
184,960215,10017300,9745,54718,68228,81366,686968,685150,23.828834269405906,971052.26,10032308.58
185,958760,10003698,9646,54718,68228,80554,686968,685150,23.286770298705875,970799.67,10031747.72
186,957324,9990341,9548,54718,68228,79742,686968,685150,26.09950193073176,970557.79,10031290.87
187,964086,10063709,9452,55261,68911,78951,693823,691987,31.03698200553875,970400.22,10031718.85
188,963480,10059117,9359,55361,68953,78160,695074,692404,28.684490149587678,970253.0,10032248.34
189,961137,10036010,9267,55259,68911,77382,693814,691984,26.938708602858384,970098.47,10032692.52
190,959681,10022260,9177,55259,68911,76604,693814,691984,25.624404479403474,969863.78,10032289.89
191,958217,10008652,9085,55259,68911,75842,693814,691984,24.65158781703061,969622.56,10031810.93
192,956802,9995305,8996,55259,68911,75080,693814,691984,28.80374985289519,969392.7,10031442.69
193,963558,10069116,8900,55814,69600,74330,700755,698908,33.83090272476941,969246.88,10031960.48
194,962897,10063922,8812,55903,69642,73589,701877,699328,30.78932611190004,969110.68,10032574.1
195,960590,10041217,8722,55813,69600,72848,700739,698902,28.526158284992643,968967.22,10033103.48
196,959136,10027456,8638,55813,69600,72120,700739,698902,26.824952530870753,968743.6,10032783.18
197,957682,10013816,8549,55813,69600,71392,700739,698902,25.557304514432133,968513.8,10032390.42
198,956268,10000457,8466,55813,69600,70680,700739,698902,24.60488227430539,968294.21,10032096.69
199,954861,9987354,8380,55813,69600,69968,700739,698902,29.33084719932682,968076.73,10031818.32
200,961659,10061187,8294,56369,70290,69268,707739,705880,34.35516259113447,967943.32,10032424.13
201,961178,10057735,8215,56470,70346,68577,709017,706449,31.193952837033443,967820.91,10033138.71
202,958798,10034149,8131,56368,70290,67886,707730,705876,28.83564443413746,967608.31,10032901.29
203,957371,10020763,8048,56368,70290,67208,707730,705876,27.066527745573726,967388.72,10032580.91
204,955948,10007368,7968,56368,70290,66530,707730,705876,25.740057336346226,967180.03,10032369.39
205,954551,9994234,7888,56368,70290,65868,707730,705876,26.71157913822862,966973.34,10032172.35
206,961365,10068306,7811,56932,71000,65206,714821,712950,31.689520244359297,966850.94,10032861.61
207,960808,10064161,7732,57036,71043,64556,716108,713379,29.204967898625277,966656.93,10032794.38
208,958445,10040905,7655,56931,71000,63915,714809,712946,27.35568199809387,966447.38,10032555.15
209,957025,10027309,7579,56931,71000,63274,714809,712946,25.96431394612285,966248.77,10032421.9
210,955593,10013884,7502,56931,71000,62646,714809,712946,24.92971104345626,966051.74,10032298.97
211,954166,10000431,7426,56931,71000,62018,714809,712946,24.149546366043396,965856.54,10032188.04
212,952817,9987678,7353,56931,71000,61406,714809,712946,27.991092949262395,965663.41,10032091.01
213,959632,10061964,7281,57504,71706,60794,721954,720071,33.01068905444215,965472.32,10032018.9
214,959031,10057254,7213,57597,71749,60194,723110,720504,30.20011033203429,965282.13,10031949.41
215,956757,10034684,7135,57503,71705,59594,721940,720066,28.108737268997686,965094.66,10031901.54
216,955352,10021434,7066,57503,71705,58994,721940,720066,26.541853380932814,964909.4,10031868.76
217,953968,10008332,6996,57503,71705,58403,721940,720066,25.36637587139366,964726.14,10031851.01
218,952629,9995640,6922,57503,71705,57812,721940,720066,24.999625214214138,964545.15,10031847.42
219,959434,10069781,6855,58075,72422,57234,729145,727253,29.965933635590318,964365.77,10031866.14
220,958951,10066275,6785,58182,72479,56656,730459,727838,27.928729670730778,964189.39,10031908.31
221,956555,10042535,6717,58075,72421,56094,729136,727248,26.413168037631703,964013.5,10031949.53
222,955128,10028911,6650,58075,72421,55532,729136,727248,25.271553540877427,963839.2,10031999.58
223,953729,10015592,6587,58075,72421,54982,729136,727248,24.4203800615915,963666.67,10032061.36
224,952361,10002686,6519,58075,72421,54432,729136,727248,23.784737293384637,963495.9,10032134.2
225,951011,9989894,6449,58075,72421,53882,729136,727248,26.861075164512513,963245.46,10031361.09
226,957818,10064220,6389,58656,73144,53341,736427,734522,31.862789546575634,963070.58,10031387.37
227,957238,10059641,6324,58749,73188,52800,737605,734963,29.360569150435744,962914.65,10031607.28
228,954978,10037165,6259,58655,73143,52272,736411,734516,27.487047647410428,962751.91,10031746.63
229,953593,10024027,6197,58655,73143,51744,736411,734516,26.08658890908922,962590.85,10031896.09
230,952237,10011181,6136,58655,73143,51232,736411,734516,25.037453859965837,962431.37,10032056.91
231,950916,9998597,6075,58655,73143,50720,736411,734516,29.98528368939113,962191.95,10031369.01
232,957747,10072944,6012,59239,73871,50220,743761,741844,35.11365108366012,962027.49,10031471.13
233,957284,10069579,5956,59346,73931,49720,745102,742440,31.801033854635946,961883.55,10031785.29
234,954915,10045868,5899,59239,73871,49220,743752,741840,29.324852095522413,961731.54,10032005.58
235,953467,10032183,5834,59239,73871,48720,743752,741840,27.46703607027755,961580.03,10032225.93
236,952064,10018809,5773,59239,73871,48229,743752,741840,26.076828776846092,961429.48,10032450.48
237,950721,10005987,5718,59239,73871,47738,743752,741840,25.033097424508654,961198.83,10031822.95
238,949403,9993458,5658,59239,73871,47260,743752,741840,28.79706385282631,960962.54,10031127.97
239,956234,10068023,5604,59830,74613,46782,751193,749264,33.84892744795993,960819.0,10031415.82
240,955679,10063720,5546,59926,74658,46320,752395,749714,30.859923338609466,960685.62,10031805.28
241,953429,10041216,5492,59829,74612,45858,751177,749258,28.624862182671958,960545.14,10032112.58
242,952065,10028169,5439,59829,74612,45408,751177,749258,26.946334263778816,960406.07,10032427.6
243,950727,10015406,5385,59829,74612,44958,751177,749258,25.689342534568805,960186.97,10031891.23
244,949406,10002756,5329,59829,74612,44508,751177,749258,24.746598737661298,959961.88,10031283.07
245,948078,9990072,5275,59829,74612,44058,751177,749258,25.348015966183908,959747.79,10030783.6
246,954902,10064734,5222,60425,75356,43608,758677,756735,30.325360776200874,959617.46,10031174.55
247,954411,10061142,5170,60536,75402,43167,760045,757191,28.220392533370166,959497.42,10031669.41
248,952127,10038160,5119,60425,75355,42726,758668,756732,26.64672676077033,959369.42,10032071.52
249,950774,10025260,5067,60425,75355,42298,758668,756732,25.469379274233102,959160.97,10031617.54
250,949440,10012483,5014,60425,75355,41870,758668,756732,24.583715490157587,958945.93,10031086.3
251,948156,10000270,4965,60425,75355,41458,758668,756732,28.648855484598272,958742.55,10030671.32
252,946881,9988030,4918,60438,75355,41046,758818,756732,32.418813431173334,958541.88,10030276.9
253,953758,10063166,4869,61041,76112,40646,766410,764306,37.54857636318643,958425.34,10030775.68
254,953185,10058567,4821,61140,76157,40246,767638,764765,33.64203572066568,958318.05,10031367.36
255,950968,10036386,4772,61038,76111,39846,766395,764300,30.720686682098176,958121.48,10031009.66
256,949636,10023469,4723,61038,76111,39446,766395,764300,28.52747766132698,957918.41,10030572.93
257,948296,10010665,4678,61038,76111,39046,766395,764300,26.8855478838222,957726.06,10030242.93
258,946975,9997957,4631,61038,76111,38646,766395,764300,30.102934326549892,957535.62,10029926.89
259,953811,10072707,4582,61649,76869,38255,774047,771928,35.187953132948735,957428.75,10030499.2
260,953226,10068200,4533,61748,76914,37864,775290,772393,31.8778342346459,957330.87,10031164.85
261,951086,10046570,4488,61648,76869,37486,774038,771925,29.399819892274635,957226.43,10031749.71
262,949695,10033339,4442,61648,76869,37108,774038,771925,27.542817939340203,957040.86,10031473.06
263,948375,10020564,4401,61648,76869,36746,774038,771925,26.149441673317696,956848.3,10031113.74
264,947039,10007753,4359,61648,76869,36384,774038,771925,25.107544638008363,956666.35,10030861.69
265,945744,9995247,4318,61648,76869,36034,774038,771925,26.337098304892805,956486.26,10030622.48
266,952623,10070432,4276,62268,77640,35684,781780,779649,31.366097584632115,956389.82,10031271.64
267,952136,10066750,4234,62381,77687,35334,783186,780117,29.017154790847975,956302.86,10032019.28
268,949905,10044313,4189,62267,77640,34984,781763,779643,27.259054149044495,956126.65,10031812.83
269,948554,10031207,4146,62267,77640,34634,781763,779643,25.94292728526667,955942.7,10031518.61
270,947219,10018380,4103,62267,77640,34284,781763,779643,24.955890832508384,955769.62,10031332.94
271,945900,10005669,4067,62267,77640,33934,781763,779643,24.21985546119591,955598.27,10031160.32
272,944627,9993531,4024,62267,77640,33584,781763,779643,24.483853512620612,955428.78,10031001.24
273,951490,10068700,3982,62885,78411,33243,789565,787421,29.480728251128745,955342.45,10031728.78
274,951062,10065505,3940,63002,78458,32902,790988,787895,27.60660353601681,955184.5,10031691.71
275,948773,10042530,3896,62884,78410,32574,789555,787418,26.211354700668178,955009.51,10031468.55
276,947484,10030166,3862,62884,78410,32246,789555,787418,25.17119114224563,954845.74,10031359.59
277,946191,10017613,3827,62884,78410,31934,789555,787418,24.387870480867228,954683.89,10031263.66
278,944913,10005328,3787,62884,78410,31622,789555,787418,23.798158797325883,954523.95,10031182.35
279,943648,9993170,3751,62884,78410,31322,789555,787418,28.57022407365469,954365.77,10031114.28
280,950563,10068726,3715,63512,79198,31022,797451,795294,33.64856137164632,954209.55,10031069.8
281,950155,10065902,3679,63630,79261,30722,798884,795932,30.73744005047387,954055.29,10031042.42
282,947871,10042743,3646,63512,79198,30422,797434,795287,28.56632924921187,953902.29,10031020.78
283,946574,10030156,3604,63512,79198,30122,797434,795287,26.93801554532314,953751.28,10031013.33
284,945277,10017682,3573,63512,79198,29822,797434,795287,25.71698874794114,953601.9,10031017.15
285,943981,10005160,3536,63512,79198,29522,797434,795287,24.799532510605314,953454.11,10031031.77
286,942732,9993065,3498,63512,79198,29222,797434,795287,28.895180367258657,953308.19,10031059.01
287,949644,10068823,3462,64148,79990,28922,805416,803250,33.97369853982224,953163.77,10031110.15
288,949093,10064379,3428,64251,80038,28622,806707,803733,30.991614111052243,953019.9,10031162.77
289,946946,10042759,3391,64147,79990,28322,805401,803245,28.75925462473996,952877.99,10031230.26
290,945647,10030205,3357,64147,79990,28031,805401,803245,27.084686768181605,952737.65,10031309.71
291,944317,10017472,3321,64147,79990,27740,805401,803245,25.831384260222514,952598.65,10031397.91
292,943053,10005022,3290,64147,79990,27462,805401,803245,24.88799286008147,952461.16,10031495.08
293,941831,9993315,3251,64147,79990,27184,805401,803245,28.736187031710443,952243.89,10030737.07
294,948757,10069142,3227,64785,80790,26922,813452,811272,33.80965790364984,952102.49,10030789.27
295,948221,10064721,3194,64889,80839,26660,814758,811760,30.870620145018655,951978.8,10031024.31
296,946092,10043331,3161,64785,80790,26410,813442,811268,28.672541488738318,951848.36,10031183.06
297,944826,10030886,3134,64785,80790,26160,813442,811268,27.02314817500355,951719.8,10031353.76
298,943511,10018258,3099,64785,80790,25910,813442,811268,25.78565381417949,951592.23,10031531.77
299,942211,10005595,3076,64785,80790,25660,813442,811268,24.858358960764235,951465.73,10031714.18
300,940987,9993674,3043,64785,80790,25410,813442,811268,28.365821050832018,951259.01,10031039.05
301,947885,10069468,3012,65433,81595,25160,821583,819390,33.44471883481296,951126.08,10031156.38
302,947369,10065193,2987,65538,81645,24910,822899,819882,30.600907195581996,951011.79,10031466.82
303,945237,10043737,2950,65432,81595,24660,821568,819384,28.484363956637054,950890.45,10031696.56
304,943957,10031318,2922,65432,81595,24410,821568,819384,26.89712389915481,950770.54,10031936.06
305,942689,10019028,2893,65432,81595,24160,821568,819384,25.708215773314482,950651.92,10032184.0
306,941387,10006380,2864,65432,81595,23910,821568,819384,24.815827663839702,950452.14,10031564.74
307,940139,9994163,2834,65432,81595,23660,821568,819384,29.32406273977926,950245.45,10030864.76
308,947067,10070140,2801,66090,82408,23410,829770,827562,34.45567749246324,950131.67,10031157.11
309,946553,10065967,2775,66196,82473,23160,831101,828220,31.363191710352346,950026.95,10031543.69
310,944431,10044446,2747,66089,82390,22919,829755,827390,29.06460766644156,949915.33,10031849.31
311,943145,10032062,2714,66089,82407,22678,829755,827554,27.341489805558723,949805.12,10032165.62
312,941846,10019366,2689,66089,82407,22450,829755,827554,26.04153267934612,949695.41,10032482.5
313,940589,10007257,2658,66089,82407,22222,829755,827554,25.075053489294806,949504.98,10031935.43
314,939379,9995441,2636,66089,82407,22010,829755,827554,28.72430426321429,949308.46,10031317.3
315,946341,10071677,2610,66748,83235,21798,838052,835830,33.836799974647406,949204.3,10031687.23
316,945832,10067532,2586,66856,83285,21598,839398,836333,30.914499100823065,949109.1,10032148.21
317,943721,10046184,2561,66747,83201,21398,838042,835491,28.736158955598324,949006.63,10032526.73
318,942466,10033891,2542,66747,83218,21198,838042,835652,27.102026222278408,948905.0,10032909.24
319,941208,10021737,2512,66747,83201,20998,838042,835486,25.87580670948624,948722.74,10032428.8
