,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Emissions Rolling,Supply Rolling
563,917482,10028072,0,90944,12193,0,1141800,122505,25.17100399639679,922418.02,10034625.43
564,916429,10017511,0,90944,12067,0,1141800,121285,24.594145768958676,922326.98,10034608.88
565,915423,10007236,0,90944,11952,0,1141800,120073,26.3661816873998,922237.23,10034601.73
566,914409,9996919,0,90944,11830,0,1141800,118869,27.94312096349201,922147.85,10034598.5
567,921560,10076921,0,91854,11708,0,1153210,117677,33.15923736265726,922058.6,10034606.59
568,921385,10075836,0,92003,11592,0,1155066,116500,30.5854220429197,921969.7,10034616.96
569,919430,10055339,0,91853,11472,0,1153194,115335,28.656735020350066,921882.06,10034639.29
570,918389,10044663,0,91853,11361,0,1153194,114184,27.210122562410664,921795.02,10034665.97
571,917324,10033909,0,91853,11243,0,1153194,113042,26.130046594053464,921708.49,10034694.94
572,916273,10023140,0,91853,11133,0,1153194,111909,25.316446254784584,921622.0,10034720.98
573,915264,10012872,0,91853,11024,0,1153194,110790,24.705210461595787,921536.51,10034754.1
574,914309,10003190,0,91853,10912,0,1153194,109682,28.79431150345738,921451.95,10034795.17
575,913419,9994247,0,91891,10807,0,1153668,108584,31.40796096616227,921287.42,10033956.98
576,920606,10074346,0,92812,10696,0,1165213,107497,36.87414006002859,921196.55,10033931.52
577,920344,10072430,0,92962,10591,0,1167091,106423,33.37098127184805,921123.55,10034102.42
578,918525,10053216,0,92811,10483,0,1165192,105355,30.75120288864922,921043.48,10034193.81
579,917487,10042672,0,92811,10376,0,1165192,104303,28.789821478064923,920964.13,10034289.31
580,916475,10032370,0,92811,10275,0,1165192,103261,27.315662609469502,920885.38,10034388.49
581,915465,10022036,0,92811,10171,0,1165192,102227,26.20989677659671,920807.6,10034493.61
582,914494,10012207,0,92811,10071,0,1165192,101203,31.072796010808663,920730.49,10034604.71
583,913494,10002020,0,92811,9968,0,1165192,100191,36.69246851430886,920653.72,10034717.14
584,912490,9991795,0,92811,9873,0,1165192,99190,42.49543065432707,920495.43,10033935.51
585,919724,10072307,0,93737,9774,0,1176844,98197,48.03383692326094,920412.96,10033989.2
586,918639,10061259,0,93737,9673,0,1176844,97217,41.747674385922025,920338.42,10034128.87
587,917570,10050373,0,93737,9576,0,1176844,96245,37.03717510101953,920264.2,10034270.99
588,916546,10039950,0,93737,9481,0,1176844,95280,33.50240435973394,920190.48,10034414.8
589,915514,10029504,0,93737,9386,0,1176844,94329,30.85578359180403,920117.1,10034559.24
590,914470,10018779,0,93737,9293,0,1176844,93383,28.8668492092837,920043.7,10034700.58
591,913520,10009130,0,93737,9200,0,1176844,92449,30.604641421205272,919971.18,10034848.31
592,912530,9998946,0,93737,9105,0,1176844,91525,32.032250269504274,919817.12,10034101.75
593,919699,10079305,0,94674,9013,0,1188609,90611,37.362042621314835,919746.44,10034276.34
594,919522,10078155,0,94826,8931,0,1190525,89704,33.74429225654303,919684.59,10034547.52
595,917608,10057939,0,94671,8834,0,1188591,88808,31.037847181778396,919614.22,10034723.69
596,916583,10047497,0,94671,8750,0,1188591,87920,29.009481583201804,919544.31,10034903.48
597,915590,10037347,0,94671,8660,0,1188591,87040,27.48531748589519,919475.52,10035090.81
598,914600,10027282,0,94671,8574,0,1188591,86167,26.3450843112894,919407.02,10035277.21
599,913593,10017046,0,94671,8489,0,1188591,85301,25.492086289524917,919338.63,10035464.05
600,912642,10007416,0,94671,8404,0,1188591,84447,29.440246759119415,919189.33,10034761.75
601,911760,9998435,0,94692,8320,0,1188844,83608,33.3185344115768,919042.85,10034085.24
602,918995,10079238,0,95643,8238,0,1200742,82774,38.75340095322281,918979.82,10034329.06
603,918704,10076886,0,95796,8159,0,1202679,81946,34.79189157002399,918924.76,10034660.63
604,916917,10058244,0,95640,8071,0,1200721,81124,31.83096872141615,918862.47,10034913.88
605,915946,10048176,0,95640,7994,0,1200721,80312,29.602980456050926,918801.04,10035173.54
606,914874,10037260,0,95640,7914,0,1200721,79508,27.93214401783728,918739.88,10035432.05
607,913873,10026977,0,95640,7836,0,1200721,78709,26.687117063151717,918679.19,10035690.8
608,912853,10016516,0,95640,7757,0,1200721,77921,25.748092479867214,918618.83,10035951.08
609,911859,10006564,0,95640,7676,0,1200721,77143,27.166533773082012,918477.05,10035317.78
610,910886,9996598,0,95640,7601,0,1200721,76373,28.52935198155975,918326.8,10034589.83
611,918123,10077267,0,96598,7525,0,1212726,75609,33.7787910162436,918269.42,10034884.01
612,917970,10076411,0,96755,7453,0,1214684,74854,31.06445213706146,918221.29,10035280.03
613,916068,10056375,0,96597,7371,0,1212708,74104,29.0446740650351,918164.84,10035584.73
614,915051,10046049,0,96597,7300,0,1212708,73359,27.523945109215887,918109.18,10035896.39
615,914079,10036093,0,96597,7228,0,1212708,72627,26.39443275481441,918054.18,10036209.4
616,913075,10025790,0,96597,7152,0,1212708,71903,25.543804817457307,918001.32,10036538.74
617,912113,10016010,0,96597,7079,0,1212708,71183,24.897312112871056,917867.27,10035975.93
618,911183,10006527,0,96597,7011,0,1212708,70471,28.965545313169404,917727.41,10035342.85
619,910264,9997211,0,96619,6941,0,1212968,69766,32.9496285621937,917598.31,10034826.99
620,917513,10078178,0,97585,6872,0,1225089,69069,38.2987698851151,917553.58,10035238.38
621,917223,10075785,0,97743,6803,0,1227067,68378,34.463351341229064,917516.61,10035734.99
622,915461,10057279,0,97583,6730,0,1225066,67693,31.59857103553263,917474.98,10036173.35
623,914428,10046655,0,97583,6665,0,1225066,67015,29.449808558339612,917433.37,10036609.15
624,913414,10036241,0,97583,6602,0,1225066,66345,27.84537066630591,917392.44,10037049.69
625,912432,10026298,0,97583,6533,0,1225066,65686,26.637769814509603,917270.43,10036598.56
626,911473,10016406,0,97583,6470,0,1225066,65032,25.72971624977109,917140.67,10036057.96
627,910518,10006581,0,97583,6406,0,1225066,64382,28.329328201336562,917021.44,10035629.88
628,909535,9996657,0,97583,6341,0,1225066,63739,30.77170260095757,916903.54,10035216.04
629,916762,10077458,0,98557,6278,0,1237318,63099,36.12567695631828,916868.62,10035718.48
630,916555,10076112,0,98717,6211,0,1239319,62466,32.84510109073268,916842.41,10036316.7
631,914723,10056521,0,98556,6154,0,1237300,61843,30.39219091758361,916808.2,10036822.94
632,913709,10046238,0,98556,6088,0,1237300,61223,28.555375537353303,916774.36,10037331.71
633,912736,10036311,0,98556,6029,0,1237300,60609,27.174795205240628,916659.53,10036948.25
634,911776,10026489,0,98556,5968,0,1237300,60006,26.142450115720862,916537.55,10036483.0
635,910835,10016756,0,98556,5913,0,1237300,59409,25.367754145372576,916425.56,10036125.14
636,909913,10007377,0,98556,5853,0,1237300,58818,29.934916882215667,916314.87,10035780.68
637,908950,9997508,0,98556,5793,0,1237300,58231,35.12798623783765,916205.22,10035443.7
638,916198,10078666,0,99540,5730,0,1249669,57644,40.54115613535089,916178.97,10036030.26
639,915342,10069914,0,99602,5677,0,1250438,57062,36.16678366009509,916154.43,10036631.52
640,914166,10057725,0,99538,5623,0,1249662,56491,32.88921445740009,916128.56,10037216.64
641,913113,10046925,0,99538,5566,0,1249662,55928,30.42990778494609,916020.98,10036899.16
642,912100,10036579,0,99538,5510,0,1249662,55371,28.58746761932402,915906.06,10036498.73
643,911083,10026150,0,99538,5453,0,1249662,54820,27.204755863846557,915799.82,10036193.1
644,910120,10016345,0,99538,5399,0,1249662,54274,26.166961765061863,915694.69,10035897.7
645,909180,10006666,0,99538,5345,0,1249662,53730,29.537232861805016,915591.17,10035617.38
646,908224,9996863,0,99538,5295,0,1249662,53192,32.749458696901165,915488.43,10035343.04
647,915465,10077930,0,100535,5241,0,1262165,52658,38.14924407494787,915468.47,10035985.28
648,915302,10076796,0,100699,5187,0,1264206,52129,34.370806695586204,915456.24,10036710.9
649,913485,10057571,0,100535,5133,0,1262147,51604,31.547109641597253,915436.05,10037348.79
650,912509,10047561,0,100535,5084,0,1262147,51090,29.425297428413717,915334.2,10037086.44
651,911523,10037502,0,100535,5034,0,1262147,50580,27.842355848401347,915226.14,10036752.78
652,910533,10027290,0,100535,4982,0,1262147,50075,26.646888299104543,915125.92,10036504.79
653,909615,10017939,0,100535,4930,0,1262147,49577,25.75052808140624,915027.22,10036271.37
654,908679,10008355,0,100535,4880,0,1262147,49085,25.881964512999915,914929.46,10036045.94
655,907730,9998600,0,100535,4838,0,1262147,48594,26.102363485832317,914832.47,10035826.78
656,914996,10079846,0,101542,4789,0,1274765,48104,31.3464434570876,914818.09,10036519.94
657,914907,10079676,0,101706,4741,0,1276824,47618,29.274392075145215,914812.91,10037315.47
658,912986,10059253,0,101539,4691,0,1274743,47142,27.729940600905124,914798.47,10038007.12
659,912008,10049157,0,101539,4645,0,1274743,46670,26.568158738236065,914702.21,10037796.15
660,911016,10038973,0,101539,4601,0,1274743,46206,25.709897202134094,914596.99,10037485.26
661,910002,10028639,0,101539,4549,0,1274743,45747,25.0629001250279,914501.62,10037280.5
662,909090,10019284,0,101539,4507,0,1274743,45291,24.5704483670442,914407.47,10037088.64
663,908191,10010118,0,101539,4460,0,1274743,44838,28.41972034402989,914314.56,10036909.1
664,907337,10001236,0,101562,4417,0,1275019,44387,32.20026661194434,914223.64,10036746.35
665,906317,9990942,0,101539,4373,0,1274740,43939,37.00250883751352,914132.58,10036583.41
666,913623,10072649,0,102554,4329,0,1287493,43495,42.46607606970992,914124.72,10037340.71
667,912622,10062380,0,102554,4286,0,1287493,43063,37.6285158375319,914035.34,10037195.3
668,911575,10051600,0,102554,4243,0,1287493,42636,34.009418905119006,913937.24,10036952.94
669,910539,10040980,0,102554,4200,0,1287493,42212,31.290046559586997,913848.33,10036809.35
670,909607,10031467,0,102554,4155,0,1287493,41791,29.254938187102113,913760.51,10036677.39
671,908644,10021439,0,102554,4115,0,1287493,41373,27.725615277321808,913673.71,10036552.69
672,907708,10011848,0,102554,4076,0,1287493,40959,30.17069379093877,913588.06,10036439.77
673,906757,10002125,0,102554,4037,0,1287493,40549,32.54063015803173,913502.99,10036332.3
674,905860,9992802,0,102554,3994,0,1287493,40143,34.78026188468221,913418.5,10036228.42
675,913104,10074200,0,103579,3956,0,1300361,39740,40.20352341998557,913415.35,10037027.95
676,912991,10073577,0,103749,3915,0,1302461,39343,35.934569720360315,913339.2,10037020.26
677,911202,10054668,0,103576,3875,0,1300339,38950,32.73877283656247,913247.78,10036842.64
678,910231,10044606,0,103576,3836,0,1300339,38561,30.341151085497025,913164.84,10036756.54
679,909271,10034697,0,103576,3800,0,1300339,38177,28.545326124040123,913082.68,10036676.79
680,908294,10024669,0,103576,3760,0,1300339,37795,27.196304879708002,913000.87,10036599.78
681,907408,10015507,0,103576,3723,0,1300339,37418,26.184416022659455,912920.3,10036534.49
682,906502,10006152,0,103576,3690,0,1300339,37043,26.490354046052715,912840.38,10036473.94
683,905553,9996565,0,103576,3649,0,1300339,36671,26.86701481143846,912760.97,10036419.39
684,912838,10078155,0,104610,3613,0,1313343,36302,32.12433279287417,912764.45,10037282.99
685,912811,10078552,0,104780,3578,0,1315465,35939,29.87968175545965,912695.32,10037345.44
686,910886,10057983,0,104609,3543,0,1313325,35579,28.198339688405188,912617.79,10037312.68
687,909966,10048605,0,104609,3506,0,1313325,35221,26.937050807611982,912541.75,10037295.0
688,909036,10038998,0,104609,3468,0,1313325,34872,25.99703955318624,912466.65,10037285.48
689,908089,10029238,0,104609,3436,0,1313325,34525,25.286506178459618,912392.4,10037282.82
690,907217,10020346,0,104609,3401,0,1313325,34181,24.75489684554867,912319.87,10037298.49
691,906334,10011158,0,104609,3370,0,1313325,33840,29.331332536123625,912248.01,10037318.77
692,905419,10001677,0,104609,3335,0,1313325,33503,34.7061798648636,912176.9,10037346.08
693,904505,9992339,0,104609,3303,0,1313325,33170,40.21128706772101,912024.96,10036476.42
694,911777,10074084,0,105654,3271,0,1326444,32839,45.75494975107787,911947.51,10036435.71
695,910783,10063854,0,105654,3237,0,1326444,32512,40.10594388552826,911879.26,10036494.86
696,909753,10053196,0,105654,3208,0,1326444,32186,35.870866423026825,911810.96,10036551.85
697,908735,10042695,0,105654,3172,0,1326444,31865,32.69459691901313,911742.41,10036605.33
698,907769,10032749,0,105654,3141,0,1326444,31547,30.31391004605199,911674.1,10036660.0
699,906795,10022650,0,105654,3113,0,1326444,31232,28.526194560933202,911606.12,10036716.04
700,905917,10013663,0,105654,3079,0,1326444,30919,33.09628425003175,911538.87,10036778.51
701,905082,10005099,0,105678,3048,0,1326731,30609,36.19256649742155,911472.09,10036845.15
702,904137,9995286,0,105654,3016,0,1326441,30302,40.26209028081705,911323.51,10036005.63
703,911397,10076839,0,106709,2986,0,1339700,29997,45.888067208586044,911250.44,10036005.16
704,910410,10066688,0,106709,2958,0,1339700,29697,40.207625658743176,911185.37,10036089.6
705,909463,10056891,0,106709,2926,0,1339700,29400,35.9593053940986,911120.54,10036176.75
706,908534,10047189,0,106709,2900,0,1339700,29107,32.764914199157566,911057.14,10036276.04
707,907625,10037910,0,106709,2868,0,1339700,28817,30.38062024353681,910994.66,10036385.37
708,906669,10028091,0,106709,2837,0,1339700,28530,28.588141478319557,910932.82,10036501.12
709,905709,10018153,0,106709,2813,0,1339700,28246,27.23561160324516,910871.32,10036617.01
710,904803,10008851,0,106709,2786,0,1339700,27965,30.042966091678654,910810.49,10036739.54
711,903897,9999419,0,106709,2755,0,1339700,27685,32.87327882202391,910668.23,10035961.06
712,911175,10081192,0,107776,2730,0,1353102,27407,38.27806335440414,910600.28,10036008.87
713,911018,10080277,0,107950,2698,0,1355288,27133,34.50021418246977,910549.78,10036247.89
714,909268,10061578,0,107776,2674,0,1353083,26861,31.684036376497296,910491.95,10036403.18
715,908341,10051958,0,107776,2647,0,1353083,26594,29.569202581177752,910434.57,10036561.83
716,907394,10042081,0,107776,2623,0,1353083,26327,27.986080679844665,910377.76,10036724.74
717,906428,10032100,0,107776,2593,0,1353083,26063,26.797690591184313,910320.91,10036885.64
718,905521,10022740,0,107776,2569,0,1353083,25804,25.90381127818806,910264.29,10037047.77
719,904618,10013468,0,107776,2541,0,1353083,25548,27.55270713448163,910207.83,10037210.34
720,903702,10004037,0,107776,2516,0,1353083,25292,29.11373689941098,910069.72,10036468.93
721,902806,9994749,0,107776,2493,0,1353083,25039,30.548005006709488,909925.55,10035658.57
722,910095,10076640,0,108854,2470,0,1366602,24787,35.9007538020064,909871.89,10035852.18
723,910044,10076797,0,109031,2441,0,1368807,24538,32.731251441730365,909828.05,10036153.6
724,908190,10056995,0,108853,2414,0,1366578,24297,30.36053320167168,909775.81,10036361.14
725,907286,10047541,0,108853,2398,0,1366578,24056,28.58098305460149,909724.35,10036573.57
726,906350,10037801,0,108853,2372,0,1366578,23819,27.248315124076896,909673.12,10036787.52
727,905405,10027996,0,108853,2349,0,1366578,23585,26.251204747481054,909621.99,10037001.67
728,904459,10018248,0,108853,2325,0,1366578,23352,25.499761781420958,909571.23,10037217.58
729,903615,10009636,0,108853,2298,0,1366578,23120,26.106956376287705,909439.76,10036539.36
730,902751,10000645,0,108853,2282,0,1366578,22889,26.617154706328012,909301.72,10035784.69
731,901884,9991731,0,108853,2253,0,1366578,22661,27.036444348163915,909173.33,10035136.79
732,909197,10073935,0,109941,2237,0,1380238,22435,32.32050763880547,909128.21,10035413.76
733,909161,10074215,0,110120,2209,0,1382467,22213,30.051008069928073,909092.46,10035792.8
734,907388,10055193,0,109940,2185,0,1380215,21993,28.352882567893847,909048.58,10036079.84
735,906435,10045295,0,109940,2169,0,1380215,21775,27.084186283419427,909004.58,10036365.23
736,905574,10036274,0,109940,2143,0,1380215,21557,26.126733526158382,908961.19,10036654.2
737,904623,10026519,0,109940,2125,0,1380215,21339,25.410271959840603,908917.92,10036944.31
738,903686,10016810,0,109940,2102,0,1380215,21122,24.872800637918296,908792.8,10036325.75
739,902810,10007809,0,109940,2080,0,1380215,20906,24.77102198669433,908667.48,10035704.7
740,901925,9998656,0,109940,2060,0,1380215,20695,24.710539413906357,908545.07,10035114.01
741,909242,10081051,0,111041,2037,0,1394023,20486,29.937071257554614,908506.36,10035455.27
742,909255,10081804,0,111222,2018,0,1396275,20282,28.26572717197952,908477.91,10035907.52
743,907347,10061257,0,111041,1997,0,1394000,20082,27.014827460361793,908440.55,10036258.59
744,906409,10051524,0,111041,1977,0,1394000,19884,26.083532382785886,908403.44,10036610.38
745,905513,10042282,0,111041,1960,0,1394000,19687,25.38444078125577,908366.77,10036966.54
746,904625,10033126,0,111041,1936,0,1394000,19491,24.855943110403665,908330.78,10037329.17
747,903757,10024054,0,111041,1920,0,1394000,19295,24.463735632841917,908213.7,10036790.41
748,902923,10015332,0,111041,1900,0,1394000,19100,29.523370504783458,908089.91,10036175.77
749,902026,10006118,0,111041,1880,0,1394000,18911,35.38156223894727,907975.32,10035661.24
750,901135,9996991,0,111041,1862,0,1394000,18724,32.63617167921045,907861.58,10035155.54
751,908459,10079510,0,112147,1846,0,1407951,18541,38.216952992861536,907830.94,10035575.62
752,908509,10080752,0,112330,1825,0,1410226,18360,34.47898883458191,907810.7,10036110.24
753,906673,10060915,0,112146,1805,0,1407932,18180,31.72621765068508,907781.28,10036540.0
754,905801,10051921,0,112146,1791,0,1407932,18000,29.618181475095877,907752.5,10036975.66
755,904927,10042885,0,112146,1773,0,1407932,17821,28.039444985178193,907724.47,10037418.51
756,904033,10033536,0,112146,1754,0,1407932,17645,26.852453694040594,907614.84,10036955.41
757,903133,10024231,0,112146,1738,0,1407932,17471,25.96333259298726,907497.1,10036400.96
758,902288,10015476,0,112146,1719,0,1407932,17297,30.71360937861321,907390.12,10035963.19
759,901407,10006347,0,112146,1702,0,1407932,17125,36.1950706789794,907284.11,10035535.09
760,900532,9997353,0,112146,1686,0,1407932,16957,41.81568419115132,907179.27,10035118.89
761,907875,10079988,0,113268,1673,0,1422002,16791,47.47177786158075,907158.0,10035632.38
762,906902,10069940,0,113268,1652,0,1422002,16627,41.43050533920099,907136.12,10036138.94
763,906063,10061181,0,113268,1634,0,1422002,16464,36.898933221268216,907114.84,10036649.57
764,905136,10051414,0,113268,1622,0,1422002,16301,33.49978577841755,907092.83,10037151.35
765,904245,10042241,0,113268,1608,0,1422002,16138,30.952412298482898,907072.11,10037664.34
766,903336,10032833,0,113268,1589,0,1422002,15979,29.042570920324707,906969.24,10037266.18
767,902453,10023580,0,113268,1573,0,1422002,15822,27.608597444901914,906867.55,10036878.18
768,901621,10015007,0,113268,1558,0,1422002,15666,32.19169150551053,906768.01,10036512.25
769,900786,10006458,0,113294,1541,0,1422310,15513,36.72671434184753,906670.48,10036167.03
770,899873,9996926,0,113268,1528,0,1421999,15360,42.49025614357019,906573.14,10035821.62
771,907229,10079707,0,114397,1517,0,1436210,15208,48.152497388201965,906558.99,10036404.3
772,906288,10069806,0,114397,1496,0,1436210,15056,41.93989187281942,906544.79,10036983.88
773,905356,10060167,0,114397,1477,0,1436210,14905,37.28314095430401,906530.78,10037564.3
774,904414,10050340,0,114397,1470,0,1436210,14754,33.7942932871022,906516.32,10038139.68
775,903546,10041235,0,114397,1457,0,1436210,14606,31.17943037256647,906420.74,10037810.03
776,902672,10032269,0,114397,1438,0,1436210,14463,29.21249357150406,906317.55,10037396.95
777,901798,10023094,0,114397,1425,0,1436210,14320,27.739820005617663,906223.51,10037081.21
778,900966,10014561,0,114397,1410,0,1436210,14178,32.727340929824415,906130.86,10036780.76
779,900091,10005578,0,114397,1395,0,1436210,14037,38.57615223256099,906039.06,10036489.57
780,899236,9996583,0,114397,1382,0,1436210,13897,44.63900287004199,905948.48,10036208.71
781,906577,10079387,0,115546,1371,0,1450568,13759,50.33474784331747,905940.17,10036847.51
782,905659,10069836,0,115546,1356,0,1450568,13624,43.58611242887986,905931.74,10037484.35
783,904757,10060567,0,115546,1336,0,1450568,13489,38.52131509089066,905923.78,10038124.37
784,903870,10051156,0,115546,1330,0,1450568,13356,34.718776750969816,905834.1,10037854.38
785,902993,10042043,0,115546,1318,0,1450568,13226,31.88160661948199,905735.92,10037489.29
786,902072,10032506,0,115546,1304,0,1450568,13096,29.74852285777548,905647.78,10037234.52
787,901255,10023949,0,115546,1292,0,1450568,12967,28.21986690026943,905560.67,10036987.96
788,900438,10015617,0,115546,1272,0,1450568,12839,32.98089812893391,905474.69,10036754.15
789,899571,10006629,0,115546,1264,0,1450568,12712,38.43108480269485,905389.51,10036528.06
790,898732,9997785,0,115546,1252,0,1450568,12585,44.021198778404,905304.66,10036302.45
791,906093,10080759,0,116696,1239,0,1465076,12458,49.70455338185137,905302.25,10036998.46
792,905177,10071217,0,116696,1230,0,1465076,12332,43.1198288039681,905299.83,10037693.86
793,904279,10062013,0,116696,1209,0,1465076,12209,38.17848994952194,905297.57,10038390.6
794,903366,10052303,0,116696,1203,0,1465076,12088,34.47935941874452,905213.46,10038172.79
795,902496,10043314,0,116696,1193,0,1465076,11968,31.70226451544209,905130.59,10037967.39
796,901676,10034710,0,116696,1182,0,1465076,11848,29.615561849586907,905049.82,10037782.53
797,900794,10025595,0,116696,1168,0,1465076,11728,28.05735039953586,904970.41,10037611.53
798,899993,10017328,0,116696,1148,0,1465076,11608,33.33287481740399,904892.65,10037457.32
799,899135,10008408,0,116696,1143,0,1465076,11491,31.39965611305299,904816.05,10037314.9
800,898296,9999584,0,116696,1131,0,1465076,11375,29.54974208478974,904739.84,10037174.11
801,905646,10082709,0,117867,1121,0,1479733,11264,34.89792507512393,904745.48,10037950.21
802,905712,10084096,0,118080,1112,0,1482413,11155,32.0118399181291,904761.23,10038838.31
803,903945,10064995,0,117862,1096,0,1479706,11046,29.855675047896565,904686.71,10038719.87
804,903018,10055201,0,117862,1089,0,1479706,10937,28.24028516351051,904612.79,10038605.0
805,902170,10046468,0,117862,1078,0,1479706,10828,27.026396507363422,904539.86,10038500.77
806,901341,10037878,0,117862,1069,0,1479706,10721,26.11534911782688,904467.93,10038407.66
807,900478,10028793,0,117862,1055,0,1479706,10615,25.433723870651892,904396.46,10038316.49
808,899576,10019506,0,117862,1042,0,1479706,10510,24.921609910316338,904325.53,10038230.64
809,898756,10010833,0,117862,1037,0,1479706,10407,24.76352060474413,904256.0,10038157.44
810,897909,10001965,0,117862,1026,0,1479706,10305,24.74590595353472,904187.06,10038088.58
811,897091,9993481,0,117862,1017,0,1479706,10205,24.857124285158832,904119.0,10038029.2
812,904467,10076725,0,119042,1007,0,1494513,10106,30.101647764551252,904051.92,10037984.53
813,904549,10078324,0,119260,997,0,1497220,10008,28.421329091864372,903987.23,10037965.0
814,902821,10059549,0,119042,987,0,1494485,9910,27.16513323060078,903922.76,10037944.71
815,901899,10049960,0,119042,975,0,1494485,9812,26.223152419279515,903858.34,10037924.73
816,901023,10040787,0,119042,968,0,1494485,9716,25.516297298360797,903794.63,10037911.79
817,900112,10031309,0,119042,958,0,1494485,9622,24.98769535749153,903731.47,10037903.88
818,899235,10022115,0,119042,949,0,1494485,9530,24.58942834747922,903668.61,10037897.63
819,898400,10013504,0,119042,939,0,1494485,9438,25.116907909780807,903606.43,10037897.99
820,897563,10004691,0,119042,929,0,1494485,9347,25.705210212708437,903545.04,10037904.53
821,896725,9995967,0,119042,921,0,1494485,9258,26.260366803292882,903484.23,10037916.71
822,904104,10079251,0,120233,915,0,1509442,9169,31.540633091334506,903424.32,10037942.82
823,904125,10080216,0,120452,905,0,1512177,9081,29.502531302192207,903365.13,10037977.01
824,902392,10061421,0,120230,895,0,1509415,8993,27.978643708742034,903307.15,10038021.27
825,901444,10051539,0,120230,886,0,1509415,8907,26.837085976562033,903248.73,10038061.25
826,900556,10042306,0,120230,879,0,1509415,8822,25.985217174309483,903190.79,10038106.3
827,899660,10032927,0,120230,871,0,1509415,8739,25.341101308031817,903133.34,10038155.61
828,898824,10024162,0,120230,861,0,1509415,8656,24.858399788745288,903076.99,10038214.75
829,897988,10015476,0,120230,851,0,1509415,8574,26.50551533254336,903020.72,10038273.15
830,897145,10006649,0,120230,844,0,1509415,8492,28.257532045904295,902964.66,10038333.19
831,896309,9997903,0,120230,838,0,1509415,8410,29.848143428174392,902908.91,10038394.91
832,903675,10081170,0,121436,830,0,1524523,8332,35.31417208559115,902853.69,10038467.26
833,903668,10081681,0,121657,825,0,1527285,8254,32.33660399455548,902798.76,10038541.92
834,901876,10062421,0,121432,815,0,1524496,8179,30.113851497522035,902743.64,10038614.2
835,901011,10053393,0,121432,805,0,1524496,8105,28.444096384003018,902689.4,10038695.18
836,900129,10044203,0,121432,799,0,1524496,8031,27.1960859866324,902634.95,10038774.47
837,899229,10034817,0,121432,792,0,1524496,7957,26.259697811048227,902581.01,10038857.45
838,898405,10026097,0,121432,785,0,1524496,7883,25.55259961163481,902528.2,10038950.32
839,897564,10017404,0,121432,773,0,1524496,7810,28.488693176208837,902475.74,10039046.27
840,896716,10008522,0,121432,767,0,1524496,7738,31.378174940253565,902423.65,10039144.93
841,895876,9999721,0,121432,765,0,1524496,7666,34.09930021119496,902289.99,10038331.63
842,903244,10082986,0,122644,757,0,1539754,7595,39.58619463548972,902229.88,10038343.45
843,903161,10082641,0,122842,753,0,1542240,7525,35.54859969895129,902188.02,10038557.29
844,901505,10064804,0,122642,743,0,1539730,7455,32.52721806262789,902138.98,10038690.09
845,900561,10054887,0,122642,732,0,1539730,7385,30.25873216360079,902089.46,10038816.14
846,899665,10045629,0,122642,727,0,1539730,7315,28.560667198502344,902039.86,10038941.17
847,898765,10036206,0,122642,721,0,1539730,7245,27.286481639858,901989.94,10039062.69
848,897935,10027454,0,122642,714,0,1539730,7175,26.326721331495687,901940.06,10039183.91
849,897104,10018794,0,122642,705,0,1539730,7107,30.93281634201264,901890.84,10039310.67
850,896355,10011008,0,122694,699,0,1540374,7040,34.365080871239414,901843.04,10039450.84
851,895458,10001524,0,122641,698,0,1539724,6974,38.79796172326204,901713.03,10038670.98
852,894637,9992828,0,122641,690,0,1539724,6909,43.4719664075821,901574.31,10037791.74
853,901983,10076030,0,123874,685,0,1555132,6844,49.16719824953378,901527.41,10037942.89
854,901081,10066610,0,123874,677,0,1555132,6779,42.74189180726934,901480.21,10038089.78
855,900263,10058145,0,123874,664,0,1555132,6714,37.922668855452,901433.57,10038242.38
856,899433,10049479,0,123874,660,0,1555132,6649,34.31305246576483,901387.57,10038401.81
857,898533,10040011,0,123874,655,0,1555132,6584,31.60120301156271,901341.57,10038559.61
858,897738,10031703,0,123874,649,0,1555132,6520,29.5686395376327,901296.07,10038721.88
859,896912,10022998,0,123874,642,0,1555132,6458,28.047234032917054,901251.12,10038888.39
860,896133,10014880,0,123874,637,0,1555132,6396,32.06444854204696,901207.13,10039063.66
861,895291,10006012,0,123874,635,0,1555132,6335,37.35473571035511,901081.29,10038323.9
862,894550,9998202,0,123902,626,0,1555468,6274,41.403992606978704,900957.77,10037606.52
863,901930,10082064,0,125140,621,0,1571030,6214,47.04252125888715,900916.44,10037815.35
864,901060,10072883,0,125140,614,0,1571030,6154,41.14888006145678,900875.68,10038030.04
865,900126,10063145,0,125140,603,0,1571030,6094,36.73876558064054,900834.49,10038239.08
866,899258,10054076,0,125140,598,0,1571030,6034,33.421715933403846,900793.71,10038451.51
867,898403,10045085,0,125140,594,0,1571030,5975,30.943891116719552,900753.21,10038666.56
868,897555,10036261,0,125140,589,0,1571030,5918,29.079133222618104,900712.55,10038879.1
869,896731,10027516,0,125140,585,0,1571030,5861,27.680161532749132,900672.0,10039089.68
870,895919,10019112,0,125140,578,0,1571030,5805,27.240631926809137,900632.46,10039311.54
871,895100,10010386,0,125140,576,0,1571030,5750,27.086625385647768,900511.17,10038618.33
872,894277,10001892,0,125140,567,0,1571030,5695,27.053884683343927,900391.06,10037939.19
