0,1,2,route
0.6631023737260161,0.6466741204202922,0.6496010285424348,0
0.5617825488701289,0.5480158250313947,0.5387734426564902,0
0.5119376658833776,0.5085025042495641,0.5618194672805772,2
0.4889802104885277,0.5286382319210251,0.4821098064297058,1
0.47303877011925316,0.46231119665945697,0.4668028938120561,0
0.46246693483524803,0.45594978878107995,0.4511278330205432,0
0.45463549072557446,0.4431159019432699,0.439093815836088,0
0.44799714099538857,0.4316105095067008,0.4219457425656423,0
0.4405816705068882,0.4210217418392115,0.4193672174601165,0
0.43134936554297226,0.4108650426336551,0.4041058048634108,0
0.42112748880860534,0.39901602104423267,0.3999475014382078,0
0.4032467490196341,0.39034731583418164,0.37331664590878644,0
0.3812401851784589,0.3866984535052613,0.38027820664224926,1
0.37223638085395855,0.3738685981534867,0.3717016440279589,1
0.3641164539277232,0.36284616884648707,0.3608181348922943,0
0.35631250999371006,0.3551745679894656,0.35580628761282046,0
0.3496750739717876,0.3478457024020056,0.34430505598566796,0
0.341463724781521,0.3426688239986436,0.3397992088148146,1
0.33458438416023295,0.33499177592147994,0.33396119103764826,1
0.3287620503404522,0.32638149294981034,0.3264949042993335,0
0.3212763444587093,0.3226206117108666,0.31998054471458515,1
0.31268157181835016,0.31694408206306657,0.31433698483839234,1
0.3116026882720231,0.3113053522390081,0.3092858037479811,0
0.30805310534859015,0.30503180516475203,0.30197637345469597,0
0.29411441625394663,0.30326683337553906,0.29997823069672097,1
0.29087491394299053,0.29754393060731366,0.29523694420059887,1
0.2906107893328195,0.29037004969135877,0.29230547976565,2
0.2878950435592391,0.28757381858307024,0.2866193000685783,0
0.28349593229612813,0.28277934760231976,0.2774292764279919,0
0.27926490219132555,0.27890800652286907,0.2771654205354044,0
0.2751699315628886,0.27429634212921156,0.2735563561016488,0
0.2712380536160779,0.27070615352875227,0.2696154768928773,0
0.2674294049322939,0.26650107578957655,0.26664600278521017,0
0.2636687989363146,0.2614227753072488,0.26188732077072097,0
0.2599552509521428,0.25961339298679154,0.2591621070784771,0
0.2563356760259335,0.2522301413569949,0.2554410002500255,0
0.2521939627598038,0.25279974322688803,0.25212193376497394,1
0.2495917968207881,0.24922627236031247,0.24881788100519497,0
0.2463434928681082,0.2401964947430094,0.24415220489471526,0
0.24275437621256685,0.24324786874812818,0.24154089655811833,1
0.24038332018136585,0.24001846910516828,0.2387243247933192,0
0.23728762792875113,0.237038100351839,0.23633845960731345,0
0.23432256449984953,0.23390430416158922,0.23298554897304316,0
0.23141904994304996,0.23103650776457935,0.2299294872137891,0
0.22646352809511833,0.2286408007081478,0.22762861660277536,1
0.22619943024896355,0.22415038571406926,0.22406969106429486,0
0.22054113765461136,0.22339245317487152,0.22313923739242741,1
0.2208873963459767,0.22018176242056667,0.21936039010076405,0
0.21802396580449265,0.2181414116684977,0.2178118816704935,1
0.2153983637846122,0.21538835112867394,0.21503366001582916,0
0.21295329463317744,0.211899875688779,0.21242596649103312,0
0.2106385018290416,0.20989193000500816,0.2069878300431487,0
0.20832494344748584,0.20617816679715262,0.20844155239962664,2
0.20608380135790846,0.20633599834976477,0.20532327467465572,1
0.2030811358172745,0.2047618861809191,0.20076799365321207,1
0.20178226870847207,0.20387398323887676,0.19984107092579517,1
0.2016325438924727,0.1991674132911701,0.19938037728239405,0
0.1982385343954319,0.19717241416224704,0.19872072022279005,2
0.19604978677384102,0.19495714271101913,0.192935636071244,0
0.18797213647259775,0.1934088894679772,0.19271099761659427,1
0.19078155156604626,0.1906116239933785,0.19122086034324537,2
0.1895549065993519,0.18905440854465813,0.18904467322212629,0
0.1875887973238339,0.1861457037979605,0.1874511144487209,0
0.18526900854211406,0.18562675049691693,0.18517064753297377,1
0.18400524378721014,0.18343060852583232,0.18266862623170166,0
0.1822315623900141,0.18134447584584892,0.18130444018457173,0
0.18041876358751613,0.1802264584971726,0.17958455310830135,0
0.1786190686736687,0.178236052135387,0.1762322276949851,0
0.17679068078376614,0.17674767062085434,0.1761975656355355,0
0.17499640018319257,0.17474010694915812,0.17387753357937438,0
0.17319723415414348,0.17311388584191076,0.17031707800923807,0
0.17140191878418137,0.1715603152545605,0.17133746125420463,1
0.1701282186731785,0.16911149631585465,0.16932556450899994,0
0.16854063984528792,0.1683495517635658,0.16828858897547275,0
0.16700828750301552,0.16673922622128567,0.16656883238443365,0
0.1654182573290525,0.1651425230848442,0.1650959936924368,0
0.16428584303740043,0.16361482043442716,0.16338164463268698,0
0.16166218598660234,0.1630988910139302,0.16193852863209035,1
0.1616607273139961,0.15847328501946137,0.16028053364963035,0
0.15909753357361947,0.15967047251986216,0.15876836827770122,1
0.15717320735230764,0.15810446730527575,0.1578714974745643,1
0.15654277837180705,0.15644749429901825,0.15509590436134574,0
0.15491030122065647,0.15452276922198627,0.1544324471956988,0
0.1525510625277706,0.15220513080475884,0.1534019292763475,2
0.1523055027101884,0.15187683056830453,0.15168942139011013,0
0.14689788183239522,0.15077029677143738,0.14991599579037654,1
0.1491408261586809,0.14931011321206053,0.1477456507834024,1
0.14789142157045324,0.14733095138466706,0.14742151137034565,0
0.14111889738282685,0.14638921833159813,0.14639002500995654,2
0.1452687472615509,0.14515208854787942,0.1448663535823346,0
0.14380902482730365,0.1438143002016008,0.14374373954013472,1
0.1423519451025932,0.1423429289834647,0.14220298435566114,0
0.1410055162272748,0.1409455045414477,0.14084244970593657,0
0.13961798614920326,0.13956368824780505,0.13876014333009157,0
0.13822886041618362,0.138146239095397,0.1379779394340779,0
0.13685396470499123,0.13376440025034983,0.1365836283782398,0
0.13546662837308326,0.13535830862041978,0.13509197678997797,0
0.1340098124130185,0.13401882784541688,0.13374959265069192,1
0.132688556921157,0.13256293061878704,0.13258381764195337,0
0.12769084938608563,0.13107906207299183,0.13127376535974156,2
0.1300671234455958,0.12999360513907438,0.12975915253061834,0
0.12859892572842355,0.1286499778598371,0.1284172496355216,1
0.12728148626372407,0.12717057991792227,0.12687782833455696,0
0.11933952694100375,0.12584726880778194,0.12555789992533303,1
0.12444634524771678,0.12429315864097708,0.1242090411713251,0
0.12297959719060333,0.12282081752743054,0.12272823650179367,0
0.12146387538452313,0.12114906190071437,0.1211877434419613,0
0.11993656624710146,0.11990535171760718,0.11973342160343577,0
0.11839597898520239,0.11844583532904793,0.11822484536273146,1
0.11691530880620911,0.11691391960379763,0.116708909413928,0
0.11536860456457544,0.11508724598980237,0.11515276712100164,0
0.11361570411307105,0.11379905486353781,0.11357655937737755,1
0.11221082344096103,0.11216346710169363,0.11186573557071604,0
0.11055111872167828,0.1104858828510252,0.11038608982579706,0
0.10888386687481288,0.10882680831754554,0.10879743432692175,0
0.10715370095727328,0.10718623278008706,0.10704000133438775,1
0.1054590666607377,0.10541297944109723,0.10535713609745237,0
0.10365039143328421,0.10369889659618789,0.10355955349534313,1
0.10190740278186829,0.10179639317193852,0.10174609639061585,0
0.10008158157264803,0.09999553567260565,0.09994284294754903,0
0.09821431106277083,0.09805763912414595,0.09799857702621209,0
0.09629779046607698,0.0960983761786624,0.09605037021881303,0
0.09431234964770896,0.09407042999947537,0.09404794466782991,0
0.09224973606930237,0.09202231036788745,0.09192763869737726,0
0.0901104016719911,0.08985261728496632,0.08980454060618162,0
0.08791253639231512,0.08764775426811827,0.08780892995191215,0
0.08565183972346097,0.08555474087424343,0.08560750614313765,0
0.0833357537112804,0.08299600189715473,0.08303939917641183,0
0.08095261367778564,0.08061908939846443,0.08053149365645847,0
0.07844857693627236,0.07813450458143958,0.07810906656155876,0
0.07594261334726851,0.075487746064506,0.07544752422742858,0
0.07308954779946981,0.07353557124921865,0.0730901326763035,1
0.0700608905268089,0.07036984575461655,0.07091329355614268,2
0.06719218568971703,0.06711789284347651,0.0670038367610733,0
0.06410052527361984,0.06412694234932062,0.06397988007934567,1
0.060916194399383776,0.06085181128368619,0.06095724055084471,2
0.05761064943562869,0.057598389536724255,0.05757936334373624,0
0.05420161699923373,0.05419758684253522,0.054167909782505914,0
0.050656382367646094,0.050652182567602656,0.05064443849373925,0
0.04697914328768574,0.046957336415553524,0.04692986918376681,0
0.043129171312280376,0.04314757390825277,0.0430914284271019,1
0.039120086572348785,0.03912136283989912,0.039136818472845954,2
0.03493892039458127,0.034961514252279224,0.03494420037644557,1
0.030596327238863737,0.03058251755402763,0.030540511398049617,0
0.02604040080574097,0.026025161218816074,0.026007565454882347,0
0.021271962802409096,0.02127323219032357,0.021194018298704216,1
0.01630355072482516,0.016291587516250323,0.016267745282824847,0
0.01111201401222232,0.011107711784646528,0.011052601494153925,0
0.005681818222050638,0.005659347715646972,0.005544701723182419,0
0.0,0.0,0.0,0
