,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Emissions Rolling,Supply Rolling
135,981264,10023833,52179,72868,43087,436202,914979,431767,988987.54,10009539.1
136,974186,9955706,51660,72868,42658,431848,914979,427461,988744.65,10008848.82
137,983293,10048326,52175,73595,43084,436152,924118,431734,988676.31,10009893.79
138,976335,9981288,51653,73595,42657,431798,924118,427428,988442.05,10009303.36
139,985546,10075046,52171,74329,43076,436102,933345,431701,988382.38,10010448.42
140,978483,10006681,51650,74329,42656,431748,933345,427395,988156.31,10009952.78
141,971336,9937606,51133,74329,42235,427444,933345,423292,987941.85,10009570.78
142,980311,10028703,51644,75072,42650,431698,942671,427346,987722.52,10009156.27
143,973205,9960313,51128,75072,42215,427394,942671,423073,987514.67,10008854.49
144,982219,10051916,51634,75821,42645,431648,952097,427296,987301.57,10008516.21
145,975183,9984381,51123,75821,42212,427344,952097,423023,987100.88,10008302.59
146,984564,10080059,51628,76577,42633,431598,961623,427246,987074.45,10009823.58
147,977441,10011433,51113,76577,42212,427294,961623,422973,986883.19,10009722.77
148,970448,9943869,50604,76577,41788,423040,961623,418750,986703.73,10009737.49
149,979447,10035651,51113,77347,42211,427292,971249,422951,986518.8,10009715.65
150,972516,9968988,50604,77362,41783,423038,971440,418728,986348.21,10009837.93
151,981756,10063070,51113,78101,42208,427290,980782,422929,986174.53,10009946.49
152,974703,9994988,50604,78085,41779,423036,980585,418706,986013.73,10010181.36
153,984087,10090683,51113,78873,42208,427288,990407,422907,985851.12,10010415.75
154,977333,10025950,50604,78873,41776,423034,990407,418684,985702.49,10010791.42
155,970269,9957670,50096,78873,41361,418782,990407,414483,985389.67,10009549.13
156,979172,10048535,50598,79661,41770,422984,1000329,418634,985247.74,10010008.76
157,972285,9982107,50093,79661,41359,418732,1000329,414433,985116.14,10010566.21
158,981263,10073729,50591,80460,41767,422934,1010351,418584,984981.68,10011114.31
159,974358,10007151,50086,80460,41355,418682,1010351,414383,984857.74,10011763.83
160,967498,9941035,49586,80460,40938,414480,1010351,410232,984572.21,10010822.77
161,976514,10033002,50079,81269,41351,418632,1020473,414337,984456.25,10011567.71
162,969580,9966289,49579,81253,40934,414430,1020268,410186,984178.08,10010717.02
163,978971,10062324,50073,82061,41343,418582,1030488,414291,984073.79,10011598.96
164,972270,9998338,49568,82077,40929,414380,1030693,410140,983808.6,10010900.87
165,981581,10093321,50066,82870,41338,418532,1040601,414245,983716.9,10011931.05
166,974788,10028231,49561,82886,40921,414330,1040810,410094,983464.49,10011378.19
167,967995,9962641,49068,82869,40512,410178,1040599,405989,983224.2,10010944.3
168,976944,10054116,49557,83681,40917,414282,1050808,410045,983152.32,10012186.61
169,970193,9989228,49065,83681,40508,410130,1050808,405940,982924.28,10011894.33
170,979398,10083411,49551,84516,40914,414234,1061324,409996,982865.48,10013286.64
171,972678,10018983,49055,84516,40502,410082,1061324,405891,982649.2,10013131.26
172,966026,9954755,48567,84516,40099,405978,1061324,401835,982444.34,10013085.58
173,974806,10044704,49052,85361,40483,410032,1071940,405698,982234.48,10013007.58
174,968212,9981402,48561,85361,40077,405928,1071940,401643,982036.71,10013049.75
175,977408,10075494,49042,86218,40466,409982,1082656,405508,981837.64,10013096.23
176,970870,10012839,48559,86218,40060,405878,1082656,401455,981652.16,10013279.6
177,964178,9947987,48069,86218,39658,401824,1082656,397436,981308.27,10011894.04
178,972994,10038647,48548,87081,40041,405828,1093472,401248,981132.05,10012184.36
179,966563,9976963,48064,87081,39639,401774,1093472,397231,980967.89,10012594.78
180,975531,10068910,48539,87948,40021,405778,1104390,401045,980805.98,10013048.9
181,969008,10006143,48057,87948,39621,401724,1104390,397030,980654.74,10013606.49
182,962483,9943444,47579,87948,39223,397720,1104390,393063,980346.05,10012611.05
183,971539,10036360,48053,88829,39598,401674,1115440,396824,980204.02,10013278.41
184,965098,9974702,47572,88829,39202,397670,1115440,392859,979904.79,10012393.86
185,974273,10068874,48044,89715,39582,401624,1126604,396618,979773.25,10013183.28
186,967720,10006026,47564,89715,39184,397620,1126604,392655,979484.16,10012416.76
187,961330,9944075,47092,89715,38803,393666,1126604,388900,979208.43,10011777.9
188,970241,10036010,47564,90615,39167,397618,1137869,392480,979097.8,10012790.63
189,963897,9974785,47092,90615,38771,393664,1137869,388568,978835.79,10012307.3
190,972997,10068692,47562,91527,39151,397616,1149237,392309,978738.7,10013473.32
191,966663,10007697,47092,91545,38755,393662,1149468,388399,978486.33,10013104.05
192,960347,9946629,46620,91526,38369,389710,1149235,384505,978245.88,10012846.7
193,968885,10034706,47085,92417,38664,393612,1160504,387413,977999.83,10012553.86
194,962715,9975661,46616,92417,38270,389660,1160504,383531,977766.85,10012391.53
195,971665,10067722,47081,93344,38660,393562,1172116,387363,977533.91,10012248.16
196,965418,10008008,46606,93326,38269,389610,1171881,383481,977314.5,10012240.74
197,959198,9948064,46141,93344,37882,385708,1172114,379649,977109.39,10012373.89
198,967992,10038817,46602,94279,38266,389562,1183829,383453,976900.13,10012485.04
199,961947,9980942,46134,94279,37882,385660,1183829,379621,976704.13,10012726.94
200,970856,10072878,46598,95220,38217,389514,1195676,382963,976505.99,10012969.52
201,964568,10012447,46128,95200,37833,385612,1195438,379137,976319.81,10013328.04
202,958389,9952885,45667,95219,37456,381758,1195673,375336,975979.07,10012154.35
203,967066,10042485,46122,96171,37828,385562,1207635,379087,975799.33,10012589.07
204,960950,9983931,45662,96171,37453,381708,1207635,375286,975467.02,10011518.4
205,969939,10076742,46115,97131,37824,385512,1219700,379037,975301.23,10012114.68
206,963821,10018111,45657,97131,37448,381658,1219700,375236,975149.37,10012851.25
207,957735,9959470,45202,97131,37067,377854,1219700,371485,974842.94,10012054.86
208,966730,10052747,45657,98101,37440,381656,1231897,375211,974702.47,10012926.81
209,960594,9993751,45202,98101,37064,377852,1231897,371460,974408.81,10012281.77
210,969809,10089025,45656,99084,37438,381654,1244211,375186,974282.97,10013318.75
211,963772,10031155,45202,99084,37063,377850,1244211,371435,974005.2,10012853.43
212,957674,9972390,44749,99084,36692,374048,1244211,367709,973741.32,10012520.22
213,966491,10063823,45195,100074,37062,377800,1256657,371385,973640.07,10013821.7
214,960523,10006690,44739,100074,36690,373998,1256657,367660,973387.66,10013628.12
215,954452,9948116,44289,100074,36320,370246,1256657,363984,973147.05,10013546.48
216,963359,10040585,44734,101074,36689,373948,1269221,367634,972904.38,10013468.71
217,957319,9982645,44286,101074,36317,370196,1269221,363958,972674.17,10013512.96
218,966482,10077819,44725,102084,36685,373898,1281917,367608,972444.52,10013588.01
219,960385,10019188,44279,102084,36314,370146,1281917,363932,972227.97,10013791.67
220,954496,9962421,43835,102084,35952,366444,1281917,360282,971859.58,10012485.45
221,963299,10054008,44274,103105,36310,370098,1294731,363883,971651.93,10012795.79
222,957378,9997236,43830,103124,35949,366396,1294991,360237,971458.69,10013248.82
223,966378,10090429,44268,104116,36306,370050,1307415,363838,971263.76,10013705.05
224,960332,10032264,43828,104094,35946,366348,1307153,360204,971081.87,10014288.12
225,954471,9975807,43388,104116,35584,362694,1307413,356603,970748.88,10013368.12
226,963345,10068111,43820,105159,35940,366298,1320475,360161,970577.99,10014081.13
227,957537,10012629,43383,105179,35579,362644,1320740,356560,970255.15,10013283.5
228,951729,9956447,42949,105159,35227,359040,1320472,353002,969947.27,10012630.39
229,960394,10046706,43383,106188,35565,362642,1333402,356392,969798.54,10013577.12
230,954570,9990994,42948,106205,35212,359038,1333670,352836,969498.43,10013024.16
231,963769,10086595,43383,107233,35563,362640,1346471,356363,969362.76,10014122.92
232,957940,10030641,42948,107256,35208,359036,1346744,352807,969075.82,10013720.95
233,952145,9974630,42521,107233,34856,355434,1346468,349280,968803.16,10013453.13
234,960921,10066337,42945,108285,35167,358986,1359652,352365,968690.35,10014797.97
235,955215,10011607,42515,108285,34813,355384,1359652,348842,968429.86,10014675.71
236,949538,9956966,42089,108285,34462,351832,1359652,345348,968183.38,10014688.31
237,958223,10047699,42508,109366,34766,355336,1373238,348389,967932.68,10014682.04
238,952683,9994806,42084,109366,34416,351784,1373238,344900,967696.16,10014817.22
239,961671,10088698,42498,110460,34709,355288,1386973,347797,967457.41,10014953.74
240,956190,10036336,42077,110460,34359,351736,1386973,344316,967234.48,10015250.29
241,950523,9981468,41661,110483,34014,348232,1387252,340871,967026.35,10015688.91
242,959128,10071725,42076,111542,34320,351734,1400575,343885,966814.52,10016119.13
243,953545,10018122,41661,111563,33972,348230,1400854,340446,966617.92,10016697.22
244,947956,9964298,41235,111541,33631,344728,1400573,337033,966275.29,10015821.04
245,956705,10055788,41652,112635,33919,348180,1414296,339869,966090.51,10016535.11
246,951093,10002110,41232,112612,33575,344678,1414015,336461,965755.8,10015755.62
247,945754,9950501,40824,112635,33236,341226,1414294,333089,965438.93,10015146.3
248,954213,10039458,41231,113761,33561,344630,1428425,336289,965276.58,10016102.19
249,948842,9988048,40818,113761,33222,341178,1428425,332919,964970.53,10015626.16
250,957718,10081192,41224,114896,33557,344582,1442704,336252,964822.55,10016748.2
251,952403,10030423,40811,114896,33222,341130,1442704,332882,964529.02,10016421.73
252,947001,9978502,40402,114896,32881,337726,1442704,329549,964252.0,10016256.87
253,955513,10067824,40799,116046,33219,341080,1457132,332839,963966.26,10016028.28
254,950146,10016400,40395,116046,32881,337676,1457132,329506,963694.39,10015932.78
255,944806,9964972,39998,116046,32554,334322,1457132,326216,963439.76,10016005.8
256,953428,10055640,40395,117210,32853,337674,1471710,329206,963182.32,10016076.85
257,948083,10004562,39998,117186,32517,334320,1471414,325918,962940.3,10016301.4
258,942820,9953701,39594,117210,32199,330968,1471707,322664,962555.87,10015101.12
259,951135,10041527,39990,118379,32411,334270,1486435,324838,962323.64,10015444.88
260,945854,9990968,39588,118379,32093,330918,1486435,321600,962107.2,10015944.21
261,954719,10084196,39980,119566,32398,334220,1501313,324688,961889.25,10016456.15
262,949513,10034557,39583,119566,32078,330868,1501313,321451,961688.58,10017138.83
263,944335,9984389,39186,119566,31761,327566,1501313,318230,961342.22,10016359.48
264,952825,10074315,39574,120759,32076,330820,1516341,321408,961147.77,10017119.25
265,947813,10026401,39180,120759,31755,327518,1516341,318187,960810.09,10016450.05
266,942659,9976675,38788,120759,31433,324264,1516341,315009,960488.8,10015934.49
267,951233,10067207,39179,121974,31750,327516,1531519,318168,960321.18,10016980.15
268,946119,10018199,38788,121975,31432,324262,1531519,314990,960012.93,10016620.98
269,941098,9969711,38401,121973,31118,321010,1531513,311831,959721.98,10016425.81
270,949497,10058663,38780,123172,31429,324212,1546533,314952,959422.97,10016178.33
271,944529,10011115,38398,123172,31109,320960,1546533,311793,959141.48,10016099.65
272,939506,9962839,38011,123172,30801,317758,1546533,308672,958876.28,10016180.49
273,947965,10052219,38398,124397,31107,320960,1562008,311759,958607.87,10016255.64
274,942883,10003578,38011,124397,30799,317758,1562008,308638,958354.58,10016477.4
275,937954,9956130,37630,124397,30508,314556,1562008,305675,957960.04,10015283.76
276,946503,10046530,38005,125640,30799,317708,1577633,308609,957716.37,10015620.67
277,941464,9998410,37630,125640,30494,314554,1577633,305529,957489.23,10016124.9
278,950585,10094556,38005,126900,30798,317706,1593408,308588,957265.14,10016683.99
279,945435,10045281,37630,126900,30490,314552,1593408,305509,957053.86,10017367.17
280,940540,9998178,37250,126900,30180,311400,1593408,302450,956703.95,10016659.85
281,949119,10089254,37627,128167,30473,314502,1609333,305358,956505.06,10017490.96
282,944247,10042789,37243,128167,30165,311350,1609333,302300,956322.7,10018484.41
283,939457,9996628,36872,128167,29866,308248,1609333,299273,956001.88,10018087.09
284,947837,10085844,37243,129443,30129,311350,1625409,301913,955829.27,10019198.51
285,943138,10041065,36872,129443,29828,308248,1625409,298891,955517.92,10018920.42
286,938246,9993586,36506,129443,29532,305146,1625409,295908,955223.18,10018796.02
287,946626,10083015,36871,130740,29784,308198,1641662,298418,955076.14,10020185.42
288,941837,10037155,36499,130740,29485,305096,1641662,295439,954792.1,10020196.87
289,937106,9991605,36134,130764,29191,302044,1641989,292478,954524.19,10020365.07
290,945362,10079573,36491,132023,29403,305048,1657754,294601,954247.84,10020473.88
291,940757,10035574,36130,131969,29103,301996,1657091,291649,953988.78,10020752.65
292,936116,9991114,35766,132049,28813,298992,1658078,288735,953746.47,10021197.5
293,944501,10080544,36130,133317,29014,301994,1673987,290708,953502.63,10021655.88
294,939879,10036448,35766,133317,28718,298990,1673987,287803,953274.27,10022263.75
295,935234,9991457,35404,133317,28432,295988,1673987,284922,952909.96,10021501.1
296,943596,10080826,35758,134652,28640,298940,1690734,286977,952691.74,10022229.28
297,938995,10036869,35400,134652,28350,295938,1690734,284106,952489.71,10023117.33
298,934357,9992294,35050,134652,28059,292986,1690734,281260,952153.36,10022652.1
299,942828,10082662,35400,135998,28273,295938,1707648,283277,951962.17,10023669.3
300,938177,10038302,35050,135998,27977,292986,1707648,280440,951635.38,10023323.54
301,933712,9995141,34697,135998,27711,290034,1707648,277641,951326.82,10023150.48
302,941990,10083924,35045,137358,27768,292936,1724717,278278,951162.83,10024460.87
303,937547,10041497,34689,137358,27491,289984,1724717,275499,950867.64,10024450.99
304,933102,9998743,34343,137358,27218,287082,1724717,272737,950589.16,10024599.11
305,941316,10086963,34684,138728,27346,289936,1741964,274012,950302.93,10024701.32
306,936752,10043275,34337,138699,27069,287034,1741614,271264,950032.24,10024952.96
307,932390,10001231,33994,138728,26802,284180,1741961,268554,949778.79,10025370.57
308,928011,9959348,33652,138728,26532,281328,1741961,265879,949391.6,10024436.58
309,936464,10050032,33991,140115,26778,284130,1759376,268317,949150.3,10024999.39
310,932068,10008333,33648,140115,26508,281278,1759376,265644,948772.89,10024192.47
311,927684,9965959,33313,140115,26246,278476,1759376,262986,948412.01,10023540.51
312,935954,10054901,33648,141518,26481,281278,1776972,265379,948194.81,10024365.62
313,931580,10013179,33313,141518,26222,278476,1776972,262723,947845.7,10023859.18
314,927340,9972250,32980,141545,25960,275674,1777329,260108,947513.87,10023514.78
315,935460,10059864,33306,142909,26209,278426,1794376,262604,947323.95,10024632.26
316,931310,10020567,32972,142909,25948,275624,1794376,259990,947003.46,10024432.08
317,927146,9980581,32641,142909,25684,272872,1794376,257385,946701.73,10024411.44
318,935599,10071385,32972,144336,25940,275624,1812318,259940,946392.9,10024347.1
319,931459,10032130,32641,144336,25675,272872,1812318,257335,946103.64,10024476.52
320,927287,9991826,32313,144336,25423,270120,1812318,254780,945831.55,10024770.57
321,935607,10081627,32637,145780,25657,272822,1830430,257139,945554.63,10025046.76
322,931596,10043576,32309,145780,25403,270070,1830430,254586,945296.81,10025510.16
323,927394,10002999,31981,145780,25152,267368,1830430,252033,944906.97,10024635.86
324,923417,9964883,31667,145780,24904,264714,1830430,249530,944537.82,10023962.05
325,931817,10055587,31981,147235,25107,267366,1848723,251547,944311.28,10024759.85
326,927799,10017428,31667,147205,24854,264712,1848351,249049,943955.82,10024253.02
327,923768,9978611,31351,147265,24603,262060,1849087,246551,943618.13,10023912.84
328,932002,10067528,31662,148678,24825,264662,1866836,248718,943420.86,10025023.65
329,928003,10029547,31356,148678,24575,262116,1866836,246223,943096.95,10024852.06
330,924039,9991589,31043,148678,24326,259513,1866836,243776,942791.64,10024858.01
331,932382,10081711,31356,150163,24557,262116,1885517,246033,942477.77,10024809.17
332,928328,10043117,31043,150165,24306,259513,1885514,243587,942181.65,10024933.93
333,924416,10005208,30734,150162,24063,256910,1885511,241144,941904.36,10025239.71
334,920436,9967023,30431,150162,23823,254357,1885511,238748,941499.51,10024246.57
335,928934,10058732,30734,151673,23974,256910,1904364,240197,941236.7,10024717.82
336,925013,10021710,30431,151673,23725,254357,1904364,237810,940991.45,10025365.26
337,921193,9985002,30120,151673,23488,251804,1904364,235427,940621.15,10024738.29
338,929553,10075783,30422,153179,23635,254307,1923401,236840,940389.85,10025548.06
339,925670,10038944,30116,153179,23392,251754,1923405,234467,940029.84,10025050.52
340,921878,10002292,29819,153177,23168,249251,1923393,232129,939686.72,10024710.08
341,918101,9966024,29518,153177,22934,246748,1923393,229806,939362.5,10024555.64
342,926524,10057546,29812,154712,23056,249201,1942627,230991,939036.46,10024413.85
343,922663,10020873,29516,154712,22821,246698,1942627,228680,938727.64,10024441.36
344,918976,9985348,29219,154712,22589,244245,1942627,226389,938437.84,10024651.86
345,927233,10075204,29516,156260,22697,246698,1962061,227396,938143.12,10024846.02
346,923576,10040491,29219,156229,22460,244245,1961666,225119,937867.95,10025229.83
347,919868,10004740,28928,156260,22244,241792,1962057,222870,937609.09,10025772.22
348,916319,9970646,28640,156260,22018,239389,1962057,220637,937230.15,10025084.1
349,924497,10060059,28928,157828,22169,241792,1981691,222111,936986.7,10025804.21
350,920914,10026323,28640,157859,21941,239389,1982086,219885,936618.66,10025255.52
351,917298,9991319,28350,157860,21725,236986,1982082,217693,936267.61,10024864.48
352,925223,10078019,28633,159340,21877,239339,2000727,219239,936049.83,10025859.65
353,921735,10045121,28345,159373,21660,236936,2001126,217054,935712.05,10025632.62
354,918098,10010068,28063,159340,21437,234583,2000723,214878,935391.57,10025569.3
355,914622,9976444,27783,159340,21227,232230,2000723,212732,935089.73,10025684.02
356,922624,10064370,28055,160932,21426,234533,2020749,214774,934781.69,10025771.32
357,919184,10032034,27775,160932,21218,232180,2020749,212629,934492.7,10026046.04
358,915678,9998274,27501,160964,21008,229877,2021156,210497,934221.28,10026491.77
359,923577,10084815,27775,162512,21164,232180,2040564,212073,933945.7,10026924.65
360,920155,10052703,27501,162512,20953,229877,2040564,209947,933688.71,10027542.0
361,916729,10019311,27223,162479,20748,227574,2040157,207849,933308.81,10026893.15
362,913413,9987891,26955,162511,20531,225321,2040560,205771,932947.81,10026426.49
363,921447,10075937,27223,164140,20748,227574,2060982,207832,932718.93,10027341.97
364,917994,10043659,26955,164140,20537,225321,2060982,205845,932370.62,10027035.41
365,914712,10011797,26688,164140,20343,223068,2060982,203867,932039.61,10026889.37
366,911386,9980032,26418,164140,20140,220818,2060982,201827,931726.88,10026922.94
367,919436,10068559,26682,165783,20343,223021,2081604,203854,931408.91,10026936.46
368,916196,10038234,26412,165783,20140,220771,2081604,201814,931109.68,10027136.81
369,912896,10006270,26145,165783,19941,218568,2081604,199787,930827.66,10027502.4
370,909666,9975324,25884,165783,19739,216365,2081604,197787,930429.35,10026669.01
371,917948,10066364,26139,167438,19926,218518,2102426,199614,930163.54,10027221.5
372,914523,10033626,25877,167438,19722,216315,2102426,197616,929913.71,10027929.37
373,911428,10003886,25620,167438,19524,214162,2102426,195638,929548.34,10027446.04
374,908169,9972729,25363,167438,19329,212009,2102426,193678,929201.2,10027137.55
375,916489,10064176,25616,169113,19481,214112,2123448,195170,928986.55,10028218.01
376,913293,10033964,25359,169113,19283,211959,2123448,193220,928654.45,10028092.35
377,910211,10004226,25108,169113,19086,209856,2123448,191286,928341.92,10028150.51
378,907023,9973597,24854,169113,18896,207753,2123448,189365,927906.3,10026940.92
