,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Emissions Rolling,Supply Rolling
67,994333,10017632,59281,53693,49260,493350,681706,493350,,
68,984961,9924978,58686,53759,48769,488400,682514,488400,,
69,994716,10023017,59278,54237,49251,493300,688629,493300,,
70,985405,9930838,58681,54325,48760,488350,689696,488350,,
71,995097,10028391,59276,54791,49247,493250,695725,493250,,
72,985803,9936374,58677,54892,48753,488300,696954,488300,,
73,995432,10033026,59270,55389,49245,493200,703234,493200,,
74,986071,9940170,58672,55420,48747,488250,703596,488250,,
75,995781,10037819,59261,55915,49240,493150,709941,493150,,
76,986458,9945509,58666,55972,48745,488200,710629,488200,,
77,996192,10043575,59254,56465,49236,493100,717023,493100,,
78,986961,9952146,58664,56580,48740,488150,718386,488150,,
79,996587,10048780,59248,57047,49231,493050,724330,493050,,
80,987280,9956585,58656,57094,48736,488100,724907,488100,,
81,997059,10054875,59242,57644,49225,493000,731947,493000,,
82,987841,9963894,58672,57792,48730,488248,733732,488050,,
83,997614,10062225,59232,58322,49219,492950,740439,492950,,
84,988279,9969863,58638,58338,48725,488000,740631,488000,,
85,998078,10068393,59230,58878,49216,492900,747557,492900,,
86,988748,9976434,58631,58926,48719,487950,748152,487950,,
87,998570,10074999,59226,59485,49210,492850,755265,492850,,
88,989216,9982412,58653,59500,48719,488098,755440,487900,,
89,998974,10080762,59224,60052,49201,492800,762530,492800,,
90,989693,9988845,58623,60140,48710,487850,763567,487850,,
91,999414,10086741,59215,60622,49197,492750,769812,492750,,
92,990089,9994295,58616,60649,48703,487800,770127,487800,,
93,999862,10092743,59204,61197,49195,492700,777110,492700,,
94,990537,10000349,58614,61244,48697,487750,777663,487750,,
95,981273,9908452,58025,61235,48212,482850,777568,482850,,
96,990953,10005821,58608,61823,48695,487700,785001,487700,,
97,981714,9914421,58016,61854,48206,482800,785393,482800,,
98,991392,10011786,58600,62416,48690,487650,792644,487650,,
99,982257,9921613,58009,62549,48197,482750,794255,482750,992539.34,9990082.76
100,991917,10018510,58593,63079,48687,487600,801044,487600,992497.7,9990267.86
101,982721,9927798,58002,63168,48195,482700,802109,482700,992463.64,9990545.84
102,992390,10025069,58586,63711,48681,487550,809107,487550,992437.96,9990931.27
103,983227,9934689,57997,63812,48191,482650,810286,482650,992407.16,9991253.64
104,992862,10031559,58579,64360,48675,487500,817293,487500,992380.57,9991628.92
105,983676,9940591,57993,64410,48188,482600,817884,482600,992346.18,9991907.69
106,993369,10038313,58577,64994,48669,487450,825368,487450,992317.72,9992258.46
107,984270,9948124,57993,65041,48188,482600,825910,482600,992292.6,9992643.83
108,993931,10045487,58577,65630,48669,487450,833406,487450,992272.99,9993101.42
109,984839,9955512,57993,65701,48188,482600,834258,482600,992249.67,9993507.38
110,994561,10053595,58577,66297,48669,487450,841905,487450,992230.51,9993970.3
111,985538,9964458,57993,66435,48188,482600,843591,482600,992216.03,9994481.47
112,995309,10063108,58577,67065,48669,487450,851626,487450,992204.58,9995037.23
113,986187,9972691,57993,67099,48188,482600,852030,482600,992195.8,9995615.87
114,995953,10071236,58577,67754,48669,487450,860321,487450,992190.67,9996247.45
115,986822,9980828,57993,67776,48188,482600,860617,482600,992188.27,9996901.8
116,996582,10079248,58577,68433,48669,487450,868947,487450,992187.76,9997587.78
117,987371,9987890,57993,68412,48188,482600,868711,482600,992189.0,9998287.48
118,997159,10086717,58577,69084,48669,487450,877260,487450,992193.77,9999033.29
119,988027,9996309,57993,69144,48188,482600,877958,482600,992200.61,9999798.86
120,997809,10095048,58577,69776,48669,487450,886062,487450,992211.24,10000613.96
121,988666,10004493,57993,69824,48188,482600,886607,482600,992224.64,10001457.73
122,979536,9914008,57410,69843,47701,477750,886891,477750,992051.68,10000445.55
123,989111,10010393,57986,70524,48182,482550,895554,482550,992068.6,10001330.16
124,979977,9919867,57405,70565,47694,477700,896088,477700,991897.94,10000345.2
125,989660,10017668,57981,71264,48174,482500,904911,482500,991918.76,10001279.19
126,980576,9927562,57405,71283,47694,477700,905162,477700,991752.58,10000345.51
127,990325,10026155,57981,71998,48174,482500,914219,482500,991778.69,10001339.35
128,981219,9935774,57405,71995,47694,477700,914184,477700,991617.78,10000468.3
129,991012,10034945,57981,72697,48174,482500,923101,482500,991650.1,10001534.87
130,981917,9944588,57428,72714,47694,477892,923304,477700,991494.42,10000725.75
131,991653,10043190,57980,73410,48174,482499,932194,482500,991530.57,10001836.67
132,982640,9953762,57405,73504,47694,477699,933318,477700,991379.3,10001082.37
133,992348,10052042,57980,74174,48174,482499,941898,482500,991420.21,10002250.87
134,983305,9962323,57405,74243,47694,477699,942723,477700,991272.89,10001543.73
135,993005,10060533,57980,74921,48174,482499,951405,482500,991316.38,10002743.89
136,983987,9971162,57405,75017,47694,477699,952568,477700,991173.12,10002084.49
137,993675,10069066,57980,75718,48174,482499,961466,482500,991220.58,10003331.91
138,984558,9978591,57405,75735,47694,477699,961703,477700,991079.53,10002698.81
139,994347,10077700,57980,76461,48174,482499,970927,482500,991130.57,10003989.34
140,985349,9988635,57405,76525,47694,477699,971715,477700,990994.83,10003420.08
141,995129,10087713,57980,77268,48174,482499,981164,482500,991051.23,10004775.45
142,986061,9997714,57405,77272,47694,477699,981224,477700,990919.69,10004254.42
143,995814,10096517,57980,78026,48174,482499,990788,482500,990979.57,10005652.53
144,986824,10007383,57405,78084,47713,477699,991485,477892,990851.57,10005173.98
145,977693,9917095,56825,78083,47238,472899,991476,473091,990726.37,10004727.75
146,987401,10015161,57397,78840,47711,477649,1001146,477842,990600.58,10004277.41
147,978384,9926294,56820,78928,47231,472849,1002216,473041,990478.64,10003871.37
148,988007,10023420,57390,79646,47708,477599,1011374,477792,990355.03,10003452.67
149,978995,9934303,56813,79693,47248,472799,1011959,473183,990236.17,10003083.68
150,988615,10031636,57388,80461,47701,477549,1021739,477743,990115.0,10002700.43
151,979601,9942271,56810,80482,47221,472749,1022024,472942,989997.83,10002351.42
152,989181,10039319,57380,81251,47695,477499,1031776,477693,989877.78,10001982.51
153,980221,9950549,56802,81304,47213,472700,1032443,472892,989761.63,10001650.24
154,989867,10048163,57373,82086,47691,477450,1042345,477643,989643.77,10001309.56
155,980943,9959683,56802,82136,47213,472700,1042937,472890,989531.57,10001023.44
156,990521,10056568,57373,82876,47690,477450,1052382,477641,989416.72,10000719.06
157,981604,9968341,56802,82964,47213,472700,1053434,472889,989307.46,10000469.57
158,991166,10065060,57373,83687,47690,477450,1062744,477640,989195.46,10000201.73
159,982299,9977295,56825,83809,47213,472890,1064217,472888,989089.53,9999994.04
160,991904,10074580,57372,84568,47690,477449,1073914,477639,988981.47,9999774.83
161,983020,9986695,56802,84644,47213,472699,1074829,472887,988878.7,9999608.48
162,992610,10083684,57372,85421,47690,477449,1084764,477638,988965.69,10001344.16
163,983723,9995786,56802,85510,47212,472699,1085848,472886,988866.0,10001217.03
164,993379,10093532,57372,86311,47690,477449,1096037,477637,988956.34,10002991.96
165,984496,10005634,56802,86381,47212,472699,1096880,472885,988861.24,10002917.88
166,975525,9916744,56236,86397,46742,467949,1097072,468134,988770.09,10002881.4
167,985123,10014090,56798,87225,47211,472649,1107604,472835,988677.99,10002845.98
168,976179,9925426,56246,87240,46738,468089,1107781,468084,988590.17,10002850.46
169,985779,10022649,56794,88092,47206,472600,1118627,472785,988500.8,10002846.78
170,976848,9934359,56219,88136,46731,467850,1119164,468034,988415.23,10002881.99
171,986569,10033078,56786,88995,47203,472550,1130124,472735,988329.95,10002928.86
172,977581,9943952,56214,89004,46729,467801,1130243,467984,988247.73,10003004.64
173,987292,10042469,56777,89877,47195,472501,1141314,472685,988166.33,10003099.07
174,978399,9954354,56213,89868,46728,467800,1141214,467983,988089.61,10003240.91
175,988006,10051731,56777,90750,47195,472500,1152396,472684,988011.86,10003380.03
176,979178,9964297,56236,90777,46728,467988,1152727,467982,987939.06,10003567.91
177,988710,10060879,56777,91646,47195,472499,1163829,472683,987864.24,10003740.95
178,979969,9974635,56213,91769,46728,467799,1165314,467981,987794.32,10003965.84
179,989564,10071792,56777,92620,47195,472499,1176138,472682,987724.09,10004195.96
180,980716,9984311,56213,92657,46728,467799,1176599,467980,987658.45,10004473.22
181,990425,10082889,56777,93567,47195,472499,1188171,472681,987592.11,10004753.36
182,981558,9995036,56213,93568,46728,467799,1188185,467979,987529.28,10005064.78
183,991128,10092054,56777,94479,47194,472499,1199789,472680,987464.42,10005363.07
184,982264,10004307,56213,94488,46728,467799,1199890,467978,987404.27,10005707.51
185,973443,9917102,55645,94517,46256,463099,1200251,463277,987157.92,10004194.6
186,983024,10014256,56206,95445,46721,467749,1212017,467928,987100.68,10004572.82
187,974194,9926855,55664,95467,46251,463237,1212274,463227,986856.92,10003091.38
188,983816,10024814,56200,96390,46715,467700,1224017,467878,986802.92,10003515.4
189,975075,9938643,55637,96503,46244,463000,1225455,463177,986563.93,10002094.21
190,984736,10036552,56195,97415,46711,467650,1237000,467828,986514.36,10002571.28
191,975918,9949687,55631,97478,46241,462950,1237776,463127,986279.4,10001200.74
192,985605,10047972,56189,98430,46707,467600,1249901,467778,986234.56,10001737.51
193,976791,9960820,55625,98462,46237,462900,1250260,463077,986003.85,10000418.28
194,986443,10058721,56188,99406,46701,467550,1262246,467728,985962.91,10001002.0
195,977628,9971635,55624,99441,46231,462850,1262663,463027,985926.46,10001633.83
196,987249,10069478,56179,100387,46694,467500,1274738,467678,985889.42,10002270.4
197,978437,9982358,55637,100439,46228,462989,1275353,462977,985856.65,10002949.77
198,987981,10079367,56173,101355,46691,467452,1287034,467628,985822.54,10003625.58
199,979229,9992639,55615,101393,46228,462800,1287456,462976,985792.26,10004335.84
200,988852,10090499,56173,102326,46691,467450,1299323,467627,985761.61,10005055.73
201,980126,10004127,55615,102404,46228,462800,1300270,462975,985735.66,10005819.02
202,971373,9917419,55055,102390,45780,458150,1300090,458510,985525.49,10004742.52
203,980847,10013563,55606,103340,46223,462750,1312270,462926,985501.69,10005531.26
204,972158,9927705,55051,103374,45757,458100,1312688,458275,985294.65,10004492.72
205,981691,10024646,55599,104389,46216,462700,1325563,462876,985274.8,10005333.27
206,972933,9938138,55044,104388,45754,458050,1325545,458225,985070.44,10004331.52
207,982442,10034824,55591,105383,46213,462650,1338243,462826,985052.16,10005198.52
208,973798,9949680,55038,105514,45747,458000,1339817,458175,984850.83,10004240.45
209,983337,10046495,55589,106463,46207,462600,1351951,462776,984835.81,10005150.28
210,974604,9960273,55031,106504,45741,457950,1352438,458125,984636.24,10004217.06
211,984151,10057397,55582,107526,46202,462550,1365411,462726,984622.37,10005146.45
212,975405,9970725,55022,107529,45737,457900,1365428,458075,984423.33,10004222.62
213,984860,10067026,55579,108556,46194,462500,1378498,462676,984410.06,10005165.97
214,976273,9982065,55022,108629,45737,457900,1379395,458073,984213.26,10004274.26
215,985847,10079822,55579,109688,46194,462500,1392887,462674,984203.51,10005264.2
216,977199,9994114,55022,109715,45737,457900,1393246,458072,984009.68,10004412.86
217,986781,10091891,55579,110816,46194,462500,1407179,462673,984003.78,10005452.87
218,978125,10005968,55022,110802,45737,457900,1407030,458071,983813.44,10004645.38
219,969495,9920682,54472,110837,45278,453300,1407445,453470,983628.12,10003889.11
220,979078,10018321,55014,111899,45731,457850,1420935,458021,983440.81,10003121.84
221,970472,9933425,54466,111960,45272,453250,1421684,453420,983258.87,10002411.16
222,980100,10031667,55012,113059,45727,457800,1435645,457971,983264.51,10003587.75
223,971495,9946720,54457,113118,45269,453200,1436387,453370,983088.35,10002951.02
224,981093,10044545,55005,114223,45720,457750,1450426,457921,983099.51,10004197.8
225,972426,9958710,54453,114209,45265,453150,1450268,453320,982927.17,10003608.22
226,981966,10056166,55004,115336,45718,457700,1464621,457871,982941.07,10004894.26
227,973371,9971171,54446,115390,45259,453100,1465285,453270,982771.53,10004344.42
228,982940,10068832,55000,116529,45712,457650,1479775,457821,982788.74,10005675.0
229,974262,9983162,54442,116545,45253,453050,1479977,453220,982621.24,10005157.17
230,983886,10081467,54990,117702,45707,457600,1494638,457771,982640.93,10006525.96
231,975280,9996341,54438,117776,45247,453000,1495551,453170,982477.2,10006057.47
232,984832,10093861,54982,118878,45703,457550,1509546,457721,982499.12,10007458.46
233,976205,10008371,54432,118902,45242,452950,1509818,453120,982337.69,10007021.75
234,967613,9923432,53880,118888,44785,448400,1509669,448569,982180.77,10006632.84
235,977171,10020945,54423,120055,45236,452900,1524457,453070,982022.43,10006236.96
236,968616,9936414,53875,120084,44781,448350,1524821,448519,981868.72,10005889.48
237,978234,10034880,54418,121280,45232,452850,1540070,453020,981714.31,10005547.62
238,969671,9950233,53871,121299,44777,448300,1540305,448469,981565.44,10005264.04
239,979288,10048982,54409,122511,45228,452800,1555708,452970,981414.85,10004976.86
240,970755,9964490,53867,122534,44790,448250,1555971,448601,981268.91,10004735.41
241,980282,10061927,54404,123712,45222,452750,1570955,452921,981120.44,10004477.55
242,971757,9977607,53861,123733,44769,448200,1571228,448370,980977.4,10004276.48
243,981317,10075244,54400,124978,45219,452700,1586938,452871,980832.43,10004063.75
244,972735,9990290,53853,124956,44766,448150,1586684,448320,980691.54,10003892.82
245,982413,10089563,54392,126190,45215,452650,1602380,452821,980738.74,10005617.5
246,973815,10004409,53846,126186,44759,448100,1602334,448270,980602.88,10005509.98
247,965423,9921372,53308,126227,44311,443600,1602834,443769,980473.27,10005460.76
248,974874,10018154,53840,127442,44754,448050,1618279,448220,980341.94,10005408.1
249,966457,9934763,53302,127463,44306,443550,1618534,443719,980216.56,10005412.7
250,975915,10031861,53831,128684,44748,448000,1634136,448170,980089.56,10005414.95
251,967569,9949449,53322,128765,44300,443680,1635118,443669,979969.24,10005486.73
252,977059,10046614,53826,130004,44743,447951,1650806,448120,979848.02,10005559.68
253,968520,9962198,53281,129937,44296,443451,1650022,443619,979731.01,10005676.17
254,978142,10060646,53824,131236,44736,447901,1666522,448070,979613.76,10005801.0
255,969638,9976755,53280,131204,44286,443401,1666151,443569,979500.71,10005971.72
256,979277,10075526,53820,132520,44731,447851,1682816,448020,979388.27,10006161.3
257,970791,9991645,53273,132485,44281,443351,1682406,443519,979280.14,10006394.34
258,980353,10089679,53814,133791,44727,447801,1699040,447970,979172.01,10006640.53
259,971861,10005693,53269,133770,44277,443301,1698792,443469,979067.63,10006924.51
260,963526,9923227,52736,133777,43832,438851,1698882,439018,978783.85,10005410.98
261,973059,10021096,53265,135094,44273,443251,1715591,443419,978684.24,10005754.99
262,964705,9938406,52731,135093,43827,438801,1715576,438968,978405.19,10004302.21
263,974170,10035551,53258,136407,44268,443201,1732296,443369,978309.66,10004699.86
264,965846,9953236,52722,136434,43823,438751,1732627,438918,978034.33,10003296.9
265,975421,10051652,53253,137774,44266,443151,1749645,443319,977943.58,10003757.08
266,967074,9969133,52715,137797,43820,438701,1749940,438868,977859.07,10004280.97
267,976568,10066494,53250,139103,44262,443101,1766473,443269,977773.52,10004805.01
268,968223,9984052,52708,139097,43815,438651,1766399,438818,977693.96,10005391.27
269,977722,10081741,53242,140451,44256,443051,1783665,443219,977613.39,10005982.19
270,969401,9999365,52704,140428,43814,438601,1783392,438768,977538.92,10006632.25
271,978841,10096504,53229,141829,44250,443001,1801228,443169,977461.64,10007266.51
272,970558,10014838,52701,141900,43806,438551,1802097,438718,977391.41,10007975.37
273,962295,9932660,52173,141879,43366,434151,1801837,434317,977141.44,10006877.28
274,971682,10029460,52697,143238,43803,438501,1819110,438668,977074.27,10007628.34
275,963484,9948338,52164,143317,43363,434101,1820069,434267,976829.05,10006594.41
276,972945,10045674,52689,144622,43795,438451,1836693,438618,976766.72,10007408.18
277,964662,9963590,52156,144608,43359,434051,1836528,434217,976526.24,10006435.29
278,974248,10062649,52681,146054,43786,438401,1854900,438568,976469.03,10007315.43
279,965995,9980685,52150,146030,43352,434001,1854595,434167,976233.34,10006404.36
280,975459,10078301,52675,147458,43781,438351,1872704,438518,976180.77,10007344.26
281,967162,9996187,52146,147420,43346,433951,1872238,434117,975948.14,10006477.24
282,976662,10094157,52665,148870,43777,438301,1890685,438468,975899.18,10007468.45
283,968450,10013007,52141,148890,43339,433901,1890912,434067,975672.4,10006677.98
284,960316,9932510,51620,148925,42911,429551,1891359,429716,975452.92,10005960.01
285,969791,10030287,52135,150416,43333,433851,1910272,434018,975416.4,10007091.86
286,961642,9949663,51615,150441,42904,429501,1910580,429667,975202.58,10006445.93
287,971096,10047331,52131,151919,43325,433801,1929413,433969,975171.6,10007650.69
288,962978,9966965,51608,151964,42900,429451,1929968,429618,974963.22,10007072.2
289,972438,10064551,52124,153461,43325,433751,1948992,433920,974936.85,10008331.28
290,964291,9984071,51600,153475,42891,429401,1949166,429569,974732.4,10007806.47
291,973770,10081917,52116,154997,43320,433701,1968474,433871,974710.92,10009128.77
292,965572,10000755,51592,154976,42884,429351,1968225,429520,974510.59,10008656.6
293,957579,9921855,51074,155025,42461,425051,1968819,425218,974318.47,10008266.95
294,966807,10016901,51588,156523,42875,429301,1987878,429470,974122.11,10007848.75
295,958736,9937190,51071,156522,42455,425001,1987864,425168,973933.19,10007504.3
296,968114,10034033,51578,158064,42874,429251,2007466,429420,973741.84,10007149.85
297,960092,9954657,51066,158101,42450,424951,2007943,425118,973558.39,10006872.84
298,969471,10051513,51574,159588,42871,429201,2026849,429370,973373.29,10006594.3
299,961418,9971847,51058,159602,42441,424901,2027024,425068,973195.18,10006386.38
300,970831,10069362,51571,161175,42867,429151,2047018,429320,973014.97,10006175.01
301,962764,9989464,51054,161175,42434,424851,2047025,425018,972841.35,10006028.38
302,972079,10085792,51568,162763,42863,429101,2067218,429270,972848.41,10007712.11
303,964039,10006461,51048,162808,42425,424801,2067760,424968,972680.33,10007641.09
304,956105,9927989,50537,162808,42028,420551,2067772,420886,972519.8,10007643.93
305,965391,10023844,51041,164442,42423,424751,2088450,424918,972356.8,10007635.91
306,957461,9945602,50530,164461,42006,420501,2088671,420666,972202.08,10007710.55
307,966680,10040944,51034,166058,42420,424701,2109033,424868,972044.46,10007771.75
308,958786,9963088,50528,166128,41999,420451,2109890,420616,971894.34,10007905.83
309,968028,10058710,51028,167685,42417,424651,2129736,424818,971741.25,10008027.98
310,960172,9981121,50523,167786,41993,420401,2130981,420566,971596.93,10008236.46
311,969388,10076441,51023,169344,42413,424601,2150723,424768,971449.3,10008426.9
312,961389,9997285,50508,169321,41987,420351,2150450,420516,971309.14,10008692.5
313,970773,10094604,51018,171011,42412,424551,2171950,424718,971168.27,10008968.28
314,962852,10016251,50505,171053,41977,420301,2172458,420466,971034.06,10009310.14
315,954982,9938560,50003,171041,41565,416101,2172317,416264,970725.41,10007897.52
316,964347,10035709,50499,172748,41973,420251,2194038,420416,970596.89,10008313.47
317,956560,9959037,50013,172810,41561,416219,2194785,416214,970294.68,10006984.93
318,965947,10056391,50491,174524,41970,420201,2216540,420366,970172.9,10007489.16
319,958118,9979040,49987,174517,41557,416001,2216438,416164,970059.13,10008072.74
320,967542,10076925,50488,176239,41967,420151,2238315,420316,969943.77,10008658.78
321,959691,9999347,49983,176234,41550,415951,2238252,416114,969835.96,10009318.0
322,969080,10097013,50484,177967,41965,420101,2260307,420266,969725.76,10009971.46
323,961225,10019306,49978,177950,41543,415901,2260101,416064,969623.06,10010697.32
324,953447,9942338,49479,177936,41122,411751,2259938,411912,969346.6,10009675.25
325,962864,10040271,49973,179719,41539,415851,2282538,416014,969250.98,10010490.86
326,955087,9963470,49474,179740,41120,411701,2282781,411862,968982.19,10009563.9
327,964553,10061901,49970,181489,41528,415801,2305049,415964,968894.01,10010471.2
328,956852,9986196,49468,181600,41117,411651,2306370,411812,968633.13,10009644.84
329,966193,10083248,49959,183283,41523,415751,2327854,415914,968552.44,10010645.7
330,958456,10006892,49461,183308,41114,411601,2328159,411762,968298.14,10009899.95
331,950796,9930922,48968,183322,40707,407501,2328323,407660,968053.3,10009245.76
332,960092,10027959,49461,185126,41114,411601,2351274,411761,967805.9,10008586.74
333,952506,9952902,48968,185199,40707,407501,2352188,407659,967568.91,10008032.05
334,961749,10049181,49461,186959,41114,411601,2374534,411760,967510.27,10009289.54
335,954156,9974049,48968,187024,40707,407501,2375355,407658,967280.12,10008820.58
336,963462,10071065,49461,188815,41114,411601,2398097,411759,967228.58,10010167.09
337,955791,9994973,48968,188788,40707,407501,2397783,407657,967004.15,10009768.02
338,965219,10093498,49461,190676,41114,411601,2421760,411758,966959.63,10011200.67
339,957625,10018366,48968,190740,40707,407501,2422527,407656,966743.0,10010894.51
340,949957,9942586,48476,190727,40296,403401,2422377,403555,966535.02,10010675.47
341,959195,10038943,48964,192636,40700,407451,2446594,407606,966324.15,10010445.63
342,951659,9964466,48476,192643,40296,403400,2446684,403553,966123.17,10010314.22
343,961071,10062766,48964,194569,40700,407450,2471152,407604,965920.71,10010189.44
344,953580,9988875,48476,194623,40296,403400,2471804,403552,965729.16,10010175.29
345,962995,10087304,48964,196543,40699,407450,2496219,407603,965534.98,10010152.7
346,955484,10013089,48476,196570,40296,403400,2496541,403551,965351.67,10010239.5
347,947897,9938112,47988,196572,39891,399350,2496564,399500,965176.41,10010406.9
348,957073,10033980,48468,198514,40290,403350,2521177,403501,964998.4,10010565.16
349,949612,9960394,47981,198578,39881,399300,2521944,399450,964829.95,10010821.47
350,958836,10056892,48461,200529,40282,403300,2546810,403451,964659.16,10011071.78
351,951366,9983110,47975,200551,39873,399250,2547085,399400,964497.13,10011408.39
352,960658,10080535,48458,202555,40272,403250,2572557,403401,964333.12,10011747.6
353,953102,10005877,47968,202505,39870,399200,2571942,399350,964178.94,10012184.39
354,945695,9932566,47492,202539,39470,395200,2572371,395349,963854.47,10010903.59
355,954909,10029240,47964,204564,39867,399150,2598090,399301,963707.18,10011428.44
356,947528,9956206,47482,204621,39466,395150,2598785,395300,963389.69,10010235.24
357,956876,10054221,47961,206655,39864,399100,2624551,399252,963250.54,10010861.0
358,949381,9980012,47476,206627,39464,395100,2624220,395251,962940.82,10009764.33
359,958726,10078074,47953,208689,39863,399050,2650462,399203,962809.47,10010488.14
360,951335,10005166,47472,208732,39463,395050,2650980,395202,962687.56,10011307.53
361,943978,9932544,46996,208744,39063,391100,2651131,391250,962396.75,10010422.01
362,953033,10027307,47462,210833,39458,395000,2677644,395152,962280.03,10011311.02
363,945663,9954701,46990,210820,39063,391050,2677490,391200,961994.96,10010502.52
364,954946,10051996,47462,212931,39449,394950,2704264,395102,961885.96,10011490.12
365,947634,9979962,46986,212965,39058,391000,2704673,391150,961608.09,10010773.22
366,956872,10076776,47454,215051,39448,394900,2731242,395052,961506.07,10011849.65
367,949643,10005842,46981,215162,39051,390950,2732618,391101,961236.82,10011243.13
368,942326,9933475,46511,215148,38662,387050,2732399,387199,960977.85,10010737.36
369,951454,10029025,46976,217200,39048,390900,2758485,391051,960715.17,10010210.2
370,944202,9957660,46505,217277,38659,387000,2759401,387149,960463.18,10009793.15
371,953484,10055105,46968,219371,39041,390850,2786073,391001,960209.61,10009379.16
372,946184,9983304,46493,219400,38651,386950,2786413,387099,959965.87,10009063.82
373,955499,10081100,46961,221538,39035,390800,2813593,390951,959897.91,10010548.22
374,948254,10009877,46489,221591,38645,386900,2814220,387049,959663.63,10010352.39
375,941087,9938837,46026,221607,38261,383050,2814425,383197,959439.66,10010257.38
376,950141,10034206,46489,223732,38645,386900,2841465,387048,959211.62,10010142.7
377,943009,9963601,46026,223806,38261,383050,2842348,383196,958995.09,10010142.81
378,952282,10061550,46489,225982,38645,386900,2870080,387047,958775.43,10010131.82
