,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Emissions Rolling,Supply Rolling
95,990184,9914731,59222,43373,49344,492454,555161,492454,,
96,1000063,10013778,59815,43783,49839,497402,560368,497402,,
97,990184,9915384,59214,43488,49358,492404,556764,492604,,
98,1000118,10014801,59807,43927,49836,497352,562341,497352,,
99,990268,9916789,59204,43662,49335,492354,559119,492354,995054.63,9954363.17
100,1000167,10015753,59801,44063,49830,497302,564243,497302,995051.9,9954520.7
101,990325,9917905,59202,43813,49327,492304,561185,492304,995050.46,9954699.75
102,1000096,10015587,59789,44192,49819,497203,565970,497203,995049.34,9954884.43
103,990322,9918454,59193,43925,49323,492254,562685,492254,995048.01,9955067.97
104,1000126,10016519,59787,44324,49812,497153,567853,497153,995046.94,9955256.96
105,990419,9920119,59191,44117,49317,492204,565300,492204,995046.69,9955453.0
106,1000172,10017424,59779,44457,49809,497103,569708,497103,995046.04,9955646.82
107,990443,9920794,59182,44229,49332,492155,566920,492353,995046.0,9955845.27
108,1000205,10018114,59772,44580,49804,497054,571343,497054,995045.57,9956041.6
109,990451,9921101,59177,44319,49308,492106,568172,492106,995045.77,9956239.72
110,1000233,10018997,59769,44708,49799,497005,573171,497005,995045.62,9956440.3
111,990542,9922675,59173,44504,49304,492057,570691,492057,995046.5,9956647.28
112,1000301,10020406,59761,44880,49796,496956,575525,496956,995046.21,9956848.97
113,990592,9923669,59190,44644,49299,492206,572630,492008,995048.33,9957073.29
114,1000348,10021433,59753,45027,49790,496907,577497,496907,995049.11,9957286.57
115,990591,9924358,59156,44760,49296,491959,574264,491959,995051.75,9957519.1
116,1000390,10022319,59747,45155,49787,496858,579328,496858,995053.62,9957745.43
117,990628,9925219,59152,44890,49289,491910,576070,491910,995055.81,9957974.02
118,1000441,10023280,59742,45294,49781,496809,581234,496809,995058.11,9958203.42
119,990682,9926282,59148,45036,49286,491861,578078,491861,995061.67,9958449.83
120,1000491,10024285,59739,45436,49772,496760,583184,496760,995065.53,9958699.36
121,990729,9927264,59167,45173,49278,492010,580005,491812,995068.78,9958941.66
122,1000566,10025731,59732,45610,49770,496711,585575,496711,995072.62,9959193.56
123,990786,9928597,59137,45343,49274,491763,582283,491763,995077.26,9959456.16
124,1000594,10026545,59724,45738,49763,496662,587334,496662,995081.75,9959717.02
125,990796,9929079,59129,45442,49268,491714,583710,491714,995086.71,9959981.96
126,1000649,10027585,59722,45881,49760,496613,589319,496613,995092.16,9960255.86
127,990872,9930386,59124,45609,49263,491665,585962,491665,995098.32,9960535.32
128,1000674,10028499,59715,46015,49755,496564,591178,496564,995104.34,9960818.46
129,990934,9931581,59120,45765,49259,491616,588102,491616,995111.35,9961109.91
130,1000714,10029547,59707,46158,49750,496515,593171,496515,995118.18,9961404.57
131,990987,9932658,59110,45907,49254,491567,590124,491567,995126.15,9961705.57
132,1000791,10030999,59701,46334,49747,496466,595568,496466,995134.21,9962014.45
133,991046,9933945,59106,46067,49250,491518,592356,491518,995143.28,9962332.56
134,1000866,10032288,59693,46496,49741,496417,597802,496417,995152.92,9962660.14
135,991105,9935020,59101,46216,49247,491469,594376,491469,995161.8,9962974.15
136,1000936,10033633,59690,46662,49738,496368,600092,496368,995171.39,9963301.25
137,991157,9936270,59094,46376,49240,491420,596571,491420,995181.76,9963634.52
138,1000994,10034675,59685,46806,49731,496319,602079,496319,995192.03,9963969.71
139,991229,9937579,59092,46538,49237,491371,598825,491371,995203.21,9964315.74
140,1001069,10036077,59678,46978,49723,496270,604426,496270,995214.31,9964662.48
141,991279,9938728,59081,46690,49229,491322,600919,491322,995225.83,9965015.25
142,1001151,10037378,59674,47141,49721,496221,606672,496221,995237.79,9965370.42
143,991340,9939993,59075,46851,49225,491273,603129,491273,995249.88,9965729.83
144,1001196,10038484,59668,47291,49714,496172,608723,496172,995262.14,9966092.18
145,991400,9941074,59071,47013,49219,491224,605353,491224,995274.69,9966456.97
146,1001247,10039598,59660,47437,49711,496123,610782,496123,995287.73,9966828.5
147,991497,9942702,59063,47185,49214,491175,607728,491175,995302.19,9967216.3
148,1001336,10041318,59653,47631,49706,496074,613447,496074,995316.63,9967607.27
149,991626,9944745,59058,47405,49210,491126,610716,491126,995332.83,9968016.9
150,1001426,10043149,59647,47834,49701,496025,616223,496025,995348.38,9968426.8
151,991692,9946050,59053,47568,49205,491077,612966,491077,995365.62,9968851.08
152,1001511,10044599,59642,48008,49698,495976,618618,495976,995382.65,9969280.39
153,991784,9947630,59049,47753,49201,491028,615491,491028,995401.48,9969726.44
154,1001622,10046453,59637,48215,49692,495927,621417,495927,995419.83,9970173.8
155,991890,9949508,59045,47961,49197,490979,618314,490979,995439.79,9970636.72
156,1001711,10047947,59631,48393,49689,495878,623856,495878,995459.51,9971099.32
157,992009,9951469,59036,48173,49191,490930,621220,490930,995480.64,9971576.61
158,1001832,10049809,59626,48598,49682,495829,626663,495829,995501.44,9972051.83
159,992071,9952919,59028,48348,49188,490881,623615,490881,995522.92,9972536.68
160,1001952,10051597,59622,48797,49674,495780,629396,495780,995544.73,9973023.81
161,992181,9954786,59022,48554,49180,490832,626427,490832,995567.59,9973525.9
162,1002021,10053025,59614,48969,49671,495731,631769,495731,995590.13,9974023.43
163,992269,9956482,59016,48746,49176,490783,629068,490783,995613.83,9974538.02
164,1002124,10054809,59606,49170,49664,495682,634498,495682,995637.14,9975047.61
165,992379,9958187,59010,48938,49169,490734,631718,490734,995661.75,9975571.76
166,1002214,10056649,59599,49372,49661,495633,637283,495633,995685.85,9976092.42
167,992509,9960112,59006,49148,49165,490685,634588,490685,995711.78,9976633.13
168,1002318,10058407,59593,49570,49657,495584,639986,495584,995736.85,9977166.89
169,992610,9961893,59003,49346,49161,490636,637314,490636,995763.86,9977722.0
170,1002446,10060685,59589,49805,49652,495535,643209,495535,995790.4,9978278.78
171,992733,9963770,58995,49553,49156,490587,640136,490587,995818.93,9978853.19
172,1002559,10062593,59584,50012,49648,495486,646062,495486,995846.76,9979427.54
173,992849,9965871,59013,49775,49152,490736,643182,490538,995876.41,9980019.87
174,1002677,10064559,59580,50225,49643,495437,648973,495437,995905.61,9980611.29
175,992942,9967603,58981,49971,49148,490489,645859,490489,995935.87,9981215.13
176,1002797,10066462,59575,50433,49639,495388,651821,495388,995966.35,9981823.39
177,993059,9969509,58977,50180,49142,490440,648710,490440,995997.7,9982439.34
178,1002925,10068366,59567,50642,49632,495339,654670,495339,996029.28,9983060.83
179,993120,9971025,58968,50357,49159,490391,651171,490589,996061.38,9983689.4
180,1003045,10070187,59560,50847,49625,495290,657436,495290,996094.11,9984323.72
181,993209,9972663,58964,50547,49131,490342,653754,490342,996126.63,9984957.6
182,1003136,10071851,59554,51037,49622,495241,660045,495241,996160.07,9985600.89
183,993326,9974581,58958,50754,49127,490293,656617,490293,996193.83,9986249.09
184,1003252,10074049,59547,51263,49616,495192,663188,495192,996228.19,9986907.96
185,993459,9976549,58955,50966,49120,490244,659530,490244,996262.89,9987566.6
186,1003344,10075812,59541,51459,49612,495143,665896,495143,996297.59,9988230.47
187,993567,9978348,58948,51165,49116,490195,662274,490195,996332.78,9988896.49
188,1003456,10077720,59536,51671,49608,495094,668749,495094,996367.82,9989566.17
189,993691,9980254,58944,51373,49112,490146,665125,490146,996403.82,9990243.4
190,1003581,10079809,59533,51888,49603,495045,671783,495045,996439.7,9990927.05
191,993858,9982968,58935,51638,49107,490097,668784,490097,996477.2,9991624.79
192,1003735,10082260,59528,52137,49599,494996,675179,494996,996514.34,9992323.24
193,993985,9985150,58929,51868,49103,490048,671911,490048,996552.72,9993034.22
194,1003848,10084285,59520,52352,49594,494947,678149,494947,996590.72,9993745.63
195,994097,9987060,58920,52075,49099,489999,674766,489999,996629.85,9994468.92
196,1003991,10086456,59513,52580,49591,494898,681265,494898,996669.13,9995195.7
197,994262,9989789,58915,52347,49093,489950,678440,489950,996709.91,9995939.75
198,1004160,10088969,59508,52831,49583,494849,684723,494849,996750.33,9996681.43
199,994383,9991931,58910,52585,49090,489901,681725,489901,996791.48,9997432.85
200,1004290,10091143,59499,53074,49576,494800,688038,494800,996832.71,9998186.75
201,994491,9994056,58908,52811,49082,489852,684791,489852,996874.37,9998948.26
202,1004407,10093297,59493,53300,49573,494751,691137,494751,996917.48,9999725.36
203,994657,9996471,58904,53056,49078,489803,688151,489803,996960.83,10000505.53
204,1004546,10095550,59488,53536,49567,494702,694335,494702,997005.03,10001295.84
205,994762,9998325,58896,53258,49071,489754,690950,489754,997048.46,10002077.9
206,1004651,10097629,59484,53752,49563,494653,697359,494653,997093.25,10002879.95
207,995003,10001707,58888,53575,49067,489705,695277,489705,997138.85,10003689.08
208,985331,9905535,58302,53311,48574,484806,692004,484806,996990.11,10002563.29
209,995106,10003484,58882,53775,49063,489655,698004,489655,997036.66,10003387.12
210,985433,9907341,58297,53507,48570,484756,694760,484756,996888.66,10002270.56
211,995249,10005876,58872,54016,49058,489605,701346,489605,996935.73,10003102.57
212,985602,9910035,58287,53773,48567,484707,698399,484707,996788.74,10001998.86
213,995430,10008670,58867,54286,49054,489556,705085,489556,996837.12,10002848.87
214,985746,9912441,58278,54014,48560,484658,701750,484658,996691.1,10001758.95
215,995580,10011095,58864,54531,49050,489507,708455,489507,996740.99,10002626.32
216,985902,9914821,58274,54255,48558,484609,705075,484609,996596.11,10001551.34
217,995724,10013523,58859,54776,49044,489458,711828,489458,996647.07,10002434.38
218,986041,9917135,58269,54494,48555,484560,708334,484560,996503.07,10001372.93
219,995876,10015992,58857,55028,49040,489409,715242,489409,996555.01,10002270.03
220,986266,9920447,58263,54806,48549,484511,712591,484511,996412.76,10001231.65
221,996061,10019099,58848,55320,49033,489360,719294,489360,996466.08,10002150.0
222,986428,9923204,58256,55073,48544,484462,716293,484462,996324.7,10001124.73
223,996229,10021892,58839,55591,49028,489311,723032,489311,996379.13,10002057.68
224,986614,9926091,58254,55354,48537,484413,720125,484413,996239.33,10001053.14
225,996393,10024398,58836,55845,49021,489262,726483,489262,996295.3,10002006.33
226,986767,9928713,58249,55616,48532,484364,723692,484364,996156.48,10001017.61
227,996579,10027225,58823,56120,49018,489213,730255,489213,996213.55,10001986.0
228,986938,9931399,58240,55879,48525,484315,727323,484315,996076.19,10001015.0
229,996772,10030172,58820,56405,49013,489164,734147,489164,996134.57,10002000.91
230,987108,9934101,58233,56146,48521,484266,730970,484266,995998.51,10001046.45
231,996941,10032811,58816,56666,49009,489115,737731,489115,996058.05,10002047.98
232,987329,9937333,58226,56453,48518,484217,735147,484217,995923.43,10001111.32
233,997124,10035643,58811,56943,49005,489066,741508,489066,995984.21,10002128.3
234,987511,9940120,58220,56723,48511,484168,738879,484168,995850.66,10001206.62
235,997315,10038489,58809,57218,49001,489017,745299,489017,995912.76,10002241.31
236,987704,9943110,58218,57012,48509,484119,742814,484119,995780.44,10001336.08
237,997506,10041441,58802,57502,48995,488968,749196,488968,995843.93,10002387.79
238,987865,9945703,58209,57267,48505,484070,746352,484070,995712.64,10001498.07
239,997678,10044347,58793,57783,48990,488919,753047,488919,995777.13,10002565.75
240,988035,9948331,58206,57528,48500,484021,749925,484021,995646.79,10001688.29
241,997861,10047256,58788,58062,48984,488870,756901,488870,995712.61,10002773.57
242,988217,9951312,58201,57813,48495,483972,753851,483972,995583.27,10001912.91
243,998060,10050557,58780,58375,48979,488821,761147,488821,995650.47,10003018.55
244,988393,9954341,58195,58103,48489,483923,757825,483923,995522.44,10002177.12
245,998234,10053294,58772,58643,48972,488772,764829,488772,995590.78,10003299.32
246,988572,9957124,58185,58374,48483,483874,761553,483874,995464.03,10002474.58
247,998463,10056697,58768,58962,48969,488723,769177,488723,995533.69,10003614.53
248,988772,9960151,58180,58666,48476,483825,765525,483825,995408.05,10002802.86
249,998641,10059343,58764,59223,48964,488674,772768,488674,995478.2,10003948.84
250,988935,9962795,58194,58926,48472,483968,769118,483776,995353.29,10003145.3
251,998801,10062032,58761,59484,48960,488624,776403,488625,995424.38,10004305.12
252,989140,9965819,58171,59214,48469,483726,773084,483727,995300.67,10003517.32
253,998994,10064927,58757,59762,48956,488575,780243,488576,995372.77,10004690.29
254,989377,9969424,58164,59547,48482,483677,777634,483874,995250.32,10003920.0
255,999217,10068259,58749,60074,48952,488526,784520,488527,995323.59,10005107.51
256,989588,9972608,58157,59846,48460,483628,781763,483629,995202.36,10004354.12
257,999479,10072218,58740,60437,48946,488477,789424,488478,995277.06,10005561.61
258,989818,9976013,58155,60164,48456,483579,786113,483580,995156.92,10004823.65
259,999710,10075695,58733,60760,48941,488428,793846,488429,995233.31,10006051.41
260,990044,9979575,58149,60495,48450,483530,790620,483531,995114.23,10005331.19
261,999937,10079443,58723,61102,48935,488379,798539,488380,995191.79,10006577.76
262,990270,9983299,58138,60851,48446,483481,795485,483482,995074.28,10005880.5
263,1000155,10082866,58720,61421,48930,488330,802907,488331,995153.14,10007144.34
264,990504,9986880,58133,61167,48440,483432,799815,483433,995036.94,10006465.05
265,1000398,10086606,58717,61761,48923,488281,807592,488282,995117.13,10007749.24
266,990720,9990233,58125,61480,48434,483383,804113,483384,995002.19,10007085.08
267,1000642,10090237,58712,62097,48920,488232,812168,488233,995083.52,10008386.33
268,990954,9993811,58122,61810,48427,483334,808636,483335,994969.88,10007740.37
269,1000871,10093681,58708,62418,48914,488183,816557,488184,995052.49,10009058.25
270,991178,9997185,58118,62125,48422,483285,812955,483286,994939.81,10008423.25
271,1001107,10097277,58703,62747,48911,488134,821098,488135,995023.55,10009758.32
272,991455,10001365,58110,62500,48420,483236,818080,483237,994912.51,10009146.04
273,981923,9906536,57527,62265,47930,478387,815204,478388,994803.25,10008552.69
274,991668,10004454,58107,62794,48413,483186,822119,483187,994693.16,10007951.64
275,982116,9909629,57521,62559,47926,478337,819247,478338,994584.9,10007371.9
276,991915,10007971,58101,63121,48410,483136,826586,483137,994476.08,10006786.99
277,982363,9913395,57516,62904,47922,478287,823963,478288,994369.12,10006225.85
278,992192,10012200,58093,63502,48406,483086,831765,483087,994261.79,10005664.19
279,982576,9916771,57509,63218,47916,478237,828289,478238,994156.35,10005121.65
280,992420,10015813,58082,63833,48401,483036,836328,483037,994050.1,10004577.91
281,982827,9920574,57506,63562,47914,478188,833041,478188,993946.28,10004057.02
282,992624,10019160,58080,64140,48397,482987,840624,482987,993841.16,10003530.11
283,983032,9923619,57498,63846,47910,478139,837031,478139,993738.22,10003020.49
284,992846,10022814,58072,64472,48391,482938,845223,482938,993634.16,10002508.14
285,983341,9928133,57489,64244,47906,478090,842490,478090,993532.98,10002023.98
286,993137,10027165,58069,64861,48384,482889,850519,482889,993430.91,10001537.51
287,983583,9931864,57483,64600,47901,478041,847360,478041,993331.07,10001072.67
288,993355,10030482,58065,65171,48377,482840,854781,482840,993230.06,10000600.29
289,983782,9934945,57477,64882,47894,477992,851192,477992,993130.97,10000147.2
290,993571,10033917,58056,65489,48373,482791,859161,482791,993030.87,9999688.28
291,984074,9939286,57473,65268,47891,477943,856478,477943,992933.03,9999251.46
292,993862,10038102,58052,65862,48371,482742,864291,482742,992834.3,9998809.88
293,984325,9943294,57469,65627,47881,477894,861431,477894,992737.7,9998391.32
294,994157,10042321,58046,66236,48364,482693,869455,482693,992640.79,9997971.68
295,984604,9947572,57464,66008,47897,477845,866654,478039,992545.86,9997576.8
296,994414,10046309,58035,66590,48361,482644,874388,482644,992450.09,9997175.33
297,984854,9951369,57457,66345,47873,477796,871396,477796,992356.01,9996791.13
298,994678,10050259,58032,66944,48357,482595,879283,482595,992261.19,9996404.03
299,985082,9955052,57450,66681,47867,477747,876022,477747,992168.18,9996035.24
300,994937,10054303,58025,67308,48352,482546,884270,482546,992074.65,9995666.84
301,985383,9959398,57445,67064,47865,477698,881311,477698,991983.57,9995320.26
302,995250,10058953,58020,67718,48348,482497,889863,482497,991892.0,9994976.82
303,985690,9963884,57436,67463,47860,477649,886740,477649,991802.33,9994650.95
304,995531,10063324,58017,68105,48342,482448,895176,482448,991712.18,9994328.69
305,986022,9968769,57430,67887,47857,477600,892567,477600,991624.78,9994033.13
306,995836,10067971,58008,68512,48334,482399,900765,482399,991536.63,9993736.55
307,986378,9973696,57430,68244,47857,477600,897499,477600,991450.38,9993456.44
308,996216,10073214,58008,68892,48334,482399,906013,482399,991559.23,9995133.23
309,986800,9979405,57430,68662,47857,477600,903210,477600,991476.17,9994892.44
310,996601,10078473,58008,69277,48334,482399,911274,482399,991587.85,9996603.76
311,987143,9984204,57430,69011,47857,477600,908011,477600,991506.79,9996387.04
312,997001,10084018,58008,69678,48334,482399,916821,482399,991620.78,9998126.87
313,987578,9990142,57430,69443,47857,477600,913951,477600,991542.26,9997941.59
314,997387,10089314,58008,70064,48334,482399,922119,482399,991658.67,9999710.32
315,987908,9994772,57430,69777,47857,477600,918583,477600,991581.95,9999547.09
316,997772,10094643,58008,70449,48334,482399,927450,482399,991700.65,10001345.31
317,988326,10000481,57430,70193,47876,477600,924294,477792,991626.67,10001214.89
318,978859,9906397,56858,69944,47409,472801,921216,473184,991554.85,10001107.51
319,988598,10004529,57425,70552,47871,477550,929291,477743,991482.07,10000992.88
320,979156,9910773,56852,70327,47386,472751,926541,472943,991410.97,10000896.14
321,988917,10009342,57420,70975,47864,477500,935053,477693,991339.53,10000798.57
322,979466,9915269,56846,70724,47384,472701,931986,472893,991269.91,10000719.22
323,989253,10014373,57417,71410,47861,477450,941033,477643,991200.15,10000644.03
324,979864,9920987,56834,71213,47379,472651,938651,472843,991132.65,10000592.99
325,989591,10019456,57410,71853,47853,477400,947063,477593,991064.63,10000543.57
326,980186,9925999,56831,71647,47375,472602,944600,472794,990998.82,10000516.43
327,989973,10025063,57402,72329,47848,477351,953607,477544,990932.76,10000494.81
328,980642,9932300,56831,72104,47375,472602,950909,472792,990869.8,10000503.82
329,990412,10031071,57402,72770,47847,477351,959623,477542,990806.2,10000512.81
330,981062,9938107,56831,72543,47375,472602,956909,472791,990745.74,10000552.87
331,990828,10036807,57402,73186,47847,477351,965361,477541,990684.61,10000592.83
332,981476,9943696,56831,72936,47375,472602,962310,472790,990626.08,10000656.46
333,991308,10043385,57402,73667,47847,477351,971942,477540,990567.92,10000733.88
334,981963,9950423,56831,73444,47375,472602,969230,472789,990512.44,10000836.91
335,991771,10049759,57402,74130,47847,477351,978318,477539,990457.0,10000949.61
336,982413,9956557,56831,73875,47374,472602,975175,472788,990404.09,10001084.08
337,992191,10055489,57402,74550,47847,477351,984050,477538,990350.94,10001224.56
338,982819,9962107,56854,74278,47374,472792,980727,472787,990300.48,10001388.6
339,992667,10061981,57402,75026,47847,477350,990544,477537,990250.37,10001564.94
340,983263,9968225,56831,74726,47374,472601,986847,472786,990202.65,10001763.88
341,993101,10067987,57402,75460,47847,477350,996552,477536,990155.05,10001971.19
342,983758,9974990,56831,75221,47374,472601,993614,472785,990110.46,10002207.97
343,993543,10074060,57402,75902,47847,477350,1002627,477535,990065.29,10002443.0
344,984213,9981227,56831,75677,47374,472601,999853,472784,990023.49,10002711.86
345,994018,10080555,57402,76377,47847,477350,1009124,477534,989981.33,10002984.47
346,984621,9986945,56831,76085,47374,472601,1005573,472783,989941.82,10003282.68
347,994480,10086904,57402,76839,47847,477350,1015475,477533,989901.99,10003584.75
348,985113,9993677,56831,76576,47393,472601,1012307,472972,989865.4,10003920.01
349,994973,10093672,57402,77333,47846,477350,1022245,477531,989828.72,10004263.3
350,985627,10000636,56831,77089,47374,472601,1019268,472780,989795.64,10004641.71
351,976274,9907567,56260,76845,46896,467852,1016258,468030,989570.37,10003097.06
352,985999,10006181,56826,77563,47370,472551,1025762,472730,989538.96,10003500.68
353,976646,9913260,56249,77328,46892,467802,1022900,467980,989315.48,10001984.01
354,986379,10011964,56818,78047,47363,472501,1032494,472680,989285.5,10002409.41
355,977090,9919723,56246,77866,46905,467752,1030310,468120,989064.23,10000924.05
356,986810,10018005,56815,78556,47355,472451,1039482,472631,989036.45,10001378.02
357,977455,9924913,56245,78308,46882,467703,1036439,467882,988816.21,9999904.97
358,987199,10023621,56809,79030,47348,472402,1046037,472582,988790.02,10000381.05
359,977960,9931940,56245,78835,46882,467702,1043666,467879,988572.52,9998943.5
360,987662,10030023,56808,79510,47348,472401,1052638,472579,988548.7,9999447.98
361,978382,9937781,56244,79256,46882,467701,1049514,467877,988333.15,9998031.36
362,988143,10036642,56808,79992,47348,472400,1059267,472577,988311.88,9998564.79
363,978890,9944755,56244,79763,46882,467700,1056497,467875,988099.23,9997183.68
364,988656,10043730,56808,80508,47347,472399,1066364,472575,988080.75,9997752.18
365,979398,9951731,56244,80271,46881,467700,1063477,467874,987870.75,9996403.43
366,989145,10050459,56808,81012,47347,472399,1073281,472574,987855.0,9997005.69
367,979847,9957975,56244,80736,46881,467700,1069907,467873,987647.05,9995683.07
368,989639,10057265,56808,81506,47347,472399,1080091,472573,987633.9,9996317.61
369,980344,9964896,56244,81255,46881,467700,1077020,467872,987428.63,9995029.76
370,990155,10064388,56808,82022,47347,472399,1087217,472572,987418.4,9995701.79
371,980881,9972225,56244,81773,46881,467700,1084164,467871,987216.14,9994451.27
372,990711,10071975,56808,82578,47347,472399,1094808,472571,987208.7,9995157.37
373,981442,9979910,56244,82336,46881,467700,1091853,467870,987203.89,9995891.11
374,991268,10079637,56808,83136,47347,472399,1102474,472570,987199.89,9996642.94
375,982046,9988088,56244,82937,46881,467700,1100035,467869,987199.19,9997427.53
376,991821,10087241,56808,83691,47346,472399,1110082,472569,987198.25,9998220.23
377,982554,9995179,56244,83449,46881,467700,1107130,467868,987200.16,9999038.07
378,992381,10094899,56808,84251,47346,472399,1117744,472568,987202.05,9999865.06
379,983139,10003153,56244,84033,46881,467700,1115108,467867,987207.68,10000728.88
380,973924,9911730,55676,83840,46408,463001,1112793,463167,987022.72,9999688.05
381,983625,10010116,56237,84609,46876,467650,1123020,467817,987030.7,10000583.47
382,974339,9917924,55670,84356,46402,462951,1119936,463117,986847.85,9999571.11
