,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Emissions Rolling,Supply Rolling,Clearing Price Rolling
650,946276,9999068,0,60000,76039,0,763528,756670,22.901675889911182,950770.58,10021020.09,25.043594467051562
651,951254,10051212,0,60287,76398,0,767131,760240,27.174691543649033,950752.07,10021332.01,25.073295143279168
652,950682,10045964,0,60287,76398,0,767131,760240,25.753037735638205,950733.67,10021647.69,25.095849801921762
653,950173,10040927,0,60287,76398,0,767131,760240,24.69473726205697,950715.92,10021967.72,25.113149028629667
654,949640,10035848,0,60287,76398,0,767131,760240,23.900163197993407,950698.19,10022287.22,25.118482176015345
655,949134,10031024,0,60287,76398,0,767131,760240,23.30238597998399,950681.0,10022609.73,25.1130917950312
656,948608,10025993,0,60287,76398,0,767131,760240,22.85972319443792,950613.98,10022412.3,25.060379547109278
657,948138,10021435,0,60287,76398,0,767131,760240,22.52672258063337,950548.71,10022227.19,25.021250140957065
658,947637,10016676,0,60287,76398,0,767131,760240,22.277530414737697,950483.99,10022047.98,24.99226509813067
659,947154,10011917,0,60287,76398,0,767131,760240,22.091141997099783,950419.79,10021872.32,24.970872924538007
660,946683,10007389,0,60287,76398,0,767131,760240,22.181042942300255,950356.62,10021706.89,24.957477119390447
661,946191,10002688,0,60287,76398,0,767131,760240,22.3943773770553,950293.63,10021543.68,24.95154945526024
662,945712,9998085,0,60287,76398,0,767131,760240,22.653328948783557,950231.44,10021387.32,24.95222042044791
663,950224,10046427,0,60664,76837,0,771906,764612,26.9882510774079,950219.64,10021763.8,24.99622346232875
664,949664,10041132,0,60664,76837,0,771906,764612,25.617473183239476,950207.52,10022139.0,25.025315193556672
665,949188,10036532,0,60664,76837,0,771906,764612,24.63104002971948,950195.97,10022518.93,25.043011849699642
666,948698,10031732,0,60664,76837,0,771906,764612,23.86024703757521,950130.73,10022338.97,25.010222518300665
667,948226,10027245,0,60664,76837,0,771906,764612,23.281649541306013,950067.17,10022172.53,24.986017872732642
668,947722,10022344,0,60664,76837,0,771906,764612,22.84727347407594,950004.06,10022011.09,24.96823297189484
669,947196,10017300,0,60664,76837,0,771906,764612,22.521441838558616,949941.38,10021852.96,24.955247089880945
670,946673,10012309,0,60664,76837,0,771906,764612,22.276348654016743,949879.07,10021699.46,24.94586655097562
671,946201,10007641,0,60664,76837,0,771906,764612,26.71268051643864,949817.61,10021552.75,24.985373914800913
672,945727,10003230,0,60664,76837,0,771906,764612,30.309904514717697,949756.76,10021411.96,25.064243704641694
673,945232,9998473,0,60664,76837,0,771906,764612,35.00179260556851,949696.37,10021276.07,25.192577408515827
674,949683,10046228,0,60970,77125,0,775811,767501,39.301533755967576,949685.49,10021667.95,25.363923881591386
675,949146,10041040,0,60970,77125,0,775811,767501,34.86265132436319,949674.93,10022058.88,25.490824395274686
676,948664,10036316,0,60970,77125,0,775811,767501,31.541743032613347,949664.85,10022452.01,25.584394725585852
677,948120,10031193,0,60970,77125,0,775811,767501,29.0542162535498,949599.65,10022276.93,25.610017419023585
678,947606,10026273,0,60970,77125,0,775811,767501,27.177781303735756,949535.35,10022107.93,25.629615214902152
679,947131,10021582,0,60970,77125,0,775811,767501,25.78393637806866,949471.85,10021945.96,25.644778989897514
680,946628,10016795,0,60970,77125,0,775811,767501,24.73402325947038,949408.77,10021788.36,25.656569567017797
681,946143,10012158,0,60970,77125,0,775811,767501,23.946203441773932,949346.62,10021639.81,25.665843002002244
682,945667,10007581,0,60970,77125,0,775811,767501,26.961684166367498,949284.98,10021497.36,25.70927117859458
683,945174,10002940,0,60970,77125,0,775811,767501,29.992618696903925,949223.9,10021361.51,25.785990767918943
684,944708,9998346,0,60970,77125,0,775811,767501,32.89683595114803,949163.91,10021232.75,25.89401561795259
685,949131,10045678,0,61250,77576,0,779399,771992,37.14742134070789,949153.4,10021626.89,26.035395703759335
686,948595,10040600,0,61250,77576,0,779399,771992,33.25424630292869,949142.75,10022021.11,26.12572515672176
687,948070,10035543,0,61250,77576,0,779399,771992,30.343710861997067,949132.54,10022416.62,26.176264200033593
688,947572,10030690,0,61250,77576,0,779399,771992,28.158803554661066,949073.97,10022302.08,26.16213629251518
689,947069,10025884,0,61250,77576,0,779399,771992,26.518253409095585,949016.03,10022191.98,26.151966770466192
690,946581,10021124,0,61250,77576,0,779399,771992,25.2919501560421,948958.56,10022086.61,26.144802634026856
691,946084,10016422,0,61250,77576,0,779399,771992,24.372742685760095,948901.42,10021984.94,26.1398687731181
692,945594,10011740,0,61250,77576,0,779399,771992,23.683239733866813,948844.6,10021887.95,26.136617912836815
693,945160,10007544,0,61250,77576,0,779399,771992,26.327192438841692,948789.22,10021801.35,26.16624935168222
694,944708,10003120,0,61250,77576,0,779399,771992,28.7337545066405,948734.47,10021719.75,26.22479040573577
695,944249,9998669,0,61250,77576,0,779399,771992,30.97654344514365,948680.13,10021641.95,26.30114123890326
696,948949,10049282,0,61670,77989,0,784714,776115,35.260502470666516,948677.93,10022119.56,26.414900617647067
697,948415,10044228,0,61670,77989,0,784714,776115,31.846758280474944,948675.59,10022596.88,26.48952978921963
698,947869,10038933,0,61670,77989,0,784714,776115,29.2877314322497,948623.97,10022550.78,26.4956590177207
699,947391,10034311,0,61670,77989,0,784714,776115,27.367394318868126,948573.32,10022513.48,26.500700964693518
700,946864,10029267,0,61670,77989,0,784714,776115,25.927951237432882,948522.57,10022475.51,26.504873458515576
701,946350,10024278,0,61670,77989,0,784714,776115,24.849613063111157,948472.09,10022439.34,26.508423101646937
702,945863,10019664,0,61670,77989,0,784714,776115,24.044018600634605,948421.89,10022404.96,26.511548362295507
703,945384,10014911,0,61670,77989,0,784714,776115,23.43666358551245,948372.29,10022374.72,26.514303292536123
704,944972,10010805,0,61670,77989,0,784714,776115,23.939168755720054,948323.83,10022354.64,26.52637743839205
705,944484,10006275,0,61670,77989,0,784714,776115,24.27385715233425,948275.51,10022337.18,26.540596182500686
706,944028,10001798,0,61670,77989,0,784714,776115,24.628617470160563,948227.81,10022324.76,26.554326348290143
707,943564,9997369,0,61670,77989,0,784714,776115,24.99065820299668,948180.51,10022315.99,26.56772442362303
708,947899,10043685,0,62011,78396,0,789065,780145,29.32867861105655,948135.48,10022331.76,26.58058702655819
709,947356,10038761,0,62011,78396,0,789065,780145,27.39877067073183,948090.72,10022351.08,26.59063360123155
710,946841,10033731,0,62011,78396,0,789065,780145,26.008224785406068,948045.95,10022369.11,26.599144943241953
711,946373,10029196,0,62011,78396,0,789065,780145,24.91261791577319,948001.63,10022390.91,26.605956034688607
712,945896,10024551,0,62011,78396,0,789065,780145,24.086950347824658,947957.5,10022413.85,26.611419350588672
713,945422,10019960,0,62011,78396,0,789065,780145,23.774768645329555,947913.71,10022439.35,26.61898711919647
714,944984,10015725,0,62011,78396,0,789065,780145,23.23830803987737,947870.82,10022472.75,26.62508936546516
715,944541,10011465,0,62011,78396,0,789065,780145,23.130613194702892,947828.43,10022511.03,26.623622733330507
716,944077,10006988,0,62011,78396,0,789065,780145,23.808793502198043,947786.38,10022552.93,26.622065745235172
717,943622,10002548,0,62011,78396,0,789065,780145,24.435072497289834,947744.8,10022598.9,26.620631377789167
718,943155,9998163,0,62011,78396,0,789065,780145,25.013163142635413,947651.36,10022095.8,26.58032687605854
719,947914,10049073,0,62433,78973,0,794378,785908,29.344732542896985,947611.34,10022155.94,26.602329215440914
720,947371,10044048,0,62433,78973,0,794378,785908,27.415831942573952,947571.28,10022217.94,26.618810366986494
721,946857,10039078,0,62433,78973,0,794378,785908,25.974314527453444,947531.3,10022280.6,26.631607377241597
722,946384,10034446,0,62433,78973,0,794378,785908,24.89048432326304,947492.0,10022348.92,26.64166950232654
723,945908,10029852,0,62433,78973,0,794378,785908,24.078600218304967,947452.95,10022419.27,26.64962233932493
724,945469,10025637,0,62433,78973,0,794378,785908,23.47201138821852,947414.71,10022496.74,26.655988098031695
725,944967,10020829,0,62433,78973,0,794378,785908,23.01740417979317,947376.48,10022575.87,26.661238408253947
726,944471,10016069,0,62433,78973,0,794378,785908,22.6749367241739,947337.95,10022652.11,26.62850765037791
727,944064,10011997,0,62433,78973,0,794378,785908,26.60584180277922,947300.57,10022737.34,26.603530635516673
728,943597,10007480,0,62433,78973,0,794378,785908,30.461038567762262,947263.68,10022825.61,26.587067167498475
729,943129,10003006,0,62433,78973,0,794378,785908,34.257851619724796,947176.23,10022377.16,26.566051181300807
730,942657,9998574,0,62433,78973,0,794378,785908,38.045299252770974,947089.69,10021938.11,26.62015242088877
731,947193,10047379,0,62797,79449,0,798988,790657,42.294416342831994,947053.93,10022039.23,26.74461877095186
732,946673,10042267,0,62797,79449,0,798988,790657,37.12834650369934,947018.48,10022142.06,26.838341690172587
733,946156,10037255,0,62797,79449,0,798988,790657,33.25866636156503,946983.22,10022246.73,26.909056979795814
734,945711,10032999,0,62797,79449,0,798988,790657,30.357858639578094,946948.72,10022358.91,26.962497019924403
735,945228,10028326,0,62797,79449,0,798988,790657,28.181046516613563,946914.26,10022472.28,27.002990186268807
736,944783,10024010,0,62797,79449,0,798988,790657,26.548868999609706,946880.33,10022589.85,27.033751465528884
737,944317,10019422,0,62797,79449,0,798988,790657,25.324489587545116,946846.73,10022708.64,27.02702294015285
738,943857,10015040,0,62797,79449,0,798988,790657,24.407000546052615,946813.63,10022832.03,26.988305933132366
739,943377,10010413,0,62797,79449,0,798988,790657,23.71882656847986,946780.66,10022956.6,26.91969923920594
740,942925,10006107,0,62797,79449,0,798988,790657,26.599790181053073,946696.62,10022543.2,26.83698647244223
741,942472,10001656,0,62797,79449,0,798988,790657,30.027114585857667,946613.66,10022138.38,26.8220414485533
742,942014,9997294,0,62797,79449,0,798988,790657,33.328105768968406,946531.28,10021740.23,26.865181889448603
743,946458,10045057,0,63156,79900,0,803594,795108,37.60393547344147,946498.1,10021866.23,26.96986085386056
744,945949,10040233,0,63156,79900,0,803594,795108,33.617382351999154,946465.34,10021996.28,27.048704535117505
745,945484,10035667,0,63156,79900,0,803594,795108,30.625368170550423,946432.66,10022126.46,27.10819911209681
746,944978,10030699,0,63156,79900,0,803594,795108,28.386010860737244,946399.75,10022252.46,27.15326274253191
747,944505,10026096,0,63156,79900,0,803594,795108,26.705754361496425,946367.34,10022382.31,27.18745530029511
748,944077,10022034,0,63156,79900,0,803594,795108,25.443518855955222,946335.38,10022517.57,27.213488422047913
749,943617,10017636,0,63156,79900,0,803594,795108,24.756839613185218,946303.77,10022656.3,27.23360330838475
750,943162,10013312,0,63156,79900,0,803594,795108,23.983531850561697,946272.63,10022798.74,27.244421867991253
751,942742,10009224,0,63156,79900,0,803594,795108,23.570982221254607,946187.51,10022378.86,27.20838477476731
752,942313,10005027,0,63156,79900,0,803594,795108,23.1226811103854,946103.82,10021969.49,27.182081208514777
753,941886,10000872,0,63156,79900,0,803594,795108,23.056296547074766,946020.95,10021568.94,27.165696801364955
754,941461,9996712,0,63156,79900,0,803594,795108,22.734530102613768,945939.16,10021177.58,27.15404047041116
755,946703,10052000,0,63466,80332,0,807490,799383,27.14428874173191,945914.85,10021387.34,27.19245949802864
756,946188,10047058,0,63466,80316,0,807490,799223,25.772811584366295,945890.65,10021597.99,27.22159038192792
757,945698,10042346,0,63466,80332,0,807490,799381,24.74654574213585,945866.25,10021807.1,27.243788613542947
758,945242,10037828,0,63466,80332,0,807490,799381,23.9742905775049,945842.3,10022018.62,27.260756215170616
759,944754,10033212,0,63466,80332,0,807490,799381,23.399551383585454,945818.3,10022231.57,27.27384030903547
760,944268,10028509,0,63466,80332,0,807490,799381,22.965717049394776,945794.15,10022442.77,27.281687050106417
761,943811,10023983,0,63466,80332,0,807490,799381,22.64356405705304,945770.35,10022655.72,27.284178916906395
762,943320,10019356,0,63466,80332,0,807490,799381,22.40187520641385,945746.43,10022868.43,27.2816643794827
763,942891,10015202,0,63466,80332,0,807490,799381,22.21732645994478,945673.1,10022556.18,27.23395513330807
764,942440,10010815,0,63466,80332,0,807490,799381,22.081616024773794,945600.86,10022253.01,27.198596561723413
765,942005,10006612,0,63466,80332,0,807490,799381,25.500421815948556,945529.03,10021953.81,27.2072903795857
766,941556,10002308,0,63466,80332,0,807490,799381,28.898019266888053,945457.61,10021659.57,27.25766810187883
767,941119,9998047,0,63466,80332,0,807490,799381,32.14722366457796,945386.54,10021367.59,27.346323843111556
768,945488,10044894,0,63791,80748,0,811634,803550,36.42823986798308,945364.2,10021593.09,27.482133507050627
769,944990,10040120,0,63791,80748,0,811634,803550,32.73934133596489,945342.14,10021821.29,27.58431250202469
770,944561,10035875,0,63791,80748,0,811634,803550,29.973650309442846,945321.02,10022056.95,27.661285518578953
771,944067,10031230,0,63791,80748,0,811634,803550,27.899818151662554,945299.68,10022292.84,27.673156894931193
772,943595,10026614,0,63791,80748,0,811634,803550,26.345398072256057,945278.36,10022526.68,27.633511830506578
773,943147,10022184,0,63791,80748,0,811634,803550,25.18254782212762,945257.51,10022763.79,27.53531938267217
774,942708,10017933,0,63791,80748,0,811634,803550,24.306742090224407,945187.76,10022480.84,27.385371466014735
775,942241,10013461,0,63791,80748,0,811634,803550,23.650768541778337,945118.71,10022205.05,27.273252638188886
776,941811,10009306,0,63791,80748,0,811634,803550,25.73772549436552,945050.18,10021934.95,27.215212462806406
777,941369,10005090,0,63791,80748,0,811634,803550,27.904258417571768,944982.67,10021673.92,27.203712884446627
778,940959,10001014,0,63791,80748,0,811634,803550,29.892039448508292,944916.2,10021421.33,27.230855465894354
779,940531,9996844,0,63791,80748,0,811634,803550,31.674553419602,944850.2,10021173.95,27.28976163630969
780,944926,10044245,0,64126,81263,0,815863,808660,36.01592302809013,944833.18,10021448.45,27.40258063399589
781,944428,10039524,0,64126,81247,0,815863,808502,32.43065757638084,944816.03,10021722.11,27.487425175341958
782,944009,10035379,0,64126,81262,0,815863,808658,29.748646229840887,944799.45,10022000.09,27.515294795976693
783,943568,10031087,0,64126,81262,0,815863,808658,27.73405276576588,944783.39,10022281.56,27.49270913666531
784,943069,10026355,0,64126,81262,0,815863,808658,26.224497055927028,944767.0,10022561.65,27.4259857477131
785,942632,10022170,0,64126,81262,0,815863,808658,25.09806029194527,944702.01,10022326.57,27.305492137225475
786,942182,10017696,0,64126,81262,0,815863,808658,24.25276418688085,944637.88,10022097.53,27.215477316064998
787,941734,10013421,0,64126,81262,0,815863,808658,23.61038190174446,944574.52,10021876.31,27.148144026462475
788,941320,10009318,0,64126,81262,0,815863,808658,24.657217557017727,944512.0,10021662.59,27.11312816648604
789,940869,10004981,0,64126,81262,0,815863,808658,25.846316339895015,944450.0,10021453.56,27.106408795794035
790,940427,10000735,0,64126,81262,0,815863,808658,27.027529014317285,944388.46,10021249.67,27.123764584376787
791,940002,9996633,0,64126,81262,0,815863,808658,28.120683731353004,944327.64,10021051.78,27.161243994832716
792,944373,10043298,0,64346,81648,0,818656,812491,32.41477590121559,944315.43,10021367.36,27.248559356506206
793,943898,10038785,0,64346,81648,0,818656,812491,29.742992495017383,944302.81,10021679.77,27.282717357067963
794,943473,10034494,0,64346,81648,0,818656,812491,27.739651193751982,944290.46,10021993.51,27.272776323939073
795,943019,10030237,0,64346,81648,0,818656,812491,26.235363395313986,944278.16,10022309.19,27.225364523440774
796,942569,10025848,0,64346,81648,0,818656,812491,25.11363530980643,944214.36,10022074.85,27.123895851832177
797,942141,10021682,0,64346,81648,0,818656,812491,24.269796794854823,944151.62,10021849.39,27.04812623697597
798,941708,10017540,0,64346,81648,0,818656,812491,23.633615402408925,944090.01,10021635.46,26.991585076677566
799,941260,10013138,0,64346,81648,0,818656,812491,23.15842345223171,944028.7,10021423.73,26.9494953680112
800,940840,10009057,0,64346,81648,0,818656,812491,24.481915104318645,943968.46,10021221.63,26.935035006680053
801,940412,10004890,0,64346,81648,0,818656,812491,25.93474323169756,943909.08,10021027.75,26.94588630836592
802,939982,10000770,0,64346,81648,0,818656,812491,27.423216593196024,943850.27,10020838.81,26.979678288291538
803,939559,9996679,0,64346,81648,0,818656,812491,28.771957049202967,943792.02,10020656.49,27.033031222928443
804,943918,10043289,0,64652,82116,0,822507,817145,33.124070241944764,943781.48,10020981.33,27.124880237790695
805,943435,10038789,0,64652,82099,0,822507,816977,30.276048888791063,943770.99,10021306.47,27.184902155155264
806,943025,10034678,0,64652,82115,0,822507,817143,28.139016723573356,943760.96,10021635.27,27.220006147689393
807,942528,10029919,0,64652,82115,0,822507,817143,26.540274447441924,943750.6,10021960.77,27.235502310133842
808,942081,10025535,0,64652,82115,0,822507,817143,25.3413760483474,943692.42,10021779.27,27.19562928450675
809,941657,10021381,0,64652,82115,0,822507,817143,24.439585633911065,943635.43,10021605.47,27.166037434138545
810,941216,10017115,0,64652,82115,0,822507,817143,23.766524331816278,943579.18,10021439.31,27.14362042960264
811,940776,10012884,0,64652,82115,0,822507,817143,23.259048390173092,943523.21,10021276.19,27.12708473434664
812,940355,10008824,0,64652,82115,0,822507,817143,25.26637262592169,943467.8,10021118.92,27.13887895712761
813,939925,10004614,0,64652,82115,0,822507,817143,27.469236041227994,943412.83,10020965.46,27.175823631086597
814,939489,10000403,0,64652,82115,0,822507,817143,29.685183013393647,943357.88,10020812.24,27.24029238082176
815,939067,9996333,0,64652,82115,0,822507,817143,31.758272538477833,943303.14,10020660.92,27.32656897425951
816,943205,10040681,0,64923,82579,0,825960,821762,36.08778719435481,943294.42,10020997.85,27.449358911181076
817,942724,10036173,0,64923,82562,0,825960,821594,32.50008697110857,943285.44,10021334.1,27.530009055919262
818,942331,10032189,0,64923,82578,0,825960,821760,29.832018870715537,943277.2,10021674.36,27.578197613200068
819,941893,10028043,0,64923,82578,0,825960,821760,27.810777947209,943216.99,10021464.06,27.562858067243187
820,941506,10024286,0,64923,82578,0,825960,821760,26.297121811866397,943158.34,10021266.44,27.551670965936115
821,941076,10020129,0,64923,82578,0,825960,821760,25.159344018474265,943100.53,10021076.95,27.543521260846322
822,940651,10016039,0,64923,82578,0,825960,821760,24.30837264267666,943043.2,10020892.88,27.53770014404046
823,940228,10011923,0,64923,82578,0,825960,821760,23.670604038389865,942986.4,10020713.59,27.533620182241307
824,939837,10008186,0,64923,82578,0,825960,821760,27.47265945029965,942930.08,10020539.08,27.573626662862115
825,939401,10003956,0,64923,82578,0,825960,821760,31.400443492599027,942874.42,10020370.35,27.657457055990175
826,938965,9999672,0,64923,82578,0,825960,821760,35.2591512036934,942819.36,10020206.38,27.783299200785372
827,942971,10042880,0,65339,83058,0,831242,826533,39.54785820893022,942808.43,10020515.21,27.912719364846886
828,942521,10038520,0,65339,83058,0,831242,826533,35.09705628151935,942797.67,10020825.61,27.95907954198445
829,942085,10034166,0,65339,83058,0,831242,826533,31.761697986215502,942787.23,10021137.21,27.934118005649356
830,941656,10030094,0,65339,83058,0,831242,826533,29.259927450352514,942777.22,10021452.41,27.84626428762517
831,941220,10025855,0,65339,83058,0,831242,826533,27.474357352470268,942717.49,10021237.17,27.698063697721555
832,940829,10022026,0,65339,83058,0,831242,826533,26.04467778878879,942659.05,10021034.76,27.587227010572448
833,940391,10017837,0,65339,83058,0,831242,826533,24.97100834159159,942601.4,10020840.58,27.50435043037271
834,939977,10013750,0,65339,83058,0,831242,826533,24.19884449148781,942544.06,10020648.09,27.442760288891808
835,939597,10010147,0,65339,83058,0,831242,826533,23.593577813060303,942487.75,10020466.3,27.396885601856276
836,939195,10006277,0,65339,83058,0,831242,826533,23.158146322758192,942431.87,10020288.97,27.36297837508776
837,938791,10002310,0,65339,83058,0,831242,826533,22.809300432759336,942376.61,10020117.85,27.337826483539903
838,938391,9998383,0,65339,83058,0,831242,826533,22.647568064100806,942321.95,10019951.28,27.320232158720383
839,943538,10053313,0,65747,83521,0,836406,831169,27.01252089746911,942323.56,10020380.28,27.353169102010273
840,943066,10048701,0,65747,83504,0,836406,830996,25.69808546545516,942324.97,10020806.22,27.3441520548543
841,942638,10044595,0,65747,83521,0,836406,831167,24.71282241111183,942326.63,10021235.61,27.29100913310684
842,942201,10040292,0,65747,83521,0,836406,831167,23.977234023169423,942328.5,10021665.59,27.19750041564885
843,941739,10035831,0,65747,83521,0,836406,831167,23.422803234768374,942281.31,10021573.33,27.055689093262117
844,941319,10031756,0,65747,83521,0,836406,831167,23.00705875795401,942235.01,10021488.56,26.94958585732166
845,940902,10027754,0,65747,83521,0,836406,831167,22.695746496941887,942189.19,10021409.43,26.87028964058558
846,940478,10023600,0,65747,83521,0,836406,831167,22.464195045953797,942144.19,10021338.44,26.811071482437743
847,940045,10019351,0,65747,83521,0,836406,831167,22.291218573621975,942099.59,10021270.99,26.766926124558996
848,939612,10015138,0,65747,83521,0,836406,831167,22.82943844991763,942054.94,10021202.03,26.74078532049862
849,939251,10011599,0,65747,83521,0,836406,831167,26.961417806201887,942011.28,10021141.66,26.76283110242879
850,938824,10007468,0,65747,83521,0,836406,831167,31.86229499918434,941967.9,10021083.22,26.84161873391502
851,938424,10003529,0,65747,83521,0,836406,831167,36.15057862569233,941924.72,10021026.27,26.967414697959395
852,938020,9999643,0,65747,83521,0,836406,831167,40.42710496536532,941881.79,10020972.43,27.140458936509194
853,942541,10047905,0,66083,83845,0,840734,834365,44.7396890052883,941888.34,10021442.76,27.357292861091327
854,942063,10043561,0,66083,83826,0,840734,834178,38.99496459569284,941894.36,10021911.25,27.519897206022115
855,941645,10039410,0,66083,83807,0,840734,833993,34.69299960248739,941843.78,10021785.35,27.59538431462967
856,941230,10035398,0,66083,83826,0,840734,834176,31.462917403728895,941794.2,10021668.75,27.6522853728233
857,940752,10030855,0,66083,83826,0,840734,834176,29.045504650552136,941744.74,10021553.84,27.69527496190746
858,940371,10027082,0,66083,83826,0,840734,834176,27.228133357055917,941696.03,10021446.38,27.727813389702973
859,939995,10023432,0,66083,83826,0,840734,834176,25.863707914945287,941648.44,10021348.58,27.752454955016574
860,939574,10019368,0,66083,83826,0,840734,834176,24.84270534225648,941601.5,10021257.17,27.77122483794519
861,939181,10015496,0,66083,83826,0,840734,834176,26.31969004179943,941555.2,10021172.3,27.807986097792654
862,938822,10012033,0,66083,83826,0,840734,834176,30.579580416773478,941510.22,10021099.07,27.889763149896247
863,938403,10007910,0,66083,83826,0,840734,834176,28.50611388400868,941465.34,10021026.15,27.95265102413689
864,938014,10004185,0,66083,83826,0,840734,834176,32.7988222852241,941421.08,10020959.85,28.059823086741392
865,937618,10000323,0,66083,83826,0,840734,834176,30.09911671391807,941377.21,10020896.96,28.105810035721092
866,937244,9996678,0,66083,83826,0,840734,834176,33.83166006605364,941334.09,10020840.66,28.15514644371275
867,941672,10044013,0,66417,84280,0,844962,838719,38.129733640669045,941339.62,10021300.32,28.214971543473656
868,941205,10039719,0,66417,84280,0,844962,838719,34.04053779181923,941296.79,10021248.57,28.19109452271202
869,940801,10035658,0,66417,84280,0,844962,838719,30.976133371412633,941254.9,10021203.95,28.173462443066498
870,940383,10031669,0,66417,84280,0,844962,838719,28.67799818980417,941213.12,10021161.89,28.16050592187011
871,939953,10027537,0,66417,84280,0,844962,838719,26.957676974672058,941171.98,10021124.96,28.15108451010021
872,939518,10023307,0,66417,84280,0,844962,838719,25.665086686801608,941131.21,10021091.89,28.144281396245663
873,939121,10019422,0,66417,84280,0,844962,838719,24.696319318027196,941090.95,10021064.27,28.13941911120466
874,938696,10015261,0,66417,84280,0,844962,838719,23.971116557078318,941050.83,10021037.55,28.136062855873202
875,938305,10011480,0,66417,84280,0,844962,838719,23.99895840783809,941011.47,10021017.74,28.139544754533798
876,937915,10007708,0,66417,84280,0,844962,838719,24.264822550739662,940972.51,10021001.76,28.12481572509754
877,937535,10004002,0,66417,84280,0,844962,838719,24.56287811249196,940934.17,10020990.88,28.091401922046742
878,937147,10000148,0,66417,84280,0,844962,838719,24.804138144695784,940896.05,10020982.22,28.040522909008615
879,936744,9996334,0,66417,84280,0,844962,838719,25.07493547696875,940858.18,10020977.12,27.97452672958228
880,941561,10047855,0,66693,84650,0,848489,842387,29.519360673716964,940824.53,10021013.22,27.90956110603855
881,941102,10043601,0,66693,84615,0,848489,842043,27.585760405847076,940791.27,10021053.99,27.86111213433321
882,940718,10039753,0,66693,84615,0,848489,842045,26.137563717183298,940758.36,10021097.73,27.825001309206638
883,940278,10035405,0,66693,84632,0,848489,842213,25.05208005309716,940725.46,10021140.91,27.798181582079952
884,939813,10030924,0,66693,84632,0,848489,842213,24.234962728683307,940692.9,10021186.6,27.778286238807517
885,939387,10026833,0,66693,84632,0,848489,842213,23.628085400549747,940660.45,10021233.23,27.763586489893566
886,938959,10022637,0,66693,84632,0,848489,842213,23.170770124873446,940628.22,10021282.64,27.75276654927349
887,938533,10018473,0,66693,84632,0,848489,842213,22.82672458012495,940596.21,10021333.16,27.744929976057293
888,938115,10014355,0,66693,84632,0,848489,842213,22.57170796774416,940564.16,10021383.53,27.724074880164558
889,937731,10010599,0,66693,84632,0,848489,842213,23.369026757948188,940532.78,10021439.71,27.699301984345087
890,937324,10006721,0,66693,84632,0,848489,842213,24.2607275037002,940501.75,10021499.57,27.67163396923892
891,936938,10002882,0,66693,84632,0,848489,842213,25.052829188631733,940471.11,10021562.06,27.640955423811707
892,936550,9999085,0,66693,84632,0,848489,842213,25.775341147475352,940392.88,10021119.93,27.574561076274303
893,940978,10046499,0,67027,85089,0,852780,846765,30.277616636614148,940363.68,10021197.07,27.57990731769027
894,940504,10042241,0,67027,85072,0,852780,846594,28.15584163528085,940333.99,10021274.54,27.584069222105562
895,940106,10038208,0,67027,85055,0,852780,846425,26.68020261236267,940304.86,10021354.25,27.588517614276054
896,939643,10033844,0,67027,85038,0,852780,846257,25.46086738057566,940275.6,10021434.21,27.591989934983744
897,939262,10030034,0,67027,85055,0,852780,846423,24.550543919794784,940246.81,10021517.73,27.59479740623314
898,938823,10025762,0,67027,85055,0,852780,846423,23.86266023991686,940217.96,10021599.95,27.597087854608223
899,938429,10021866,0,67027,85055,0,852780,846423,23.346775468700983,940189.65,10021687.23,27.598971374772916
900,937989,10017716,0,67027,85055,0,852780,846423,22.964235447679584,940161.14,10021773.82,27.583794578206525
901,937588,10013786,0,67027,85055,0,852780,846423,22.676075136484325,940132.9,10021862.78,27.551207897254393
902,937226,10010150,0,67027,85055,0,852780,846423,25.351547316745226,940105.34,10021956.58,27.530491204489884
903,936844,10006453,0,67027,85055,0,852780,846423,27.84651011046998,940078.19,10022054.32,27.52123673510255
904,936457,10002730,0,67027,85055,0,852780,846423,30.124623174680856,940003.58,10021648.73,27.49124226442991
905,936081,9999111,0,67027,85055,0,852780,846423,32.19430478519675,939930.04,10021251.95,27.51042482339397
906,940639,10047745,0,67452,85464,0,858173,850468,36.55466228717767,939906.18,10021382.62,27.594581279030013
907,940145,10043432,0,67452,85427,0,858173,850102,32.87258538533399,939882.35,10021517.75,27.657904388408934
908,939783,10039576,0,67452,85463,0,858173,850464,30.109112462423916,939859.37,10021658.16,27.7055817525497
909,939300,10035080,0,67452,85463,0,858173,850464,28.037383767027766,939835.8,10021795.15,27.741559733880866
910,938870,10030929,0,67452,85463,0,858173,850464,26.48092640848953,939812.34,10021933.29,27.768703754647603
911,938457,10026846,0,67452,85463,0,858173,850464,25.318256073551847,939789.15,10022072.91,27.78929583148139
912,938074,10023130,0,67452,85463,0,858173,850464,24.443264153639852,939766.34,10022215.97,27.781064746758574
913,937694,10019462,0,67452,85463,0,858173,850464,23.790182445304644,939744.03,10022364.45,27.74427421079934
914,937272,10015346,0,67452,85463,0,858173,850464,23.30000862885028,939721.86,10022513.88,27.680422466953907
915,936886,10011613,0,67452,85463,0,858173,850464,26.506797455457736,939700.05,10022666.68,27.627907716123705
