,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Emissions Rolling,Supply Rolling,Clearing Price Rolling
1334,924686,10009800,0,77008,57708,0,979720,575743,35.83364401241808,927230.43,10024546.5,28.835373813080466
1335,924409,10007132,0,77008,57469,0,979720,573410,40.19151335856233,927196.14,10024436.87,29.003746322064618
1336,924153,10004536,0,77008,57243,0,979720,571146,45.20760246747322,927161.63,10024323.45,29.185324929628802
1337,923878,10001824,0,77008,57033,0,979720,569068,50.19759758704375,927126.87,10024208.41,29.375119067386123
1338,923663,9999665,0,77008,56832,0,979720,567037,55.18166785850313,927092.69,10024098.69,29.572211962757606
1339,928560,10051753,0,77420,56836,0,984909,567098,59.735676823160404,927110.3,10024538.28,29.76632578896062
1340,928143,10048568,0,77420,56601,0,984909,564756,50.34274701666359,927126.48,10024972.34,29.823645125881583
1341,927924,10045965,0,77420,56374,0,984909,562492,43.31891279144345,927143.27,10025408.27,29.86491982052843
1342,927608,10043230,0,77420,56105,0,984909,559826,38.032760290793746,927159.46,10025842.6,29.835644683414795
1343,927316,10040332,0,77420,55847,0,984909,557278,34.06697304495043,927120.77,10025688.84,29.722347818043872
1344,926974,10036996,0,77420,55539,0,984909,554203,31.09257066828672,927082.67,10025535.11,29.63767461091927
1345,926664,10033863,0,77420,55254,0,984909,551354,28.862177856789852,927044.07,10025378.91,29.57442575774753
1346,926364,10030942,0,77420,54989,0,984909,548731,27.187778294202406,927005.79,10025223.22,29.52721459451501
1347,926077,10028083,0,77420,54730,0,984909,546159,25.936121678766987,926967.85,10025070.85,29.492050666164165
1348,925794,10025236,0,77420,54471,0,984909,543587,24.997356297788762,926930.02,10024919.13,29.465987991728703
1349,925506,10022434,0,77420,54218,0,984909,541069,24.291977782092598,926892.71,10024772.92,29.446702606823678
1350,925222,10019660,0,77420,53965,0,984909,538565,23.764045398091305,926855.65,10024629.83,29.432468673398386
1351,924970,10017129,0,77420,53738,0,984909,536294,23.36536533691204,926818.71,10024487.88,29.422060907073778
1352,924709,10014554,0,77420,53508,0,984909,533992,24.530379311745758,926782.29,10024350.89,29.429135226843062
1353,924462,10012031,0,77420,53281,0,984909,531741,26.4467211681475,926746.28,10024216.99,29.4597201233032
1354,924189,10009347,0,77420,53042,0,984909,529329,28.105775370844068,926710.69,10024087.81,29.51018525322362
1355,923919,10006688,0,77420,52797,0,984909,526942,29.634249477506245,926675.3,10023959.35,29.578408760087864
1356,923656,10004058,0,77420,52561,0,984909,524579,31.061971723675867,926640.21,10023835.33,29.662582093534365
1357,923396,10001454,0,77420,52324,0,984909,522238,32.422265512130636,926605.43,10023712.57,29.761739283760853
1358,923135,9998878,0,77420,52092,0,984909,519920,33.72933905726134,926570.87,10023592.56,29.872482932598718
1359,927962,10050689,0,77854,52073,0,990456,519753,38.115883135256084,926587.44,10024018.88,30.022018158454657
1360,927568,10047512,0,77854,51809,0,990456,517103,34.12865547070812,926602.88,10024441.35,30.127048367814638
1361,927326,10044916,0,77854,51561,0,990456,514614,31.142185382935395,926618.61,10024865.53,30.197911906554364
1362,927044,10042326,0,77854,51319,0,990456,512196,28.905125440485282,926634.4,10025291.19,30.242315632957062
1363,926725,10039114,0,77854,51015,0,990456,509218,27.226281753494156,926600.52,10025192.1,30.225161109203924
1364,926428,10036229,0,77854,50750,0,990456,506567,25.963110953456965,926567.98,10025097.8,30.212589243876632
1365,926139,10033246,0,77854,50475,0,990456,503807,25.0219363896959,926535.29,10025002.6,30.202259198113897
1366,925890,10030842,0,77854,50255,0,990456,501633,24.31452921534885,926503.04,10024911.26,30.194782241939816
1367,925631,10028306,0,77854,50020,0,990456,499328,23.78324673483319,926470.85,10024820.58,30.189420750315193
1368,925383,10025716,0,77854,49787,0,990456,496946,23.3815828950674,926438.78,10024730.45,30.18556555893395
1369,925103,10023012,0,77854,49535,0,990456,494464,23.2032029996384,926407.32,10024646.78,30.184148297902667
1370,924837,10020374,0,77854,49290,0,990456,492049,22.949676999450713,926376.48,10024569.85,30.18331075920089
1371,924536,10017368,0,77854,49011,0,990456,489264,22.761605452367387,926346.03,10024495.6,30.182884243359375
1372,924269,10014756,0,77854,48769,0,990456,486861,27.241968767425,926316.07,10024427.44,30.229057813166026
1373,924030,10012345,0,77854,48550,0,990456,484669,31.19055537346693,926287.08,10024367.32,30.316067819595887
1374,923746,10009561,0,77854,48300,0,990456,482153,36.18638639069873,926258.03,10024306.82,30.453991263045555
1375,923494,10007024,0,77854,48064,0,990456,479832,40.551714346339786,926229.27,10024248.82,30.6043149148361
1376,923242,10004520,0,77854,47833,0,990456,477539,44.90136264286089,926200.99,10024195.03,30.762191220619755
1377,922996,10002032,0,77854,47603,0,990456,475261,49.245102261911875,926173.12,10024145.37,30.927484446879422
1378,922752,9999576,0,77854,47381,0,990456,473013,54.26094384607029,926145.71,10024099.86,31.107892003753232
1379,927543,10051125,0,78316,47334,0,996409,472551,58.654562005883236,926169.1,10024598.25,31.29773531633353
1380,927159,10048050,0,78316,47095,0,996409,470189,49.53709356439664,926191.46,10025094.0,31.362154428403695
1381,926913,10045293,0,78316,46839,0,996409,467652,42.70279209918181,926162.62,10025043.65,31.313654247864232
1382,926613,10042611,0,78316,46571,0,996409,464942,37.57709407438636,926135.02,10024999.21,31.277586334001864
1383,926278,10039294,0,78316,46259,0,996409,461855,33.73001339549685,926106.84,10024953.18,31.249546864387845
1384,925953,10036081,0,78316,45953,0,996409,458797,30.845831805881893,926078.64,10024903.53,31.22872350342832
1385,925676,10033284,0,78316,45691,0,996409,456174,28.682294288407803,926050.53,10024852.99,31.21326852925194
1386,925425,10030832,0,78316,45461,0,996409,453902,27.061985266570403,926022.85,10024807.7,31.20195049861561
1387,925180,10028390,0,78316,45234,0,996409,451645,25.847848466544114,925995.81,10024768.17,31.193601762475375
1388,924906,10025633,0,78316,44974,0,996409,449064,24.9369790846984,925968.9,10024729.07,31.187537319152696
1389,924637,10022911,0,78316,44724,0,996409,446526,24.251012296303628,925942.03,10024690.01,31.1831744363914
1390,924383,10020359,0,78316,44487,0,996409,444156,23.74196965294905,925915.81,10024656.55,31.180130238842697
1391,924116,10017833,0,78316,44245,0,996409,441800,23.357759290993837,925889.97,10024628.49,31.177804355638433
1392,923906,10015719,0,78316,44049,0,996409,439851,24.750946201627833,925865.13,10024609.59,31.193123710569058
1393,923641,10013097,0,78316,43805,0,996409,437407,26.55708544793307,925840.25,10024590.95,31.228605143426726
1394,923377,10010500,0,78316,43562,0,996409,434987,28.417668477071913,925815.61,10024574.36,31.28020694288841
1395,923121,10007929,0,78316,43320,0,996409,432589,30.116426802393008,925791.21,10024559.84,31.342377199218244
1396,922867,10005385,0,78316,43083,0,996409,430216,31.690114893462304,925767.01,10024547.34,31.41371088369108
1397,922617,10002866,0,78316,42846,0,996409,427866,33.16407372418157,925743.08,10024536.88,31.493705709445226
1398,922364,10000370,0,78316,42613,0,996409,425539,34.56457092164874,925719.31,10024528.36,31.581992333510247
1399,922119,9997903,0,78316,42384,0,996409,423239,35.9118649072374,925695.75,10024521.79,31.678276375753583
1400,926699,10047167,0,78714,42248,0,1001441,421900,40.29172347490487,925670.53,10024502.98,31.773435641560436
1401,926157,10042378,0,78714,42003,0,1001441,419447,35.76824978350073,925644.4,10024469.3,31.845071904681678
1402,925861,10039317,0,78714,41736,0,1001441,416792,32.39001712485959,925617.94,10024433.67,31.897639585687298
1403,925602,10036805,0,78714,41476,0,1001441,414223,29.8438627642376,925592.2,10024403.42,31.937216372299893
1404,925330,10034078,0,78714,41224,0,1001441,411685,27.94535935440934,925566.49,10024373.12,31.967207859510026
1405,925062,10031319,0,78714,40967,0,1001441,409106,26.511163507336917,925541.2,10024345.81,31.989816524698394
1406,924820,10028971,0,78714,40746,0,1001441,406934,25.433290797442133,925516.33,10024323.32,32.006875083723884
1407,924558,10026311,0,78714,40496,0,1001441,404450,24.63695369478942,925491.7,10024302.58,32.01993924741735
1408,924314,10023839,0,78714,40265,0,1001441,402142,24.077715271092064,925467.68,10024286.82,32.03033486103951
1409,924073,10021415,0,78714,40038,0,1001441,399878,23.612311877047862,925444.13,10024276.41,32.038276221097824
1410,923840,10019169,0,78714,39831,0,1001441,397799,23.25935615717465,925421.26,10024272.67,32.0443904104622
1411,923577,10016633,0,78714,39587,0,1001441,395408,23.006459375098835,925398.86,10024274.47,32.0491967681611
1412,923311,10013921,0,78714,39328,0,1001441,392826,24.405310577123764,925376.49,10024276.31,32.03183415610053
1413,923097,10011958,0,78714,39148,0,1001441,391030,24.503982932842824,925354.91,10024286.97,31.976303701430975
1414,922868,10009656,0,78714,38934,0,1001441,388875,28.193552999220323,925333.89,10024302.74,31.91964110635921
1415,922526,10006247,0,78714,38700,0,1001441,386552,26.863914749415244,925312.23,10024312.29,31.812362280209108
1416,922280,10003811,0,78714,38469,0,1001441,384248,25.85381841500261,925290.9,10024325.07,31.657998830050772
1417,922041,10001398,0,78714,38242,0,1001441,381971,25.00147492236307,925269.92,10024341.01,31.45807687607968
1418,921801,9999022,0,78714,38015,0,1001441,379719,25.934679532496123,925195.38,10023788.32,31.223449713964673
1419,926640,10051355,0,79150,37906,0,1007010,378639,30.387227118722745,925173.38,10023790.52,31.101437968130885
1420,926306,10048395,0,79150,37668,0,1007010,376260,28.349152147773868,925150.61,10023793.67,31.009779103105487
1421,926078,10045947,0,79150,37396,0,1007010,373541,26.81363676136501,925128.82,10023800.12,30.941150946737743
1422,925734,10042729,0,79150,37084,0,1007010,370432,25.675616226485943,925106.3,10023802.47,30.889918044731317
1423,925420,10039534,0,79150,36773,0,1007010,367356,24.81582547035707,925084.08,10023806.02,30.85166401605622
1424,925134,10036748,0,79150,36506,0,1007010,364685,24.17870641789863,925062.13,10023812.82,30.823248776575532
1425,924862,10034022,0,79150,36245,0,1007010,362079,23.685875156130475,925040.59,10023823.32,30.80201245063839
1426,924585,10031261,0,79150,35980,0,1007010,359430,23.328983001610183,925018.67,10023830.68,30.7863254169751
1427,924296,10028386,0,79150,35703,0,1007010,356669,23.05731417428456,924996.76,10023837.5,30.772989007859422
1428,924046,10025921,0,79150,35463,0,1007010,354308,22.852703940572574,924974.79,10023844.08,30.763205706811892
1429,923767,10023098,0,79150,35195,0,1007010,351599,22.706057849919468,924952.94,10023850.66,30.756100032434198
1430,923485,10020302,0,79150,34926,0,1007010,348917,22.591341140248588,924930.78,10023855.32,30.748661543615313
1431,923245,10017873,0,79150,34695,0,1007010,346599,22.501834351994333,924908.71,10023858.9,30.743245086548356
1432,923001,10015470,0,79150,34463,0,1007010,344306,22.440270853281465,924886.58,10023861.95,30.698753265545133
1433,922765,10013093,0,79150,34236,0,1007010,342037,24.6705761372037,924864.53,10023866.36,30.637005513622256
1434,922512,10010563,0,79150,33996,0,1007010,339621,26.955505945063216,924842.79,10023873.99,30.548224132948707
1435,922256,10008058,0,79150,33755,0,1007010,337228,29.14449870849809,924821.26,10023883.25,30.43775398644807
1436,922012,10005580,0,79150,33519,0,1007010,334860,31.165260225739203,924799.85,10023893.69,30.297330564030727
1437,921764,10003126,0,79150,33283,0,1007010,332515,33.0623373926796,924778.71,10023906.71,30.125977962087084
1438,921522,10000698,0,79150,33051,0,1007010,330196,34.86081710552116,924757.3,10023917.04,29.922769454557265
1439,921280,9998293,0,79150,32818,0,1007010,327898,36.59082259272849,924684.5,10023382.44,29.691320912252944
1440,926037,10048660,0,79574,32651,0,1012440,326250,41.060818279204945,924663.44,10023383.36,29.59850162487836
1441,925603,10045763,0,79574,32429,0,1012440,324036,36.34746222157684,924640.23,10023381.34,29.528787119179693
1442,925302,10042506,0,79574,32171,0,1012440,321425,32.93421892407455,924617.17,10023374.1,29.4778017055125
1443,925048,10039980,0,79574,31929,0,1012440,319047,30.262346436046567,924594.49,10023370.58,29.439755439423465
1444,924824,10037605,0,79574,31697,0,1012440,316693,28.265140040419986,924572.99,10023376.67,29.411481133144804
1445,924531,10034656,0,79574,31417,0,1012440,313946,26.763898186911785,924551.66,10023384.6,29.390498336446022
1446,924262,10031744,0,79574,31149,0,1012440,311227,25.638434237486344,924530.64,10023392.62,29.37500489587886
1447,924016,10029260,0,79574,30922,0,1012440,308952,24.799575678114756,924510.03,10023404.39,29.363639435872336
1448,923741,10026392,0,79574,30653,0,1012440,306285,24.163849484126093,924489.5,10023415.95,29.35530436773571
1449,923514,10023964,0,79574,30429,0,1012440,304041,23.686421196483053,924469.58,10023431.25,29.34924880187961
1450,923243,10021546,0,79574,30207,0,1012440,301823,23.32576631058543,924449.79,10023450.11,29.344866011004555
1451,922931,10018825,0,79574,29945,0,1012440,299224,23.061777254222633,924429.4,10023467.07,29.341830130177662
1452,922707,10016210,0,79574,29690,0,1012440,296655,22.863757183091217,924409.38,10023483.63,29.325163908891117
1453,922399,10013779,0,79574,29464,0,1012440,294416,23.611328004037063,924388.75,10023501.11,29.296809977250014
1454,922189,10011558,0,79574,29262,0,1012440,292395,26.364843182209807,924368.75,10023523.22,29.27940065536367
1455,921946,10009051,0,79574,29031,0,1012440,290088,28.912921426420823,924349.02,10023546.85,29.272187374852816
1456,921702,10006521,0,79574,28801,0,1012440,287806,31.264091082978865,924329.48,10023571.48,29.274208568445843
1457,921472,10004067,0,79574,28578,0,1012440,285548,33.45916727051207,924310.24,10023597.61,29.284577586029656
1458,921242,10001637,0,79574,28354,0,1012440,283313,35.533255280014835,924291.31,10023625.2,29.302616748257194
1459,921003,9999229,0,79574,28126,0,1012440,281099,37.51684389515337,924221.72,10023110.6,29.296626355856166
1460,925931,10052454,0,80084,27950,0,1018904,279308,41.90582779863652,924205.35,10023160.02,29.37439807913545
1461,925596,10049437,0,80084,27692,0,1018904,276729,36.9967177877529,924188.05,10023205.23,29.432943403183625
1462,925252,10046646,0,80084,27455,0,1018904,274353,33.3195907425614,924170.13,10023248.43,29.477088056204387
1463,925045,10044133,0,80084,27177,0,1018904,271605,30.55676622765276,924153.33,10023298.62,29.510392900945973
1464,924697,10041261,0,80084,26944,0,1018904,269298,28.490875641613357,924136.02,10023348.94,29.535670547827536
1465,924443,10038814,0,80084,26679,0,1018904,266606,26.938680622977433,924119.06,10023404.62,29.55483799016035
1466,924213,10036574,0,80084,26412,0,1018904,263940,25.775792645450895,924102.29,10023461.94,29.569450624461368
1467,923967,10034104,0,80084,26149,0,1018904,261301,24.904881002347302,924085.65,10023519.92,29.580666967136512
1468,923714,10031604,0,80084,25927,0,1018904,259092,24.24805576955407,924068.96,10023578.8,29.589331695881377
1469,923427,10028735,0,80084,25667,0,1018904,256506,23.75541852093249,924052.2,10023636.03,29.594853851094317
1470,923190,10026294,0,80084,25454,0,1018904,254342,23.390576265758863,924035.73,10023695.23,29.599262843757398
1471,922900,10023467,0,80084,25195,0,1018904,251796,23.11689053265248,924019.37,10023756.22,29.60281569456025
1472,922684,10021311,0,80084,24944,0,1018904,249277,22.90808173519041,924003.52,10023821.77,29.559476824237905
1473,922421,10018759,0,80084,24689,0,1018904,246786,22.752271102311646,923987.43,10023885.91,29.475093981526353
1474,922169,10016221,0,80084,24447,0,1018904,244319,22.637203863502386,923971.66,10023952.51,29.339602156254387
1475,921945,10013898,0,80084,24244,0,1018904,242266,25.333908260407135,923956.17,10024021.25,29.18742409539506
1476,921688,10011408,0,80084,23999,0,1018904,239846,27.91966009895421,923940.63,10024090.13,29.017607069955993
1477,921447,10008940,0,80084,23760,0,1018904,237447,30.475475399823715,923925.14,10024159.21,28.82991080133511
1478,921197,10006494,0,80084,23522,0,1018904,235069,32.88325695662929,923909.59,10024228.39,28.616133932440697
1479,920948,10003975,0,80084,23288,0,1018904,232716,35.18087170040692,923843.64,10023756.89,28.381397029385933
1480,920709,10001580,0,80084,23052,0,1018904,230387,37.399392866360316,923779.14,10023292.19,28.26002002240557
1481,920473,9999208,0,80084,22823,0,1018904,228081,39.5628074253608,923714.74,10022831.34,28.22862017566736
1482,925491,10053234,0,80549,22596,0,1024810,225800,44.045984521317614,923703.52,10022937.57,28.293309080136673
1483,925139,10050428,0,80549,22364,0,1024810,223543,38.6030647798771,923692.13,10023048.91,28.342039593980477
1484,924905,10047907,0,80549,22169,0,1024810,221538,34.63470738051002,923681.65,10023167.17,28.379928349726757
1485,924655,10045492,0,80549,21949,0,1024810,219326,31.550822099874914,923671.44,10023289.25,28.40861362784143
1486,924379,10042779,0,80549,21726,0,1024810,217137,29.232123838828706,923660.98,10023408.72,28.43031501356401
1487,924096,10039909,0,80549,21511,0,1024810,214965,27.497615224147957,923650.14,10023523.91,28.446812681140045
1488,923814,10037094,0,80549,21295,0,1024810,212814,26.19505551351527,923639.22,10023638.52,28.459393445428212
1489,923575,10034694,0,80549,21084,0,1024810,210688,25.21936667191919,923628.6,10023756.35,28.46907698918437
1490,923317,10032126,0,80549,20873,0,1024810,208581,24.490094875098954,923617.94,10023874.02,28.476558241405865
1491,923109,10030000,0,80549,20665,0,1024810,206496,23.939813362559228,923607.87,10023995.69,28.48237878212152
1492,922864,10027659,0,80549,20457,0,1024810,204431,23.529896804656055,923597.45,10024115.09,28.4701682881518
1493,922638,10025353,0,80549,20251,0,1024810,202384,23.221015677085113,923587.42,10024237.65,28.436807590443323
1494,922368,10022669,0,80549,20050,0,1024810,200363,22.986175593514886,923577.33,10024359.34,28.382492661607753
1495,922103,10020005,0,80549,19851,0,1024810,198360,22.810627147384775,923567.15,10024480.1,28.30943466505767
1496,921909,10018106,0,80549,19682,0,1024810,196698,24.406010945666207,923557.57,10024607.31,28.23659362557971
1497,921665,10015652,0,80549,19505,0,1024810,194893,25.62659849367497,923548.05,10024735.17,28.16121887327465
1498,921421,10013224,0,80549,19322,0,1024810,193107,26.869764007254176,923538.62,10024863.71,28.0842708041307
1499,921183,10010822,0,80549,19147,0,1024810,191341,27.99441467248335,923529.26,10024992.9,28.00509630178316
1500,920947,10008443,0,80549,18971,0,1024810,189592,29.03077590141271,923471.74,10024605.66,27.892486826048238
1501,920713,10006085,0,80549,18800,0,1024810,187858,29.999451414622936,923417.3,10024242.73,27.83479884235946
1502,920490,10003912,0,80549,18642,0,1024810,186303,30.92483179329189,923363.59,10023888.68,27.82014698904378
1503,920258,10001625,0,80549,18454,0,1024810,184438,31.742523842005276,923310.15,10023536.88,27.83913359982146
1504,920036,9999363,0,80549,18271,0,1024810,182592,32.53831609342392,923257.21,10023189.73,27.8850631672116
1505,924546,10048303,0,81038,18089,0,1030996,180773,37.004814795321295,923252.05,10023359.57,27.989999680091447
1506,924231,10045601,0,81038,17907,0,1030996,178968,33.32503966791954,923246.16,10023525.87,28.06891716879622
1507,923970,10042913,0,81038,17729,0,1030996,177180,30.663710931458446,923240.28,10023691.89,28.12918474116291
1508,923740,10040650,0,81038,17551,0,1030996,175411,28.570623401868822,923234.54,10023860.0,28.174113822470677
1509,923538,10038645,0,81038,17376,0,1030996,173656,27.000780397470276,923229.19,10024032.3,28.2079985076749
1510,923245,10035669,0,81038,17208,0,1030996,171922,25.824297553875354,923223.24,10024197.3,28.23364792164191
1511,922991,10033170,0,81038,17031,0,1030996,170203,24.94228719145101,923217.38,10024362.67,28.25300619980543
1512,922760,10030863,0,81038,16861,0,1030996,168499,24.28205785934168,923211.87,10024532.09,28.251773672627614
1513,922507,10028343,0,81038,16692,0,1030996,166813,23.789676452783723,923205.97,10024695.94,28.24463060782702
1514,922288,10026115,0,81038,16528,0,1030996,165142,23.417092865903584,923200.17,10024860.53,28.196866006493856
1515,922052,10023832,0,81038,16356,0,1030996,163488,23.13534405668013,923195.43,10025036.38,28.159580299566507
1516,921807,10021377,0,81038,16194,0,1030996,161850,22.925479378617354,923190.7,10025212.04,28.130296909202652
1517,921582,10019081,0,81038,16064,0,1030996,160515,22.76979191609701,923186.11,10025388.87,28.10798007913999
1518,921365,10016949,0,81038,15900,0,1030996,158910,22.653231329973615,923181.75,10025568.14,28.075165597114765
1519,921113,10014417,0,81038,15742,0,1030996,157322,22.564053149340957,923126.48,10025198.76,27.996933857420945
1520,920896,10012229,0,81038,15586,0,1030996,155748,22.89064080871253,923072.38,10024837.1,27.942348744030326
1521,920687,10010164,0,81038,15428,0,1030996,154191,23.500193679460224,923018.47,10024479.27,27.90921431321128
1522,920476,10008022,0,81038,15275,0,1030996,152653,24.01542203750642,922965.89,10024132.2,27.892612371321484
1523,920252,10005790,0,81038,15123,0,1030996,151129,24.445097211768292,922914.21,10023794.76,27.888905088735598
1524,920028,10003579,0,81038,14969,0,1030996,149620,24.855319968813987,922863.15,10023463.07,27.89567122424475
1525,919812,10001389,0,81038,14824,0,1030996,148124,25.251258086921894,922812.65,10023136.74,27.91132505355267
1526,919598,9999222,0,81038,14675,0,1030996,146643,25.640419336748824,922762.78,10022816.35,27.934439416904056
1527,924189,10048671,0,81527,14534,0,1037205,145231,30.17058789181072,922761.71,10023019.2,28.005572154079314
1528,923804,10045819,0,81527,14383,0,1037205,143783,28.200370825400096,922759.29,10023218.18,28.05904882292759
1529,923580,10043401,0,81527,14244,0,1037205,142345,26.763706399823214,922757.42,10023421.21,28.099625308426624
1530,923350,10041180,0,81527,14103,0,1037205,140918,25.646341746770066,922756.07,10023629.99,28.13017531449184
1531,923126,10038886,0,81527,13964,0,1037205,139512,24.80927702745541,922754.88,10023840.12,28.15324974124645
1532,922834,10036000,0,81527,13820,0,1037205,138119,24.180367784123355,922753.21,10024045.42,28.17065071055487
1533,922551,10033143,0,81527,13682,0,1037205,136738,23.70939541221209,922751.07,10024245.92,28.161038903304952
1534,922313,10030742,0,81527,13548,0,1037205,135370,23.360212270467038,922749.08,10024447.71,28.12508596655899
1535,922094,10028577,0,81527,13410,0,1037205,134017,24.053552370126994,922747.46,10024652.9,28.074176503175277
1536,921858,10026193,0,81527,13275,0,1037205,132676,23.61506097181012,922745.92,10024859.03,27.998674510635986
1537,921644,10024023,0,81527,13143,0,1037205,131347,23.28480474411418,922744.72,10025068.0,27.900899184150333
1538,921393,10021684,0,81527,13009,0,1037205,130034,23.35405159002936,922743.43,10025277.86,27.785831528995416
1539,921165,10019370,0,81527,12882,0,1037205,128733,23.092154524039813,922742.28,10025488.63,27.650844848308534
1540,920970,10017407,0,81527,12753,0,1037205,127444,26.90273463812232,922691.61,10025176.1,27.50926401189771
1541,920721,10014946,0,81527,12622,0,1037205,126169,25.751673672834333,922642.79,10024867.93,27.403306126410286
1542,920530,10012948,0,81527,12503,0,1037205,124918,29.584259317429417,922595.07,10024572.35,27.36980653034383
1543,920281,10010530,0,81527,12372,0,1037205,123667,33.59247674890765,922547.4,10024277.85,27.40310783347244
1544,920044,10008137,0,81527,12253,0,1037205,122430,37.81327201988975,922499.6,10023983.17,27.498589153267133
1545,919810,10005767,0,81527,12132,0,1037205,121204,42.06388828663661,922452.39,10023694.28,27.65158905426438
1546,919572,10003419,0,81527,12006,0,1037205,119988,46.3843472641488,922405.49,10023411.03,27.859048184531005
1547,919343,10001103,0,81527,11887,0,1037205,118791,50.82586980694898,922358.76,10023129.46,28.11931112581935
1548,919107,9998810,0,81527,11766,0,1037205,117606,55.42754147800933,922312.42,10022853.64,28.431948045758187
1549,923869,10049235,0,81947,11652,0,1042566,116432,59.81404420904977,922315.97,10023106.35,28.793224275883855
1550,923432,10046391,0,81947,11537,0,1042566,115268,50.433634241881556,922317.86,10023354.8,29.064302955196812
1551,923290,10044171,0,81947,11420,0,1042566,114117,43.40647261317356,922321.45,10023608.26,29.26774990878632
1552,922906,10041143,0,81947,11304,0,1042566,112979,38.13177753680325,922323.44,10023857.59,29.420430112323444
1553,922683,10038874,0,81947,11192,0,1042566,111852,34.17270013317925,922326.28,10024108.54,29.526043833614864
1554,922475,10036834,0,81947,11081,0,1042566,110741,31.212268014864193,922329.14,10024361.3,29.574518081941406
1555,922243,10034512,0,81947,10972,0,1042566,109631,28.9877499070472,922332.11,10024615.91,29.57526636674767
1556,921985,10031987,0,81947,10856,0,1042566,108533,27.319324826979614,922334.94,10024870.57,29.535818704187676
1557,921765,10029727,0,81947,10756,0,1042566,107454,26.072696541465803,922337.87,10025127.17,29.46195399689722
1558,921492,10027053,0,81947,10643,0,1042566,106381,25.13189561806294,922340.37,10025381.33,29.3579404002777
1559,921233,10024405,0,81947,10539,0,1042566,105315,24.428485311205534,922342.67,10025633.09,29.22705681443822
1560,921011,10022207,0,81947,10434,0,1042566,104262,23.90389086512458,922293.47,10025330.62,29.0470374451031
1561,920752,10019607,0,81947,10329,0,1042566,103221,23.50507332125723,922245.03,10025032.32,28.912121000438148
1562,920493,10017040,0,81947,10226,0,1042566,102191,23.207795665654935,922197.44,10024736.26,28.81100304966908
1563,920315,10015280,0,81947,10122,0,1042566,101168,22.986456167523748,922150.14,10024447.73,28.73529994906779
1564,920104,10013122,0,81947,10025,0,1042566,100158,25.665942233477345,922104.21,10024166.34,28.70705061498643
1565,919872,10010825,0,81947,9922,0,1042566,99158,28.18027944984609,922058.5,10023886.45,28.719466603255118
1566,919646,10008548,0,81947,9824,0,1042566,98165,30.580953100652657,922012.83,10023606.19,28.767518207807132
1567,919423,10006294,0,81947,9727,0,1042566,97182,32.8286170374447,921967.39,10023328.09,28.84675556815811
1568,919198,10004066,0,81947,9627,0,1042566,96212,34.96613402431954,921922.23,10023052.71,28.953936350705767
1569,918977,10001861,0,81947,9530,0,1042566,95252,37.02162503256737,921877.73,10022783.97,29.086598415822117
1570,918761,9999678,0,81947,9438,0,1042566,94303,39.02833600843795,921833.44,10022517.81,29.242976013248914
1571,923653,10052368,0,82372,9343,0,1048026,93361,43.47548917971083,921840.97,10022806.82,29.446561999719492
1572,923325,10049763,0,82372,9251,0,1048026,92428,38.18204791926588,921847.38,10023091.34,29.599301661560247
1573,923033,10046754,0,82372,9155,0,1048026,91510,34.22723361386801,921853.5,10023371.29,29.71405128667581
1574,922800,10044508,0,82372,9066,0,1048026,90592,31.251798972777245,921859.81,10023654.16,29.80019723776856
1575,922504,10041591,0,82372,8970,0,1048026,89683,29.017828208561912,921865.4,10023931.09,29.83703643725011
1576,922222,10038714,0,82372,8888,0,1048026,88794,27.34846707378494,921870.74,10024204.15,29.831324506998413
1577,921937,10035854,0,82372,8800,0,1048026,87903,26.099488301557987,921875.64,10024473.29,29.787564636015755
1578,921732,10033877,0,82372,8706,0,1048026,87022,25.164561878342404,921880.99,10024747.12,29.710377685232885
1579,921495,10031445,0,82372,8623,0,1048026,86158,24.454098051567474,921886.46,10025021.82,29.60310994874449
1580,921260,10029060,0,82372,8539,0,1048026,85297,23.92816303748229,921891.97,10025296.62,29.46839765045571
1581,921042,10026912,0,82372,8448,0,1048026,84445,23.585011167000605,921897.66,10025573.66,29.308619687872106
1582,920792,10024385,0,82372,8365,0,1048026,83600,23.269576618040528,921850.67,10025285.17,29.100855608839332
1583,920579,10022248,0,82372,8283,0,1048026,82767,23.0372783808939,921805.07,10025003.37,28.9451977448495
1584,920370,10020141,0,82372,8202,0,1048026,81942,22.865305097145836,921759.72,10024725.71,28.82750372201586
1585,920166,10018096,0,82372,8120,0,1048026,81130,22.730526853267115,921714.83,10024451.75,28.739300769549782
1586,919960,10016049,0,82372,8039,0,1048026,80323,22.87962843238647,921670.64,10024184.45,28.675775815485363
1587,919734,10013833,0,82372,7955,0,1048026,79521,23.39951783559009,921627.02,10023923.69,28.63479484159978
1588,919515,10011641,0,82372,7877,0,1048026,78728,23.887507960647078,921584.03,10023669.16,28.611719366071096
1589,919320,10009675,0,82372,7800,0,1048026,77946,24.364561881391978,921541.48,10023418.97,28.603171318165828
1590,919104,10007511,0,82372,7722,0,1048026,77168,24.746181541343642,921499.35,10023172.82,28.605732184828277
1591,918894,10005368,0,82372,7645,0,1048026,76398,25.14511952399892,921457.2,10022926.5,28.617785246442672
