,Emissions,Supply,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Clearing Price Double Auction,Emissions Rolling,Supply Rolling,Clearing Price Rolling,Clearing Price Double Auction Rolling
2008,785002,10054397,0,10046167,0,79.27568142096689,186.88657648806105,784569.11,10034113.42,69.56651956312727,94.89986335094554
2009,784000,10042015,0,10033868,0,68.46997795746775,186.88657648806105,784577.3,10034561.39,69.90487056649982,96.01955155341902
2010,783015,10029756,0,10021691,0,60.20787761376255,186.88657648806105,784515.26,10034106.85,70.07905026877523,97.1392397558925
2011,782034,10017619,0,10009635,0,53.890234918367796,186.88657648806105,784451.14,10033625.69,70.11819868431893,98.25892795836599
2012,781066,10005604,0,9997701,0,49.062224138472345,186.88657648806105,784387.32,10033146.26,70.0096702661871,99.34959044193938
2013,780109,9993708,0,9985886,0,45.3794307747338,186.88657648806105,784323.81,10032668.56,69.94606463465459,100.44025292551278
2014,786163,10071854,0,10064111,0,54.12970651052709,69.9616054397434,784328.48,10033066.78,69.93307230861902,100.50253094142083
2015,785369,10061957,0,10054293,0,47.621224285161276,69.9616054397434,784333.11,10033463.96,69.92477419675556,100.56480895732888
2016,784760,10054464,0,10046878,0,53.67459703402222,69.9616054397434,784339.45,10033879.72,70.01021249213969,100.62708697323693
2017,783820,10042761,0,10035252,0,60.37915425465157,69.9616054397434,784346.77,10034305.4,70.18957894579106,100.68936498914498
2018,782885,10031174,0,10023742,0,67.21534458275885,69.9616054397434,784355.05,10034741.39,70.45769023827498,100.75164300505303
2019,781962,10019704,0,10012347,0,74.2021096880189,69.9616054397434,784294.04,10034286.3,70.71186656385531,100.81331812265131
2020,781046,10008350,0,10001067,0,81.3577776309809,69.9616054397434,784231.74,10033814.42,71.09107334079194,100.87499324024958
2021,780143,9997107,0,9989898,0,88.70443620225927,69.9616054397434,784168.6,10033330.09,71.57242321613498,100.93666835784786
2022,786290,10076513,0,10069376,0,95.34139207906928,110.06389549823774,784177.43,10033767.77,72.14306503688029,101.39936637603108
2023,785543,10067189,0,10060124,0,78.38995752854437,110.06389549823774,784189.18,10034238.89,72.56112254378586,101.8620643942143
2024,784869,10058689,0,10051694,0,70.83525694692744,110.06389549823774,784204.45,10034750.44,72.91598633915642,102.32476241239752
2025,783870,10046075,0,10039150,0,64.19391142597901,110.06389549823774,784219.85,10035260.03,73.2132757349953,102.78746043058074
2026,782887,10033584,0,10026729,0,59.01045465584759,110.06389549823774,784165.2,10034865.39,73.37882189782673,103.25015844876395
2027,781909,10021216,0,10014431,0,54.96310865419606,110.06389549823774,784108.65,10034444.1,73.43893712778235,103.71285646694717
2028,780944,10008973,0,10002257,0,51.818386339822645,110.06389549823774,784052.37,10034021.33,73.40289658839968,104.17555448513039
2029,779984,9996802,0,9990204,0,49.39120130134105,110.06389549823774,783996.28,10033596.63,73.27669071452543,104.63825250331361
2030,786020,10074403,0,10067872,0,58.37245037338222,74.76294650011309,784010.27,10034066.51,73.1730375646007,104.74794103151561
2031,785220,10064153,0,10057687,0,50.803006969762436,74.76294650011309,784025.83,10034551.29,72.92486043124775,104.8576295597176
2032,784466,10055066,0,10048664,0,49.21206518496016,74.76294650011309,784043.4,10035061.42,72.59017847157921,104.96731808791958
2033,783457,10042564,0,10036225,0,47.73471564455507,74.76294650011309,784060.25,10035561.61,72.16815217707617,105.07700661612157
2034,782461,10030189,0,10023913,0,46.61705818633594,74.76294650011309,784005.59,10035141.94,71.60362180448527,104.67673632719288
2035,781474,10017938,0,10011723,0,45.79415112454902,74.76294650011309,783948.19,10034687.91,71.22077272403389,104.2764660382642
2036,780494,10005806,0,9999652,0,45.21257176874092,74.76294650011309,783886.41,10034181.05,70.78311484630177,104.01633322249084
2037,779526,9993749,0,9987705,0,44.82922193347377,74.76294650011309,783823.98,10033666.72,70.49343610532796,103.75620040671748
2038,785538,10071471,0,10065486,0,54.06287898343339,74.76294650011309,783831.2,10034048.02,70.29694532006823,103.49606759094414
2039,784721,10061265,0,10055339,0,63.017911992584175,74.76294650011309,783841.64,10034469.64,70.19043601445202,103.23593477517078
2040,783783,10049584,0,10043717,0,72.28742356033813,74.76294650011309,783854.01,10034915.41,70.1749942396228,102.97580195939742
2041,782850,10038018,0,10032210,0,81.98551279924823,74.76294650011309,783868.15,10035385.06,70.25302260441212,102.71566914362405
2042,781924,10026565,0,10020815,0,92.14489536691093,74.76294650011309,783815.12,10034993.77,70.42738545160405,102.4555363278507
2043,781015,10015228,0,10009536,0,113.45307384032742,74.76294650011309,783761.96,10034602.28,70.86984558591577,102.19540351207733
2044,780108,10004005,0,9998370,0,128.28441476529022,74.76294650011309,783710.63,10034234.45,71.50663528698804,101.93527069630397
2045,779213,9992894,0,9987316,0,144.16507457434489,74.76294650011309,783661.14,10033890.52,72.33916714424362,101.67513788053061
2046,785351,10072321,0,10066799,0,155.39153455100234,74.76294650011309,783683.71,10034474.06,73.3134940729716,101.41500506475727
2047,784484,10061509,0,10056043,0,131.96700423011862,74.76294650011309,783708.17,10035081.34,74.07703424253972,101.1548722489839
2048,783497,10049242,0,10043880,0,112.95376580383697,74.76294650011309,783733.19,10035696.5,74.66891254363799,100.89473943321055
2049,782522,10037147,0,10031838,0,97.95528056903856,74.76294650011309,783689.11,10035427.48,75.12517147758275,100.63460661743719
