,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Emissions Rolling,Supply Rolling,Clearing Price Rolling
0,1001727,10000000,60534,40154,50088,500000,500000,500000,2.031766134532541,,,
1,1000720,9990100,60451,40112,50068,499300,499500,499800,9.531734414862798,,,
2,1004745,10030443,60654,40320,50349,500997,501997,502598,14.605639632077358,,,
3,1003783,10021231,60571,40327,50299,500305,502095,502100,17.300383570211864,,,
4,1002780,10011723,60476,40327,50251,499522,502095,501607,19.2034869981572,,,
5,1001792,10002207,60385,40327,50202,498747,502095,501119,20.47229194872938,,,
6,1000812,9992988,60293,40327,50153,497980,502095,500636,25.44659107762627,,,
7,1004764,10033295,60432,40537,50327,499131,504708,502369,31.62389527791661,,,
8,1003714,10023284,60319,40537,50281,498179,504708,501896,29.76640276684867,,,
9,1002703,10013848,60182,40537,50233,497037,504708,501428,28.298578298912727,,,
10,1001711,10004500,60069,40537,50187,496107,504708,500965,27.100210682186816,,,
11,1000740,9995437,59959,40537,50140,495189,504708,500507,26.624812823170316,,,
12,1006817,10055782,60345,40718,50460,498419,506931,503688,33.61249479121829,,,
13,1005717,10045456,60196,40718,50413,497197,506931,503230,31.03593721870374,,,
14,1004695,10036114,60018,40718,50368,495681,506931,502777,29.01327421786948,,,
15,1003691,10026945,59837,40718,50323,494176,506931,502326,27.471313977219438,,,
16,1002700,10017937,59658,40718,50278,492686,506931,501879,26.261258104724323,,,
17,1001712,10008917,59481,40718,50234,491212,506931,501436,25.32491884356091,,,
18,1000738,10000084,59304,40718,50189,489754,506931,500998,29.01650365140449,,,
19,999721,9990885,59130,40718,50145,488312,506931,500565,33.588479515911175,,,
20,1003867,10033659,59181,40927,50369,488710,509567,502780,38.551698013313356,,,
21,1002820,10024110,58998,40927,50326,487196,509567,502357,34.57753657618711,,,
22,1001827,10015167,58816,40927,50284,485695,509567,501939,31.555088706650135,,,
23,1000854,10006331,58612,40927,50242,484002,509567,501523,29.20677546718567,,,
24,999881,9997586,58411,40927,50200,482327,509567,501111,30.03450540291557,,,
25,1003799,10038129,58451,41123,50416,482607,512020,503258,36.31164563810509,,,
26,1002753,10028567,58253,41123,50376,480967,512020,502855,32.84817731303414,,,
27,1001766,10019763,58053,41123,50336,479342,512020,502457,30.165917522164705,,,
28,1000792,10010887,57865,41123,50328,477731,512020,502379,28.14614950816248,,,
29,999801,10002075,57683,41123,50336,476239,512020,502457,26.616690638200367,,,
30,998841,9993340,57496,41123,50351,474662,512020,502613,28.317426400773808,,,
31,1002766,10034301,57456,41354,50652,474339,514881,505627,34.139458718551,,,
32,1001731,10024905,57259,41354,50627,472694,514881,505387,31.12715042989069,,,
33,1000748,10016042,57074,41354,50619,471166,514881,505310,28.841352127230852,,,
34,999773,10007299,56867,41354,50635,469445,514881,505466,27.12156740176592,,,
35,998818,9998709,56662,41354,50635,467740,514881,505466,28.111890627931366,,,
36,1002983,10042161,56634,41632,50895,467502,518374,508061,34.03306240986494,,,
37,1001923,10032628,56431,41632,50862,465832,518374,507738,31.019449213815818,,,
38,1000939,10023826,56221,41632,50894,464076,518374,508058,28.707483846295013,,,
39,999967,10015152,55997,41632,50894,462232,518374,508058,26.962494907193168,,,
40,998995,10006507,55777,41632,50894,460403,518374,508058,25.63972832325202,,,
41,998045,9998030,55556,41632,50894,458596,518374,508058,27.506828474214647,,,
42,1002166,10040995,55560,41889,51193,458577,521582,511058,33.154245098111154,,,
43,1001119,10031714,55345,41889,51185,456805,521582,510979,30.296863598864263,,,
44,1000150,10023062,55132,41889,51193,455052,521582,511057,28.11854212730069,,,
45,999167,10014334,54884,41889,51193,452996,521582,511057,26.43619000223029,,,
46,998220,10005894,54653,41889,51193,451063,521582,511057,25.16516025315201,,,
47,997270,9997421,54421,41889,51193,449152,521582,511057,29.164277116786167,,,
48,1001404,10040569,54333,42108,51498,448403,524296,514096,34.17832167550502,,,
49,1000373,10031402,54056,42108,51498,446112,524296,514096,30.988153021334647,,,
50,999403,10022814,53783,42108,51498,443846,524296,514096,28.570345535231755,,,
51,998445,10014316,53514,42108,51498,441605,524296,514096,26.729109199639822,,,
52,997490,10005888,53257,42108,51498,439490,524296,514096,25.34558384980787,,,
53,996569,9997664,53009,42108,51498,437402,524296,514096,28.664766190545663,,,
54,1000621,10039991,52832,42350,51769,435957,527231,516785,33.83170686396729,,,
55,999604,10030938,52560,42350,51769,433696,527231,516785,30.70108029880503,,,
56,998656,10022537,52265,42350,51769,431247,527231,516785,28.31322350457949,,,
57,997682,10013940,51970,42350,51769,428822,527231,516785,26.513512399676447,,,
58,996739,10005690,51678,42350,51769,426421,527231,516785,25.15199646984531,,,
59,995797,9997368,51388,42350,51769,424043,527231,516785,29.47433484380296,,,
60,999714,10038950,51193,42651,51993,422424,531030,519034,34.30491634298071,,,
61,998703,10030036,50905,42651,51993,420098,531030,519034,31.00646503501331,,,
62,997762,10021684,50632,42651,51993,417791,531030,519034,28.523287884321732,,,
63,996808,10013279,50350,42651,51993,415508,531030,519034,26.73560316814326,,,
64,995865,10004960,50078,42651,51993,413248,531030,519034,25.298339147407894,,,
65,994936,9996887,49801,42651,51993,411010,531030,519034,26.120751503578898,,,
66,998956,10038864,49649,42855,52317,409741,533583,522251,31.789411178640876,,,
67,997952,10029948,49372,42855,52317,407440,533583,522251,29.110707577529045,,,
68,997015,10021730,49082,42855,52317,405057,533583,522251,27.08348440365495,,,
69,996070,10013383,48797,42855,52317,402698,533583,522251,25.563072018337543,,,
70,995122,10005107,48510,42855,52317,400361,533583,522251,24.417542108991253,,,
71,994210,9997037,48232,42855,52317,398051,533583,522251,27.29926310111862,,,
72,998432,10041406,48097,43128,52604,396932,536988,525084,32.51349413711134,,,
73,997425,10032557,47821,43128,52604,394670,536988,525084,29.634666882325334,,,
74,996482,10024199,47551,43128,52604,392430,536988,525084,27.476000161744,,,
75,995558,10016075,47277,43128,52604,390211,536988,525084,25.879808708070076,,,
76,994634,10007910,47016,43128,52604,388014,536988,525084,24.839631811951435,,,
77,993707,9999650,46752,43128,52604,385838,536988,525084,27.00894564716846,,,
78,997741,10042308,46608,43370,52909,384632,539998,528134,32.2780533199807,,,
79,996751,10033519,46347,43370,52909,382498,539998,528134,29.480454122364772,,,
80,995806,10025193,46093,43370,52909,380386,539998,528134,27.36034059177358,,,
81,994873,10017029,45837,43370,52909,378297,539998,528134,25.75752085937978,,,
82,993972,10009047,45585,43370,52909,376230,539998,528134,24.55285138833649,,,
83,993074,10001119,45338,43370,52909,374182,539998,528134,24.26356840685488,,,
84,992146,9992938,45094,43370,52909,372154,539998,528134,23.796432161343613,,,
85,997860,10049703,45425,43614,53173,374910,543022,530785,29.85856099275534,,,
86,996858,10040788,45182,43614,53173,372882,543022,530785,27.632809633455395,,,
87,995928,10032591,44938,43614,53173,370877,543022,530785,25.996964948668783,,,
88,995008,10024505,44699,43614,53173,368893,543022,530785,24.727499959350123,,,
89,994093,10016440,44459,43614,53181,366926,543022,530868,23.769097638322883,,,
90,993193,10008517,44222,43614,53173,364977,543022,530784,23.054827520587658,,,
91,992311,10000713,43991,43614,53164,363047,543022,530701,26.380091142836385,,,
92,991380,9992504,43758,43614,53156,361136,543022,530618,30.534530721946677,,,
93,995479,10035402,43656,43893,53418,360322,546486,533225,35.15855562240612,,,
94,994508,10026807,43430,43893,53410,358452,546486,533144,31.5946503511161,,,
95,993598,10018783,43203,43893,53418,356601,546486,533224,28.912925118325475,,,
96,992708,10010934,42984,43893,53418,354769,546486,533224,26.907094696193194,,,
97,991805,10002969,42764,43893,53418,352957,546486,533224,30.884530217749223,,,
98,990880,9994815,42544,43893,53418,351155,546486,533224,34.594590336821206,,,
99,995233,10040636,42471,44127,53711,350562,549421,536162,39.17675741526859,998749.02,10017578.09,28.089475616456543
100,994266,10032111,42258,44127,53711,348802,549421,536162,34.6029921685943,998674.41,10017899.2,28.415187876797162
101,993362,10024114,42033,44127,53711,346945,549421,536162,31.173819775505706,998600.83,10018239.34,28.631608730403592
102,992444,10016020,41797,44127,53711,344999,549421,536162,28.589392609407057,998477.82,10018095.11,28.77144626017689
103,991568,10008263,41563,44127,53711,343073,549421,536162,26.760068720486835,998355.67,10017965.43,28.866043111679637
104,990673,10000449,41332,44127,53711,341166,549421,536162,29.13750026578059,998234.6,10017852.69,28.96538324435587
105,989766,9992418,41106,44127,53711,339276,549421,536162,31.16341926201979,998114.34,10017754.8,29.072294517488775
106,993967,10036867,40970,44369,53976,338175,552378,538827,36.28967049903061,998045.89,10018193.59,29.180725311702822
107,993014,10028431,40735,44369,53976,336218,552378,538827,32.444525601545685,997928.39,10018144.95,29.18893161493911
108,992110,10020450,40486,44369,53976,334172,552378,538827,29.515818443583505,997812.35,10018116.61,29.186425771706457
109,991220,10012721,40239,44369,53976,332140,552378,538827,27.308654067769005,997697.52,10018105.34,29.176526529395023
110,990341,10004925,39997,44369,53976,330133,552378,538827,25.654526644245014,997583.82,10018109.59,29.162069689015603
111,989464,9997258,39758,44369,53976,328149,552378,538827,29.476769371888654,997471.06,10018127.8,29.190589254502783
112,993786,10042553,39586,44583,54320,326728,555029,542251,34.807241340642655,997340.75,10017995.51,29.202536719997028
113,992828,10034096,39336,44583,54331,324673,555029,542361,31.2761093424623,997211.86,10017881.91,29.204938441234617
114,991936,10026290,39089,44583,54320,322635,555029,542249,28.62184933828072,997084.27,10017783.67,29.20102419243873
115,991029,10018318,38844,44583,54309,320622,555029,542139,26.641979628820287,996957.65,10017697.4,29.19273084895474
116,990155,10010566,38605,44583,54320,318624,555029,542248,25.371049939006518,996832.2,10017623.69,29.18382876729756
117,989281,10002902,38363,44583,54320,316649,555029,542248,29.18808709954848,996707.89,10017563.54,29.222460449857437
118,988384,9994994,38128,44583,54320,314694,555029,542248,32.6668033251361,996584.35,10017512.64,29.258963446594752
119,992370,10037000,37956,44804,54621,313306,557792,545273,37.36192318460381,996510.84,10017973.79,29.296697883281677
120,991423,10028690,37722,44804,54621,311389,557792,545273,33.19911345688023,996386.4,10017924.1,29.243172037717343
121,990548,10020962,37496,44804,54621,309495,557792,545273,30.06946496279004,996263.68,10017892.62,29.198091321583373
122,989684,10013382,37267,44804,54621,307620,557792,545273,27.863997234778445,996142.25,10017874.77,29.161180406864656
123,988798,10005559,37042,44804,54621,305760,557792,545273,26.064991070060326,996021.69,10017867.05,29.1297625628934
124,987960,9998186,36818,44804,54621,303921,557792,545273,29.708468914621754,995902.48,10017873.05,29.126502198010463
125,992019,10041237,36652,45051,54905,302535,560918,548103,34.69794401648573,995784.68,10017904.13,29.11036518179427
126,991082,10032942,36432,45051,54905,300734,560918,548103,31.20052884069563,995667.97,10017947.88,29.093888697070884
127,990202,10025256,36212,45051,54905,298944,560918,548103,28.67335366506258,995552.33,10018002.81,29.078963058499863
128,989337,10017555,36001,45051,54905,297181,560918,548103,26.801169094950783,995437.78,10018069.49,29.065513254367744
129,988482,10010002,35788,45051,54905,295429,560918,548103,25.585237857852945,995324.59,10018148.76,29.055198726564267
130,987633,10002524,35580,45051,54905,293692,560918,548103,25.807504539297078,995212.51,10018240.6,29.030099507949497
131,986761,9994810,35371,45051,54905,291981,560918,548103,25.860601891368937,995052.46,10017845.69,28.947310939677678
132,992681,10054174,35659,45283,55183,294352,563835,550894,31.74761102879764,994961.96,10018138.38,28.953515545666747
133,991733,10045717,35453,45283,55183,292642,563835,550894,29.08282284615594,994871.81,10018435.13,28.955930252855996
134,990837,10037830,35246,45283,55183,290943,563835,550894,27.037187032100643,994782.45,10018740.44,28.955086449159342
135,989970,10030124,35043,45283,55183,289263,563835,550894,25.451619087634803,994693.97,10019054.59,28.92848373375638
136,989103,10022560,34835,45283,55183,287595,563835,550894,24.256055746225428,994555.17,10018858.58,28.83071366711998
137,988262,10015034,34643,45283,55183,285950,563835,550894,23.506744730112175,994418.56,10018682.64,28.755586622282944
138,987385,10007388,34439,45283,55183,284316,563835,550894,22.933872106906165,994283.02,10018518.26,28.697850504889058
139,986550,9999941,34251,45283,55183,282701,563835,550894,26.439340701622765,994148.85,10018366.15,28.692618962833354
140,990581,10042379,34160,45483,55477,281989,566316,553813,31.28918625708605,994064.71,10018724.87,28.749113542171695
141,989657,10034190,33969,45483,55477,280407,566316,553813,28.644552275283907,993980.83,10019086.47,28.760490780182387
142,988781,10026478,33763,45483,55477,278726,566316,553813,26.64562156432246,993846.98,10018941.3,28.6954045448445
143,987923,10018921,33547,45483,55477,276951,566316,553813,25.149657349712434,993715.02,10018813.37,28.643932482352984
144,987091,10011591,33335,45483,55477,275201,566316,553813,24.265904738526697,993584.43,10018698.66,28.605406108465246
145,986244,10004204,33126,45483,55477,273467,566316,553813,23.344649142130315,993455.2,10018597.36,28.574490699864246
146,985433,9997044,32919,45483,55477,271748,566316,553813,23.8657213851746,993327.33,10018508.86,28.561496311184474
147,989778,10042906,32792,45756,55774,270715,569719,556800,29.43444915823565,993252.41,10018963.71,28.564198031598966
148,988883,10034878,32581,45756,55774,268924,569719,556800,27.2393092474817,993127.2,10018906.8,28.49480790731873
149,988004,10027239,32362,45756,55774,267148,569719,556800,25.580822931779856,993003.51,10018865.17,28.440734606423185
150,987150,10019726,32133,45756,55774,265271,569719,556800,24.42643701096128,992880.98,10018834.29,28.39929552118048
151,986321,10012408,31909,45756,55774,263410,569719,556800,23.61775306942428,992759.74,10018815.21,28.368181959878324
152,985481,10005021,31686,45756,55774,261565,569719,556800,23.006226843058815,992639.65,10018806.54,28.344788389810834
153,984662,9997855,31464,45756,55774,259746,569719,556800,23.5877766190764,992520.58,10018808.45,28.29401849409614
154,989129,10045085,31303,46057,55995,258391,573477,559016,29.16110888285545,992405.66,10018859.39,28.24731251428502
155,988231,10037098,31087,46057,55995,256604,573477,559016,27.07247775267657,992291.93,10018920.99,28.211026488823737
156,987380,10029532,30876,46057,55995,254837,573477,559016,25.46587516844001,992179.17,10018990.94,28.182553005462342
157,986532,10022124,30662,46057,55995,253090,573477,559016,24.38345810046794,992067.67,10019072.78,28.161252462470255
158,985684,10014601,30452,46057,55995,251354,573477,559016,23.486787123738054,991957.12,10019161.89,28.144600369009183
159,984854,10007307,30242,46057,55995,249639,573477,559016,22.88289661060981,991847.69,10019261.28,28.07868598667725
160,984045,10000103,30041,46057,55995,247941,573477,559016,26.897790710676357,991691.0,10018872.81,28.00461473035421
161,983195,9992642,29833,46057,55995,246263,573477,559016,30.58469681019093,991535.92,10018498.87,28.000397048105988
162,987540,10038421,29701,46338,56260,245170,576925,561628,35.159732211223066,991433.7,10018666.24,28.066761491375
163,986639,10030455,29502,46338,56260,243521,576925,561628,31.609338014096206,991332.01,10018838.0,28.115498839834526
164,985820,10023142,29308,46338,56260,241890,576925,561628,28.92602244344651,991231.56,10019019.82,28.151775672794912
165,984979,10015734,29112,46338,56260,240274,576925,561628,26.895751400486116,991131.99,10019208.29,28.15952567176398
166,984172,10008587,28918,46338,56260,238676,576925,561628,26.92323373389048,990984.15,10018905.52,28.110863897316477
167,983372,10001527,28725,46338,56260,237097,576925,561628,30.351630315664732,990838.35,10018621.31,28.123273124697835
168,982527,9994075,28536,46338,56260,235530,576925,561628,34.70314495556229,990693.47,10018344.76,28.19946973021691
169,987050,10041428,28423,46542,56609,234553,579488,565108,39.20899743233765,990603.27,10018625.21,28.33592898435691
170,986160,10033525,28235,46542,56609,233018,579488,565108,34.62490642192965,990513.65,10018909.39,28.438002627486295
171,985346,10026285,28050,46542,56609,231499,579488,565108,31.16935152089728,990425.01,10019201.87,28.476703511684082
172,984500,10018844,27868,46542,56609,229995,579488,565108,28.547468186127507,990285.69,10018976.25,28.437043252174245
173,983697,10011778,27676,46542,56609,228395,579488,565108,26.576148164547647,990148.41,10018768.46,28.406458064996468
174,982891,10004629,27485,46542,56609,226808,579488,565108,25.098103026244743,990012.5,10018572.76,28.38267909364147
175,982099,9997696,27293,46542,56609,225233,579488,565108,25.55178387496056,989877.91,10018388.97,28.37939884531038
176,986327,10042620,27134,46830,56939,223908,583093,568377,31.276788224862692,989794.84,10018736.07,28.443770409439495
177,985448,10034843,26942,46830,56939,222372,583093,568377,28.684272296629665,989712.25,10019088.0,28.46052367593411
178,984642,10027668,26764,46830,56939,220851,583093,568377,26.93085128129578,989581.26,10018941.6,28.40705165554726
179,983815,10020419,26579,46830,56939,219340,583093,568377,25.40994120955712,989451.9,10018810.6,28.366346526419182
180,983030,10013425,26397,46830,56939,217847,583093,568377,24.25963508392329,989324.14,10018692.92,28.335339471340685
181,982237,10006434,26220,46830,56939,216364,583093,568377,23.38025262873194,989197.78,10018586.97,28.311566789034206
182,981451,9999532,26042,46830,56939,214904,583093,568377,23.53252583393481,989072.57,10018491.82,28.30136353349019
183,987509,10060499,26271,47117,57266,216784,586582,571646,29.294128766370086,989016.92,10019085.62,28.35166913708534
184,986605,10052488,26093,47117,57254,215325,586582,571529,27.171968649030994,988961.51,10019681.12,28.385424501962216
185,985754,10044887,25918,47117,57242,213882,586582,571413,25.735756147790195,988840.45,10019632.96,28.344196453512563
186,984925,10037540,25746,47117,57254,212451,586582,571528,24.53370116881366,988721.12,10019600.48,28.313205368866146
187,984106,10030294,25571,47117,57243,211031,586582,571412,23.594096101329345,988602.9,10019577.51,28.289176680392753
188,983294,10023110,25399,47117,57231,209619,586582,571297,23.23588758870516,988485.76,10019563.56,28.274260556686304
189,982492,10015974,25233,47117,57220,208229,586582,571183,22.814257463680768,988369.75,10019558.9,28.264712154939886
190,981694,10008824,25068,47117,57231,206855,586582,571296,22.73731366820137,988254.76,10019561.97,28.261537016416018
191,980920,10002090,24903,47117,57231,205495,586582,571296,26.308992564299164,988140.85,10019575.74,28.260826030630646
192,980103,9994838,24740,47117,57231,204144,586582,571296,30.77186107307513,988028.08,10019599.08,28.26319933414193
193,984437,10040602,24649,47348,57534,203396,589483,574368,35.11708056148282,987917.66,10019651.08,28.2627845835327
194,983588,10033012,24489,47348,57534,202070,589483,574368,31.552975933044372,987808.46,10019713.13,28.26236783935198
195,982787,10025948,24330,47348,57534,200758,589483,574368,28.960312060280515,987700.35,10019784.78,28.262841708771536
196,981980,10018809,24173,47348,57534,199463,589483,574368,26.930419978920977,987593.07,10019863.53,28.263074961598807
197,981198,10011868,23988,47348,57534,197943,589483,574368,25.39716930218912,987487.0,10019952.52,28.208201352443208
198,980425,10004999,23807,47348,57534,196438,589483,574368,28.548328771285902,987382.45,10020054.36,28.147738736787854
199,979606,9997823,23628,47348,57534,194938,589483,574368,31.35405144717614,987226.18,10019626.23,28.06951167710693
200,983650,10041094,23448,47661,57871,193458,593380,577722,36.19043605889174,987120.02,10019716.06,28.085386116009904
201,982800,10033511,23274,47661,57871,191986,593380,577722,32.35220457044205,987014.4,10019810.03,28.097169963959267
202,982012,10026586,23082,47661,57871,190419,593380,577722,29.463219641753437,986910.08,10019915.69,28.10590823428273
203,981232,10019675,22894,47661,57871,188871,593380,577722,27.291773705674053,986806.72,10020029.81,28.1112252841346
204,980456,10012899,22706,47661,57871,187336,593380,577722,26.232352472672883,986704.55,10020154.31,28.082173806203528
205,979685,10006011,22525,47661,57871,185817,593380,577722,25.033255298877236,986603.74,10020290.24,28.020872166572097
206,978935,9999411,22344,47661,57871,184310,593380,577722,29.40395691720328,986453.42,10019915.68,27.952015030753824
207,983263,10045281,22178,47858,58200,182940,595872,580989,34.23829395137451,986355.91,10020084.18,27.969952714252113
208,982425,10037804,21997,47858,58200,181459,595872,580993,30.907655280700993,986259.06,10020257.72,27.983871082623285
209,981633,10030811,21822,47858,58176,180001,595872,580755,28.430945209507,986163.19,10020438.62,27.995093994040666
210,980871,10024036,21645,47858,58176,178561,595872,580749,26.738449330928134,986068.49,10020629.73,28.0059332209075
211,980098,10017206,21473,47858,58188,177131,595872,580869,25.265458854223855,985974.83,10020829.21,27.96382011573085
212,979334,10010454,21303,47858,58188,175713,595872,580869,24.24654689333839,985830.31,10020508.22,27.85821317125781
213,978576,10003740,21131,47858,58188,174308,595872,580869,24.807233015553393,985687.79,10020204.66,27.793524407988716
214,977803,9996756,20967,47858,58188,172916,595872,580869,25.15292950676229,985546.46,10019909.32,27.75883520967353
215,982148,10042986,20808,48128,58504,171663,599224,584027,31.171560904476912,985457.65,10020156.0,27.8041310224301
216,981308,10035411,20646,48128,58492,170300,599224,583905,28.676723176240834,985369.18,10020404.45,27.837187754802443
217,980564,10028726,20481,48128,58504,168956,599224,584026,26.79186375503554,985282.01,10020662.69,27.813225521357317
218,979789,10021881,20325,48128,58504,167627,599224,584026,25.38185551451762,985196.06,10020931.56,27.740376043251132
219,979012,10015049,20161,48128,58504,166306,599224,584026,24.30430283669548,985062.48,10020712.05,27.609799839772048
220,978257,10008258,20008,48128,58504,165000,599224,584026,23.72587418634514,984930.82,10020507.73,27.5150674470667
221,977515,10001592,19851,48128,58504,163701,599224,584026,25.58692383365235,984800.49,10020314.03,27.47024203577532
222,976732,9994678,19690,48128,58504,162418,599224,584026,27.016146101826088,984670.97,10020126.99,27.4617635244458
223,980892,10039042,19557,48462,58803,161268,603397,587016,32.39675160837653,984591.91,10020461.82,27.525081129828962
224,980059,10031623,19402,48462,58803,160013,603397,587016,29.627588520178183,984512.9,10020796.19,27.524272325884525
225,979292,10024723,19253,48462,58816,158770,603397,587142,27.57484126926337,984385.63,10020631.05,27.453041298412305
226,978502,10017772,19100,48462,58803,157542,603397,587015,26.04219584379445,984259.83,10020479.35,27.401457968443292
227,977765,10011134,18953,48462,58791,156324,603397,586889,25.112357133047613,984135.46,10020338.13,27.36584800312314
228,977047,10004700,18813,48462,58803,155119,603397,587013,29.220421173401242,984012.56,10020209.58,27.390040523907647
229,976268,9997729,18662,48462,58791,153928,603397,586887,34.28950379477662,983890.42,10020086.85,27.477083183276882
230,980768,10045446,18552,48702,59232,152986,606394,591304,39.13288815701227,983821.77,10020516.07,27.610337019454033
231,979930,10037932,18409,48702,59219,151815,606394,591178,34.69752936562245,983753.46,10020947.29,27.69870629419657
232,979172,10031096,18272,48702,59232,150654,606394,591302,31.318111052993817,983618.37,10020716.51,27.69441129443853
233,978386,10024054,18135,48702,59232,149503,606394,591302,28.778506432358515,983484.9,10020499.88,27.691368130300557
234,977629,10017284,17995,48702,59232,148364,606394,591302,26.913932317707207,983352.82,10020294.42,27.690135583156625
235,976880,10010620,17856,48702,59232,147239,606394,591302,25.474487093169994,983221.92,10020099.38,27.690364263211976
236,976133,10003994,17720,48702,59232,146127,606394,591302,29.58517277864548,983092.22,10019913.72,27.743655433536176
237,975375,9997121,17588,48702,59232,145030,606394,591302,33.436956768139204,982963.35,10019734.59,27.84295755391645
238,979754,10043430,17459,48953,59560,143941,609546,594582,38.02797223485139,982887.04,10020095.01,27.9938985551959
239,978934,10036090,17326,48953,59560,142860,609546,594582,33.814141569300936,982810.88,10020456.5,28.06764656387268
240,978178,10029155,17198,48953,59548,141788,609546,594461,30.7313027342215,982686.85,10020324.26,28.06206772864404
241,977402,10022281,17065,48953,59535,140725,609546,594341,28.47577296903347,982564.3,10020205.17,28.060379935581537
242,976680,10015828,16940,48953,59547,139675,609546,594459,26.69686188111594,982443.29,10020098.67,28.060892338749472
243,975947,10009294,16814,48953,59547,138634,609546,594459,25.30897119716174,982323.53,10020002.4,28.062485477223962
244,975227,10002825,16689,48953,59547,137604,609546,594459,25.184607513534292,982204.89,10019914.74,28.07167250497404
245,974472,9996123,16566,48953,59547,136585,609546,594459,24.972775831627743,982087.17,10019833.93,28.08795377186901
246,980244,10055131,16685,49309,59903,137588,613940,598009,31.02427658237982,982035.28,10020414.8,28.159539323841063
247,979411,10047683,16563,49309,59903,136571,613940,598009,28.59407221665908,981931.61,10020462.57,28.1511355544253
248,978665,10040884,16447,49309,59903,135568,613940,598009,26.734540946635278,981829.43,10020522.63,28.146087871416835
249,977901,10034088,16324,49309,59891,134574,613940,597886,25.320341685586214,981728.4,10020591.12,28.1434830589549
250,977153,10027365,16205,49309,59879,133586,613940,597764,24.335389007552493,981628.43,10020667.51,28.14257257892081
251,976396,10020622,16083,49309,59891,132610,613940,597885,23.601033546125667,981529.18,10020749.65,28.14240538368782
252,975687,10014176,15971,49309,59891,131644,613940,597885,23.296150882137603,981431.24,10020841.2,28.14530462407861
253,974952,10007621,15853,49309,59891,130686,613940,597885,22.755798226538268,981334.14,10020938.86,28.13698484015323
254,974237,10001247,15736,49309,59891,129737,613940,597885,23.81127098313967,981185.22,10020500.48,28.08348646115607
255,973497,9994562,15624,49309,59891,128795,613940,597885,24.56255985328561,981037.88,10020075.12,28.058387282162162
256,977686,10039458,15527,49581,60238,127986,617367,601342,30.211239989007606,980940.94,10020174.38,28.105840930367837
257,976899,10032319,15413,49581,60226,127064,617367,601218,27.95243157028767,980844.61,10020276.33,28.14153066506603
258,976170,10025758,15301,49581,60214,126156,617367,601095,26.378367261250858,980749.47,10020387.9,28.17044646644116
259,975428,10019151,15190,49581,60213,125261,617367,601095,25.275829235669196,980655.21,10020506.34,28.194375792691755
260,974720,10012752,15087,49581,60201,124372,617367,600974,24.480147072221556,980561.96,10020632.83,28.170199356307204
261,973990,10006189,14980,49581,60189,123489,617367,600854,24.015003921187443,980469.91,10020768.3,28.10450242741717
262,973280,9999738,14875,49581,60201,122616,617367,600972,26.328621320680817,980327.31,10020381.47,28.016191318511748
263,977657,10045921,14772,49900,60565,121749,621314,604608,31.61741406482519,980237.49,10020536.13,28.016272079019036
264,976866,10038709,14666,49900,60553,120890,621314,604487,29.12400304063167,980147.95,10020691.8,28.018251884990885
265,976109,10031917,14564,49900,60565,120037,621314,604607,27.141551837282776,980059.25,10020853.63,28.020709889358855
266,975376,10025221,14461,49900,60553,119194,621314,604483,25.64845243517601,979971.29,10021019.97,28.007962076371708
267,974659,10018786,14360,49900,60541,118359,621314,604360,24.76776789781058,979884.16,10021192.56,27.952123452193167
268,973957,10012542,14259,49900,60553,117535,621314,604482,23.866180254066595,979798.46,10021377.23,27.843753805178206
269,973260,10006256,14163,49900,60565,116721,621314,604605,23.186098488929353,979660.56,10021025.51,27.683524815744125
270,972563,10000004,14063,49900,60565,115919,621314,604605,24.628146021631178,979524.59,10020690.3,27.58355721174114
271,971844,9993457,13972,49900,60565,115124,621314,604605,25.718749547617296,979389.57,10020362.02,27.529051192008342
272,976236,10040236,13890,50209,60873,114462,625153,607686,31.278868362365806,979306.93,10020575.94,27.556365193770727
273,975460,10033226,13794,50209,60860,113679,625153,607562,28.752463117060415,979224.56,10020790.42,27.57812834329585
274,974738,10026757,13695,50209,60860,112902,625153,607560,27.082262647241564,979143.03,10021011.7,27.59796993950582
275,974006,10020160,13602,50209,60836,112132,625153,607316,25.65885145697589,979062.1,10021236.34,27.599040615325972
276,973309,10013853,13511,50209,60836,111371,625153,607316,24.758246476549346,978931.92,10020948.67,27.533855197842836
277,972606,10007465,13421,50209,60824,110620,625153,607196,24.070347828587174,978803.5,10020674.89,27.48771595316241
278,971921,10001257,13333,50209,60835,109875,625153,607314,25.045548535371157,978676.29,10020410.78,27.468862925703164
279,971204,9994750,13240,50209,60835,109137,625153,607314,25.683204338693187,978550.18,10020154.09,27.471595556994526
280,975329,10038645,13164,50482,61157,108521,628540,610522,31.370860720989022,978473.17,10020406.29,27.542707813365183
281,974558,10031654,13079,50482,61157,107797,628540,610522,28.87843032511931,978396.38,10020658.49,27.597689590329054
282,973850,10025150,12995,50482,61157,107081,628540,610522,26.95933644246962,978320.37,10020914.67,27.631957696414403
283,973112,10018489,12911,50482,61157,106371,628540,610522,25.539358216559982,978176.4,10020494.57,27.594409990916297
284,972416,10012151,12828,50482,61157,105674,628540,610522,24.600947233848558,978034.51,10020091.2,27.568699776764475
